name,label,summary,description
google-noto-sans-fonts,其它, Sans font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font."
lohit-devanagari-fonts,其它, Free Devanagari Script Font, This package provides a free Devanagari Script TrueType/OpenType font.
sil-nuosu-fonts,其它, The Nuosu SIL Font," The Nuosu SIL Font is a single Unicode font for the standardized Yi script
used by a large ethnic group in southwestern China.
Until this version, the font was called SIL Yi."
urw-base35-d050000l-fonts,其它, D050000L font family [part of Level 2 Core Font Set]," This package contains D050000L font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
bpg-nateli-fonts,其它, Nateli family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nateli font family."
saab-fonts,其它, Free Punjabi Unicode OpenType Serif Font," This package provides a free OpenType Punjabi (Gurmukhi) Serif font.
Developed by Bhupinder Singh."
thai-scalable-tlwgtypo-fonts,其它, Thai TlwgTypo fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the TlwgTypo family of Thai fonts."
bpg-chveulebrivi-fonts,其它, Chveulebrivi family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Chveulebrivi font family."
kernel,其它," The Linux kernel, based on version 5.10.112, heavily modified with backports"," This is the package which provides the Linux kernel for Alibaba Cloud Linux.
It is based on upstream Linux at version 5.10.112 and maintains kABI
compatibility of a set of approved symbols, however it is heavily modified with
backports and fixes pulled from newer upstream Linux kernel releases. This means
this is not a 5.10.112 kernel anymore: it includes several components which come
from newer upstream linux versions, while maintaining a well tested and stable
core. Some of the components/backports that may be pulled in are: changes like
updates to the core kernel (eg.: scheduler, cgroups, memory management, security
fixes and features), updates to block layer, supported filesystems, major driver
updates for supported hardware in Alibaba Cloud Linux, enhancements for
enterprise customers, etc."
urw-base35-fonts-common,其它, Common files of the (URW)++ Level 2 Core Font Set," 
The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript.

This package contains the necessary license files for this font set."
bpg-irubaqidze-fonts,其它, Irubaqidze family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Irubaqidze font family. In 1628 Georgian printing
types were produced for the first time, in Rome. The ""Georgian-Italian
Dictionary""  and ""Georgian Prayers"" were printed in Rome, 1629, by Stephano
Paolini and Nikiphore Irbach (Irubakhidze-Cholokashvili). In 1643, in Rome,
""Georgian Grammar"" by Francisco-Maria Majio was printed, using Nuskhuri,
Asomtavruli and Mkhedruli. Majio spent 7 years in Georgia studying Georgian
language, scripture and grammar. Font ""BPG Irubaqidze"" is a modernized
replica of this casted type."
google-noto-sans-bengali-fonts,其它, Sans Bengali font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Bengali."
google-noto-naskh-arabic-fonts,其它, Naskh Arabic font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Naskh font for Arabic."
f32-backgrounds-gnome,其它, Fedora 32 default wallpaper for GNOME and Cinnamon," This package contains GNOME/Cinnamon desktop wallpaper for the
Fedora 32 default theme."
google-noto-serif-cjk-ttc-fonts,其它, Serif OTC font files for google-noto-cjk-fonts," 
Noto CJK fonts, supporting Simplified Chinese, Traditional Chinese,
Japanese, and Korean. The supported scripts are Han, Hiragana, Katakana,
Hangul, and Bopomofo. Latin, Greek, Cyrllic, and various symbols are also
supported for compatibility with CJK standards.


The google-noto-serif-cjk-ttc-fonts package contains Serif OTC fonts."
iwl100-firmware,其它,Firmware for Intel(R) Wireless WiFi Link 100 Series Adapters ,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl100 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully. "
google-noto-sans-balinese-fonts,其它, Sans Balinese font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Balinese."
tibetan-machine-uni-fonts,其它," Tibetan Machine Uni font for Tibetan, Dzongkha and Ladakhi"," Tibetan Machine Uni is an TrueType OpenType, Unicode font released by THDL
project. The font supports Tibetan, Dzongkha and Ladakhi in dbu-can script
with full support for the Sanskrit combinations found in chos skad text."
urw-base35-nimbus-sans-fonts,其它, Nimbus Sans font family [part of Level 2 Core Font Set]," This package contains Nimbus Sans font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
kurdit-unikurd-web-fonts,其它, A widely used Kurdish font for Arabic-like scripts and Latin," A widely used Kurdish font which supports various Arabic-like scripts
(Arabic, Kurdish, Persian) and also Latin."
google-noto-sans-lycian-fonts,其它, Sans Lycian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Lycian."
khmeros-bokor-fonts,其它, Bokor font," 
The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Bokor font."
sil-abyssinica-fonts,其它, SIL Abyssinica fonts," SIL Abyssinica is a Unicode typeface family containing glyphs for the
Ethiopic script.

The Ethiopic script is used for writing many of the languages of Ethiopia and
Eritrea. Abyssinica SIL supports all Ethiopic characters which are in Unicode
including the Unicode 4.1 extensions. Some languages of Ethiopia are not yet
able to be fully represented in Unicode and, where necessary, we have included
non-Unicode characters in the Private Use Area (see Private-use (PUA)
characters supported by Abyssinica SIL).

Abyssinica SIL is based on Ethiopic calligraphic traditions. This release is
a regular typeface, with no bold or italic version available or planned."
google-noto-sans-old-south-arabian-fonts,其它, Sans Old South Arabian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Old South Arabian."
thai-scalable-norasi-fonts,其它, Thai Norasi fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the Norasi family of Thai fonts."
culmus-yehuda-clm-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
kacst-poster-fonts,其它, Fonts for arabic from arabeyes project, This package contains poster type fonts for the display of Arabic
khmeros-battambang-fonts,其它, Battambang font," 
The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Battambang font."
google-noto-sans-mongolian-fonts,其它, Sans Mongolian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Mongolian."
khmeros-siemreap-fonts,其它, Siemreap font," 
The Khmer OS fonts include Khmer and Latin alphabets, and they have equivalent
sizes for Khmer and English alphabets, so that when texts mix both it is not
necessary to have different point sizes for the text in each language.

They were created by Danh Hong of the Cambodian Open Institute.

Siemreap font."
google-roboto-slab-fonts,其它, Google Roboto Slab fonts," Roboto has a dual nature. It has a mechanical skeleton and the forms are
largely geometric. At the same time, the font features friendly and open
curves. While some grotesks distort their letterforms to force a rigid
rhythm, Roboto doesn't compromise, allowing letters to be settled into
their natural width. This makes for a more natural reading rhythm more
commonly found in humanist and serif types.

This is the Roboto Slab family, which can be used alongside the normal
Roboto family and the Roboto Condensed family."
urw-base35-standard-symbols-ps-fonts,其它, Standard Symbols PS font family [part of Level 2 Core Font Set]," This package contains Standard Symbols PS font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
bitmap-fixed-fonts,其它, Selected set of bitmap fonts," 
The bitmap-fonts package provides a number of bitmap fonts selected
from the xorg package designed for use locations such as
terminals."
google-noto-sans-tifinagh-fonts,其它, Sans Tifinagh font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tifinagh."
lohit-odia-fonts,其它, Free truetype font for Odia language, This package provides a free truetype font for Odia language.
f32-backgrounds,其它, Fedora 32 default desktop background," This package contains desktop backgrounds for the Fedora 32 default
theme.  Pulls in themes for GNOME, KDE, Mate and Xfce desktops."
bpg-nateli-caps-fonts,其它, Nateli Caps family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nateli Caps font family."
julietaula-montserrat-fonts,其它, Sans-serif typeface inspired from Montserrat area," 
A typeface inspired by signs around the Montserrat area of Buenos Aires, Argentina"
urw-base35-gothic-fonts,其它, URW Gothic font family [part of Level 2 Core Font Set]," This package contains URW Gothic font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
xorg-x11-fonts-ISO8859-15-75dpi,其它, ISO8859-15-75dpi fonts," Contains a set of 75dpi fonts in the ISO8859-15 encoding which provide Euro
support."
kacst-one-fonts,其它, Fonts for arabic from arabeyes project, This package contains one type fonts for the display of Arabic
google-noto-sans-phoenician-fonts,其它, Sans Phoenician font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Phoenician."
google-noto-sans-armenian-fonts,其它, Sans Armenian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Armenian."
google-noto-sans-lepcha-fonts,其它, Sans Lepcha font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Lepcha."
google-noto-sans-syriac-estrangela-fonts,其它, Sans Syriac Estrangela font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Syriac Estrangela."
google-noto-sans-malayalam-ui-fonts,其它, Sans Malayalam UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Malayalam UI."
systemd-udev,其它,Rule-based device node and kernel event manager ,"This package contains systemd-udev and the rules and hardware database
needed to manage device nodes. This package is necessary on physical
machines and in virtual machines, but not in containers. "
samyak-odia-fonts,其它, Open Type Fonts for Odia script," This package contains truetype/opentype font for the display of \
Scripts Odia."
xorg-x11-fonts-misc,其它, misc bitmap fonts for the X Window System," This package contains misc bitmap Chinese, Japanese, Korean, Indic, and Arabic
fonts for use with X Window System."
google-droid-sans-fonts,其它, A humanist sans serif typeface," 
The Droid typeface family was designed in the fall of 2006 by Ascender's
Steve Matteson, as a commission from Google to create a set of system fonts
for its Android platform. The goal was to provide optimal quality and comfort
on a mobile handset when rendered in application menus, web browsers and for
other screen text.
The family was later extended in collaboration with other designers such as
Pascal Zoghbi of 29ArabicLetters.

Droid Sans is a humanist sans serif typeface designed for user interfaces and
electronic communication."
culmus-shofar-fonts,其它, Fonts for Hebrew from Culmus project," 
The culmus-fonts package contains fonts for the display of
Hebrew from the Culmus project."
urw-base35-p052-fonts,其它, P052 font family [part of Level 2 Core Font Set]," This package contains P052 font family,
which is part of Level 2 Core Font Set.


The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript."
texlive-pstricks-add,工具, A collection of add-ons and bugfixes for PSTricks," Collects together examples that have been posted to the
pstricks mailing list, together with many additional features
for the basic pstricks, pst-plot and pst-node, including: -
bugfixes; - new options for the pspicture environment; -
arrows; - braces as node connection/linestyle; - extended axes
for plots (e.g., logarithm axes); - polar plots; - plotting
tangent lines of curves or functions; - solving and printing
differential equationd; - box plots; - matrix plots; and - pie
charts. The package makes use of PostScript routines provided
by pst-math."
ksh,工具, The Original ATT Korn Shell," KSH-93 is the most recent version of the KornShell by David Korn of
AT&T Bell Laboratories.
KornShell is a shell programming language, which is upward compatible
with ""sh"" (the Bourne Shell)."
texlive-knuth-lib,工具, A small library of MetaFont sources," A collection of miscellaneous MetaFont source, including the
means to generate the logo font that is used for MetaFont and
MetaPost."
maven-doxia-module-twiki,工具, TWiki module for maven-doxia, This package provides TWiki module for maven-doxia.
kernel-rpm-macros,工具, Macros and scripts for building kernel module packages., Macros and scripts for building kernel module packages.
kf5-kio-core,工具, Core components of the KIO Framework, KIOCore library provides core non-GUI components for working with KIO.
abrt,工具, Automatic bug detection and reporting tool," abrt is a tool to help users to detect defects in applications and
to create a bug report with all information needed by maintainer to fix it.
It uses plugin system to extend its functionality."
kf5-kdesu,工具, KDE Frameworks 5 Tier 3 integration with su, KDE Frameworks 5 Tier 3 integration with su for elevated privileges.
gcc-toolset-10-gcc-gfortran,工具, Fortran support for GCC 10," The gcc-toolset-10-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection."
dwz,工具, DWARF optimization and duplicate removal tool," The dwz package contains a program that attempts to optimize DWARF
debugging information contained in ELF shared libraries and ELF executables
for size, by replacing DWARF information representation with equivalent
smaller representation where possible and by reducing the amount of
duplication using techniques from DWARF standard appendix E - creating
DW_TAG_partial_unit compilation units (CUs) for duplicated information
and using DW_TAG_imported_unit to import it into each CU that needs it."
maven-filtering,工具, Shared component providing resource filtering," These Plexus components have been built from the filtering process/code in
Maven Resources Plugin. The goal is to provide a shared component for all
plugins that needs to filter resources."
texlive-cjk,工具, CJK language support," CJK is a macro package for LaTeX, providing simultaneous
support for various Asian scripts in many encodings (including
Unicode): - Chinese (both traditional and simplified), -
Japanese, - Korean and - Thai. A special add-on feature is an
interface to the Emacs editor (cjk-enc.el) which gives
simultaneous, easy-to-use support to a bunch of other scripts
in addition to the above: - Cyrillic, - Greek, - Latin-based
scripts, - Russian and - Vietnamese."
texlive-tex-ini-files,工具, Model TeX format creation files," This bundle provides a collection of model .ini files for
creating TeX formats. These files are commonly used to
introduced distribution-dependent variations in formats. They
are also used to allow existing format source files to be used
with newer engines, for example to adapt the plain e-TeX source
file to work with XeTeX and LuaTeX."
gcc-toolset-11-valgrind,工具, Tool for finding memory management bugs in programs," Valgrind is an instrumentation framework for building dynamic analysis
tools. There are Valgrind tools that can automatically detect many
memory management and threading bugs, and profile your programs in
detail. You can also use Valgrind to build new tools. The Valgrind
distribution currently includes six production-quality tools: a memory
error detector (memcheck, the default tool), two thread error
detectors (helgrind and drd), a cache and branch-prediction profiler
(cachegrind), a call-graph generating cache and branch-prediction
profiler (callgrind), and a heap profiler (massif)."
vorbis-tools,工具, The Vorbis General Audio Compression Codec tools," Ogg Vorbis is a fully open, non-proprietary, patent- and royalty-free,
general-purpose compressed audio format for audio and music at fixed
and variable bitrates from 16 to 128 kbps/channel.

The vorbis package contains an encoder, a decoder, a playback tool, and a
comment editor."
gcc-toolset-10-toolchain,工具, Package shipping basic toolchain applications," Package shipping basic toolchain applications (compiler, debugger, ...)"
tesseract-script-fraktur,工具, Fraktur script data for tesseract-tessdata," This package contains the fast integer version of the Fraktur script
trained models for the Tesseract Open Source OCR Engine."
pesign,工具, Signing utility for UEFI binaries," This package contains the pesign utility for signing UEFI binaries as
well as other associated tools."
httpd-tools,工具, Tools for use with the Apache HTTP Server," The httpd-tools package contains tools which can be used with
the Apache HTTP Server."
kf5-kwallet,工具, KDE Frameworks 5 Tier 3 solution for password management, KWallet is a secure and unified container for user passwords.
eclipse-ecf-runtime,工具, Eclipse Communication Framework (ECF) Eclipse plug-in," ECF is a set of frameworks for building communications into applications and
services. It provides a lightweight, modular, transport-independent, fully
compliant implementation of the OSGi Remote Services standard."
texlive-ae,工具, Virtual fonts for T1 encoded CMR-fonts," A set of virtual fonts which emulates T1 coded fonts using the
standard CM fonts. The package name, AE fonts, supposedly
stands for ""Almost European"". The main use of the package was
to produce PDF files using Adobe Type 1 versions of the CM
fonts instead of bitmapped EC fonts. Note that direct
substitutes for the bitmapped EC fonts are now available, via
the CM-super, Latin Modern and (in a restricted way) CM-LGC
font sets."
hunspell-th,工具, Thai hunspell dictionaries, Thai hunspell dictionaries.
elfutils,工具,A collection of utilities and DSOs to handle ELF files and DWARF data ,"Elfutils is a collection of utilities, including stack (to show
backtraces), nm (for listing symbols from object files), size
(for listing the section sizes of an object or archive file),
strip (for discarding symbols), readelf (to see the raw ELF file
structures), elflint (to check for well-formed ELF files) and
elfcompress (to compress or decompress ELF sections). "
dnf-plugin-releasever-adapter,工具, A dnf plugin for releasever adaptation," A plugin for the Dandified Yellow dog Updater, Modified. The plugin
can automatically convert the releasever of Anolis OS, which is 8.x
to the latest version of releasever which is 8."
tesseract-langpack-sin,工具, Sinhala language data for tesseract-tessdata," This package contains the fast integer version of the Sinhala language
trained models for the Tesseract Open Source OCR Engine."
dtkcommon,工具, DTK common files, This package contains common configuration files for DTK.
munge-libs,工具, Runtime libs for uid * gid authentication across a host cluster, Runtime libraries for using MUNGE.
qpdf,工具, Command-line tools and library for transforming PDF files," QPDF is a command-line program that does structural, content-preserving
transformations on PDF files. It could have been called something
like pdf-to-pdf. It includes support for merging and splitting PDFs
and to manipulate the list of pages in a PDF file. It is not a PDF viewer
or a program capable of converting PDF into other formats."
scap-security-guide,工具, Security guidance and baselines in SCAP formats," The scap-security-guide project provides a guide for configuration of the
system from the final system's security point of view. The guidance is specified
in the Security Content Automation Protocol (SCAP) format and constitutes
a catalog of practical hardening advice, linked to government requirements
where applicable. The project bridges the gap between generalized policy
requirements and specific implementation guidelines. The system
administrator can use the oscap CLI tool from openscap-scanner package, or the
scap-workbench GUI tool from scap-workbench package to verify that the system
conforms to provided guideline. Refer to scap-security-guide(8) manual page for
further information."
tesseract-langpack-chi_sim_vert,工具," Chinese (Simplified, Vertical) language data for tesseract-tessdata"," This package contains the fast integer version of the Chinese (Simplified, Vertical) language
trained models for the Tesseract Open Source OCR Engine."
ibus-libpinyin,工具, Intelligent Pinyin engine based on libpinyin for IBus," It includes a Chinese Pinyin input method and a Chinese ZhuYin (Bopomofo)
input method based on libpinyin for IBus."
tracker,工具, Desktop-neutral metadata database and search tool," Tracker is a powerful desktop-neutral first class object database,
tag/metadata database and search tool.

It consists of a common object database that allows entities to have an
almost infinite number of properties, metadata (both embedded/harvested as
well as user definable), a comprehensive database of keywords/tags and
links to other entities.

It provides additional features for file based objects including context
linking and audit trails for a file object.

Metadata indexers are provided by the tracker-miners package."
crypto-policies,工具, System-wide crypto policies," This package provides pre-built configuration files with
cryptographic policies for various cryptographic back-ends,
such as SSL/TLS libraries."
texlive-textcase,工具," Case conversion ignoring mathematics, etc"," The textcase package offers commands \MakeTextUppercase and
\MakeTextLowercase are similar to the standard \MakeUppercase
and \MakeLowercase, but they do not change the case of any
sections of mathematics, or the arguments of \cite, \label and
\ref commands within the argument. A further command
\NoCaseChange does nothing but suppress case change within its
argument, so to force uppercase of a section including an
environment, one might say:
\MakeTextUppercase{...\NoCaseChange{\begin{foo}}
...\NoCaseChange{\end{foo}}...}"
tesseract-langpack-por,工具, Portuguese language data for tesseract-tessdata," This package contains the fast integer version of the Portuguese language
trained models for the Tesseract Open Source OCR Engine."
gcc-toolset-10-elfutils-libelf,工具, Library to read and write ELF files," The elfutils-libelf package provides a DSO which allows reading and
writing ELF files on a high level.  Third party programs depend on
this package to read internals of ELF files.  The programs of the
elfutils package use it also to generate new ELF files."
emacs,工具, GNU Emacs text editor," Emacs is a powerful, customizable, self-documenting, modeless text
editor. Emacs contains special code editing features, a scripting
language (elisp), and the capability to read mail, news, and more
without leaving the editor.

This package provides an emacs binary with support for X windows."
texlive-luatexbase,工具, Basic resource management for LuaTeX code," The bundle provides basic facilities for LuaTeX macro
programmers, mostly resource allocation and convenience
packages. Provided are: luatexbase-attr: attribute allocation;
luatexbase-cctb: catcode table allocation; luatexbase-compat:
compatibility helpers; luatexbase-loader: Lua module loading;
luatexbase-modutils: Lua module declaration; luatexbase-mcb:
callbacks extension; and luatexbase-regs: allocation of
registers and the like. In addition, the (unadorned) luatexbase
package loads all the above in one fell swoop."
doxygen-doxywizard,工具, A GUI for creating and editing configuration files," Doxywizard is a GUI for creating and editing configuration files that
are used by doxygen."
texlive-hyphenat,工具, Disable/enable hypenation," This package can disable all hyphenation or enable hyphenation
of non-alphabetics or monospaced fonts. The package can also
enable hyphenation within 'words' that contain non-alphabetic
characters (e.g., that include underscores), and hyphenation of
text typeset in monospaced (e.g., cmtt) fonts."
cups-client,工具, CUPS printing system - client programs," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package contains command-line client
programs."
evince-browser-plugin,工具, Evince web browser plugin, This package contains the evince web browser plugin.
mingw64-filesystem,工具, MinGW cross compiler base filesystem and environment for the win64 target," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
gcc-toolset-9-toolchain,工具, Package shipping basic toolchain applications," Package shipping basic toolchain applications (compiler, debugger, ...)"
hexchat,工具, A popular and easy to use graphical IRC (chat) client," HexChat is an easy to use graphical IRC chat client for the X Window System.
It allows you to join multiple IRC channels (chat rooms) at the same time,
talk publicly, private one-on-one conversations etc. Even file transfers
are possible."
tesseract-langpack-aze_cyrl,工具, Azerbaijani (Cyrillic) language data for tesseract-tessdata," This package contains the fast integer version of the Azerbaijani (Cyrillic) language
trained models for the Tesseract Open Source OCR Engine."
esc,工具, Enterprise Security Client Smart Card Client," Enterprise Security Client allows the user to enroll and manage their
cryptographic smartcards."
kf5-kconfig,工具, KDE Frameworks 5 Tier 1 addon with advanced configuration system," KDE Frameworks 5 Tier 1 addon with advanced configuration system made of two
parts: KConfigCore and KConfigGui."
malaga,工具, A programming language for automatic language analysis," A software package for the development and application of
grammars that are used for the analysis of words and sentences of natural
languages. It is a language-independent system that offers a programming
language for the modelling of the language-dependent grammatical
information. This language is also called Malaga.

Malaga is based on the grammatical theory of the ""Left Associative Grammar""
(LAG), developed by Roland Hausser, professor for Computational Linguistics at
University of Erlangen, Germany."
hplip-gui,工具, HPLIP graphical tools, HPLIP graphical tools.
maven-wagon-provider-api,工具, provider-api module for maven-wagon, provider-api module for maven-wagon.
sysstat,工具, Collection of performance monitoring tools for Linux," The sysstat package contains the sar, sadf, mpstat, iostat, tapestat,
pidstat, cifsiostat and sa tools for Linux.
The sar command collects and reports system activity information.
The information collected by sar can be saved in a file in a binary
format for future inspection. The statistics reported by sar concern
I/O transfer rates, paging activity, process-related activities,
interrupts, network activity, memory and swap space utilization, CPU
utilization, kernel activities and TTY statistics, among others. Both
UP and SMP machines are fully supported.
The sadf command may  be used to display data collected by sar in
various formats (CSV, XML, etc.).
The iostat command reports CPU utilization and I/O statistics for disks.
The tapestat command reports statistics for tapes connected to the system.
The mpstat command reports global and per-processor statistics.
The pidstat command reports statistics for Linux tasks (processes).
The cifsiostat command reports I/O statistics for CIFS file systems."
elfutils-default-yama-scope,工具, Default yama attach scope sysctl setting," Yama sysctl setting to enable default attach scope settings
enabling programs to use ptrace attach, access to
/proc/PID/{mem,personality,stack,syscall}, and the syscalls
process_vm_readv and process_vm_writev which are used for
interprocess services, communication and introspection
(like synchronisation, signaling, debugging, tracing and
profiling) of processes."
iprutils,工具,Utilities for the IBM Power Linux RAID adapters ,"Provides a suite of utilities to manage and configure SCSI devices
supported by the ipr SCSI storage device driver. "
texlive-ifoddpage,工具, ifoddpage package, ifoddpage package
hunspell-en-GB,工具, UK English hunspell dictionaries, UK English hunspell dictionaries
texlive-awesomebox,工具," raw admonition blocks in your documents, illustrated with FontAwesome icons"," Awesome Boxes is all about drawing admonition blocks around
text to inform or alert readers about something particular. The
specific aim of this package is to use FontAwesome icons to
ease the illustration of these blocks. This package requires
FontAwesome and XeLaTeX or LuaLaTeX."
xorg-x11-xauth,工具, X.Org X11 X authority utilities," xauth is used to edit and display the authorization information
used in connecting to an X server."
anaconda-gui,工具, Graphical user interface for the Anaconda installer, This package contains graphical user interface for the Anaconda installer.
hunspell-be,工具, Belarusian hunspell dictionaries, Belarusian hunspell dictionaries.
tesseract-langpack-ces,工具, Czech language data for tesseract-tessdata," This package contains the fast integer version of the Czech language
trained models for the Tesseract Open Source OCR Engine."
texlive-updmap-map,工具, Font maps, Font maps.
texlive-tex-gyre,工具, TeX Fonts extending freely available URW fonts," The TeX-GYRE bundle consists of six font families: TeX Gyre
Adventor is based on the URW Gothic L family of fonts (which is
derived from ITC Avant Garde Gothic, designed by Herb Lubalin
and Tom Carnase). TeX Gyre Bonum is based on the URW Bookman L
family (from Bookman Old Style, designed by Alexander
Phemister). TeX Gyre Chorus is based on URW Chancery L Medium
Italic (from ITC Zapf Chancery, designed by Hermann Zapf in
1979). TeX-Gyre Cursor is based on URW Nimbus Mono L (based on
Courier, designed by Howard G. Kettler in 1955, for IBM). TeX
Gyre Heros is based on URW Nimbus Sans L (from Helvetica,
prepared by Max Miedinger, with Eduard Hoffmann in 1957). TeX
Gyre Pagella is based on URW Palladio L (from Palation,
designed by Hermann Zapf in the 1940s). TeX Gyre Schola is
based on the URW Century Schoolbook L family (which was
designed by Morris Fuller Benton for the American Type
Founders). TeX Gyre Termes is based on the URW Nimbus Roman No9
L family of fonts (whose original, Times, was designed by
Stanley Morison together with Starling Burgess and Victor
Lardent and first offered by Monotype). The constituent
standard faces of each family have been greatly extended, and
contain nearly 1200 glyphs each (though Chorus omits Greek
support, has no small-caps family and has approximately 900
glyphs). Each family is available in Adobe Type 1 and Open Type
formats, and LaTeX support (for use with a variety of
encodings) is provided. Vietnamese and Cyrillic characters were
added by Han The Thanh and Valek Filippov, respectively."
texlive-was,工具, A collection of small packages by Walter Schmidt," A bundle of packages that arise in the author's area of
interest: - compliance of maths typesetting with ISO standards;
- symbols that work in both maths and text modes; - commas for
both decimal separator and maths; and - upright Greek letters
in maths."
hunspell-hil,工具, Hiligaynon hunspell dictionaries, Hiligaynon hunspell dictionaries.
gcc-toolset-10-gcc-c++,工具, C++ support for GCC  version 10," This package adds C++ support to the GNU Compiler Collection
version 10.  It includes support for most of the current C++ specification
and a lot of support for the upcoming C++ specification."
dpa-ext-gnomekeyring,工具, GNOME keyring extension for dde-polkit-agent., DDE Polkit Agent extension to automatically do some thing with GNOME keyring.
tesseract-langpack-cat,工具, Catalan language data for tesseract-tessdata," This package contains the fast integer version of the Catalan language
trained models for the Tesseract Open Source OCR Engine."
ibus-table-chinese-array,工具, Array input methods," Array input method is a free, open-minded character-structured
input method. Includes:
array30: 27489 characters.
array30-big: 27489 characters + Unicode ExtB."
