,src,bin,num_of_bin
215,filesystem: 基础环境,{'filesystem': '服务'},1
216,fio: 应用工具,{'fio': '工具'},1
217,fipscheck: 应用库,"{'fipscheck': '库', 'fipscheck-lib': '库'}",2
218,firefox: 应用工具/桌面,{'firefox': '工具'},1
219,firewalld: 系统服务,"{'firewall-applet': '系统服务', 'firewall-config': '系统服务', 'firewalld': '系统服务', 'firewalld-filesystem': '系统服务', 'python3-firewall': '系统库'}",5
220,flatpak: 应用服务,"{'flatpak': '应用服务', 'flatpak-libs': '库', 'flatpak-selinux': '应用服务', 'flatpak-session-helper': '应用服务'}",4
221,flatpak-builder: 应用工具,{'flatpak-builder': '工具'},1
222,flatpak-xdg-utils: 应用工具,"{'flatpak-spawn': '工具', 'flatpak-xdg-utils': '应用工具'}",2
223,flite: 应用工具,{'flite': '工具'},1
224,fontconfig: 应用工具,{'fontconfig': '库'},1
225,fontforge: 应用工具,{'fontforge': '工具'},1
226,fontpackages: 应用工具,{'fontpackages-filesystem': '库'},1
227,foomatic-db: 应用服务,"{'foomatic-db': '服务', 'foomatic-db-filesystem': '库', 'foomatic-db-ppds': '服务'}",3
228,fpc-srpm-macros: 系统库,{'fpc-srpm-macros': '库'},1
229,fprintd: 应用服务,"{'fprintd': '服务', 'fprintd-pam': '应用服务'}",2
230,freeipmi: 应用工具,"{'freeipmi': '工具', 'freeipmi-bmc-watchdog': '服务', 'freeipmi-ipmidetectd': '服务', 'freeipmi-ipmiseld': '服务'}",4
231,freeradius: 应用服务,"{'freeradius': '服务', 'freeradius-krb5': '服务', 'freeradius-ldap': '服务', 'freeradius-mysql': '服务', 'freeradius-perl': '应用库', 'freeradius-postgresql': '服务', 'freeradius-rest': '服务', 'freeradius-sqlite': '服务', 'freeradius-unixODBC': '服务', 'freeradius-utils': '工具', 'python3-freeradius': '库'}",11
232,freerdp: 应用工具,"{'freerdp': '工具', 'freerdp-libs': '应用库', 'libwinpr': '应用库'}",3
233,fuse: 系统工具,"{'fuse': '系统工具', 'fuse3': '工具', 'fuse3-libs': '系统库', 'fuse-common': '工具', 'fuse-libs': '系统库'}",5
234,fuse-exfat: 系统工具,{'fuse-exfat': '工具'},1
235,fusesource-pom: 应用库,{'fusesource-pom': '库'},1
236,fwupdate: 系统工具,"{'fwupdate': '系统工具', 'fwupdate-efi': '工具', 'fwupdate-libs': '库'}",3
237,fxload: 应用工具,{'fxload': '工具'},1
238,galera: 应用库,{'galera': '库'},1
239,gcc: 系统工具,"{'cpp': '系统工具', 'gcc': '系统工具', 'gcc-c++': '工具', 'gcc-gdb-plugin': '工具', 'gcc-gfortran': '系统工具', 'gcc-offload-nvptx': '工具', 'libasan': '系统库', 'libatomic': '系统库', 'libatomic-static': '系统库', 'libgcc': '系统库', 'libgfortran': '系统库', 'libgomp': '系统库', 'libgomp-offload-nvptx': '系统库', 'libitm': '库', 'liblsan': '系统库', 'libquadmath': '系统库', 'libstdc++': '系统库', 'libstdc++-docs': '系统库', 'libstdc++-static': '系统库', 'libtsan': '系统库', 'libubsan': '系统库'}",21
240,gcc-python-plugin: 应用工具,{'gcc-python-plugin': '系统工具'},1
241,gcc-toolset-10: 应用工具,"{'gcc-toolset-10': '系统工具', 'gcc-toolset-10-build': '系统工具', 'gcc-toolset-10-perftools': '系统工具', 'gcc-toolset-10-runtime': '工具', 'gcc-toolset-10-toolchain': '系统工具'}",5
242,gcc-toolset-10-annobin: 应用工具,{'gcc-toolset-10-annobin': '系统工具'},1
243,gcc-toolset-10-binutils: 应用工具,{'gcc-toolset-10-binutils': '系统工具'},1
244,gcc-toolset-10-dwz: 应用工具,{'gcc-toolset-10-dwz': '系统工具'},1
245,gcc-toolset-10-elfutils: 应用工具,"{'gcc-toolset-10-elfutils': '系统工具', 'gcc-toolset-10-elfutils-libelf': '系统工具', 'gcc-toolset-10-elfutils-libs': '系统工具'}",3
246,gcc-toolset-10-gcc: 应用工具,"{'gcc-toolset-10-gcc': '系统工具', 'gcc-toolset-10-gcc-c++': '系统工具', 'gcc-toolset-10-gcc-gdb-plugin': '系统工具', 'gcc-toolset-10-gcc-gfortran': '系统工具', 'gcc-toolset-10-libstdc++-docs': '系统工具'}",5
247,gcc-toolset-10-gdb: 应用工具,"{'gcc-toolset-10-gdb': '系统工具', 'gcc-toolset-10-gdb-gdbserver': '系统工具'}",2
248,gcc-toolset-10-ltrace: 应用工具,{'gcc-toolset-10-ltrace': '系统工具'},1
249,gcc-toolset-10-make: 应用工具,{'gcc-toolset-10-make': '系统工具'},1
250,gcc-toolset-10-strace: 应用工具,{'gcc-toolset-10-strace': '系统工具'},1
251,gcc-toolset-10-systemtap: 应用工具,"{'gcc-toolset-10-systemtap': '系统工具', 'gcc-toolset-10-systemtap-client': '工具', 'gcc-toolset-10-systemtap-initscript': '系统工具', 'gcc-toolset-10-systemtap-runtime': '工具', 'gcc-toolset-10-systemtap-server': '服务'}",5
252,gcc-toolset-10-valgrind: 应用工具,{'gcc-toolset-10-valgrind': '系统工具'},1
253,gcc-toolset-11: 应用工具,"{'gcc-toolset-11': '系统工具', 'gcc-toolset-11-build': '系统工具', 'gcc-toolset-11-perftools': '系统工具', 'gcc-toolset-11-runtime': '工具', 'gcc-toolset-11-toolchain': '系统工具'}",5
254,gcc-toolset-11-annobin: 应用工具,"{'gcc-toolset-11-annobin-annocheck': '系统工具', 'gcc-toolset-11-annobin-docs': '系统工具', 'gcc-toolset-11-annobin-plugin-gcc': '系统工具'}",3
255,gcc-toolset-11-binutils: 应用工具,{'gcc-toolset-11-binutils': '系统工具'},1
256,gcc-toolset-11-dwz: 应用工具,{'gcc-toolset-11-dwz': '系统工具'},1
257,gcc-toolset-11-elfutils: 应用工具,"{'gcc-toolset-11-elfutils': '系统工具', 'gcc-toolset-11-elfutils-libelf': '系统工具', 'gcc-toolset-11-elfutils-libs': '系统工具'}",3
258,gcc-toolset-11-gcc: 应用工具,"{'gcc-toolset-11-gcc': '系统工具', 'gcc-toolset-11-gcc-c++': '系统工具', 'gcc-toolset-11-gcc-gdb-plugin': '系统工具', 'gcc-toolset-11-gcc-gfortran': '系统工具', 'gcc-toolset-11-libgccjit': '系统工具', 'gcc-toolset-11-libgccjit-docs': '系统工具', 'gcc-toolset-11-libstdc++-docs': '系统工具', 'libasan6': '库'}",8
259,gcc-toolset-11-gdb: 应用工具,"{'gcc-toolset-11-gdb': '系统工具', 'gcc-toolset-11-gdb-gdbserver': '系统工具'}",2
260,gcc-toolset-11-make: 应用工具,{'gcc-toolset-11-make': '系统工具'},1
261,gcc-toolset-11-strace: 应用工具,{'gcc-toolset-11-strace': '系统工具'},1
262,gcc-toolset-11-systemtap: 应用工具,"{'gcc-toolset-11-systemtap': '系统工具', 'gcc-toolset-11-systemtap-client': '系统工具', 'gcc-toolset-11-systemtap-initscript': '系统工具', 'gcc-toolset-11-systemtap-runtime': '系统工具', 'gcc-toolset-11-systemtap-server': '服务'}",5
263,gcc-toolset-11-valgrind: 应用工具,{'gcc-toolset-11-valgrind': '系统工具'},1
264,gcc-toolset-9: 应用工具,"{'gcc-toolset-9': '系统工具', 'gcc-toolset-9-build': '系统工具', 'gcc-toolset-9-perftools': '系统工具', 'gcc-toolset-9-runtime': '工具', 'gcc-toolset-9-toolchain': '系统工具'}",5
265,gcc-toolset-9-annobin: 应用工具,{'gcc-toolset-9-annobin': '系统工具'},1
266,gcc-toolset-9-binutils: 应用工具,{'gcc-toolset-9-binutils': '系统工具'},1
267,gcc-toolset-9-dwz: 应用工具,{'gcc-toolset-9-dwz': '系统工具'},1
268,gcc-toolset-9-dyninst: 应用工具,"{'gcc-toolset-9-dyninst': '系统工具', 'gcc-toolset-9-dyninst-static': '库', 'gcc-toolset-9-dyninst-testsuite': '工具'}",3
269,gcc-toolset-9-elfutils: 应用工具,"{'gcc-toolset-9-elfutils': '系统工具', 'gcc-toolset-9-elfutils-libelf': '系统工具', 'gcc-toolset-9-elfutils-libs': '系统工具'}",3
270,gcc-toolset-9-gcc: 应用工具,"{'gcc-toolset-9-gcc': '系统工具', 'gcc-toolset-9-gcc-c++': '系统工具', 'gcc-toolset-9-gcc-gdb-plugin': '系统工具', 'gcc-toolset-9-gcc-gfortran': '系统工具', 'gcc-toolset-9-libstdc++-docs': '系统工具'}",5
271,gcc-toolset-9-gdb: 应用工具,"{'gcc-toolset-9-gdb': '系统工具', 'gcc-toolset-9-gdb-gdbserver': '系统工具'}",2
272,gcc-toolset-9-ltrace: 应用工具,{'gcc-toolset-9-ltrace': '库'},1
273,gcc-toolset-9-make: 应用工具,{'gcc-toolset-9-make': '系统工具'},1
274,gcc-toolset-9-strace: 应用工具,{'gcc-toolset-9-strace': '系统工具'},1
275,gcc-toolset-9-systemtap: 应用工具,"{'gcc-toolset-9-systemtap': '系统工具', 'gcc-toolset-9-systemtap-client': '系统工具', 'gcc-toolset-9-systemtap-initscript': '系统工具', 'gcc-toolset-9-systemtap-runtime': '系统工具', 'gcc-toolset-9-systemtap-server': '系统工具'}",5
276,gcc-toolset-9-valgrind: 应用工具,{'gcc-toolset-9-valgrind': '系统工具'},1
277,GConf2: 应用工具,{'GConf2': '工具'},1
278,gdbm: 核心库,"{'gdbm': '库', 'gdbm-libs': '核心库'}",2
279,gdisk: 应用工具/桌面,{'gdisk': '工具'},1
280,gedit-plugins: 应用服务/桌面,"{'gedit-plugin-bookmarks': '应用服务/桌面', 'gedit-plugin-bracketcompletion': '应用服务/桌面', 'gedit-plugin-codecomment': '应用服务/桌面', 'gedit-plugin-colorpicker': '应用服务/桌面', 'gedit-plugin-colorschemer': '应用服务/桌面', 'gedit-plugin-commander': '应用服务/桌面', 'gedit-plugin-drawspaces': '应用服务/桌面', 'gedit-plugin-findinfiles': '工具', 'gedit-plugin-joinlines': '应用服务/桌面', 'gedit-plugin-multiedit': '应用服务/桌面', 'gedit-plugins': '应用服务/桌面', 'gedit-plugins-data': '工具', 'gedit-plugin-smartspaces': '应用服务/桌面', 'gedit-plugin-terminal': '工具', 'gedit-plugin-textsize': '应用服务/桌面', 'gedit-plugin-translate': '应用服务/桌面', 'gedit-plugin-wordcompletion': '工具'}",17
281,genwqe-tools: 应用工具,"{'genwqe-tools': '应用工具', 'genwqe-vpd': '工具', 'genwqe-zlib': '应用库'}",3
282,geoclue2: 应用库,"{'geoclue2': '服务', 'geoclue2-demos': '应用库', 'geoclue2-libs': '应用库'}",3
283,GeoIP-GeoLite-data: 应用库,"{'GeoIP-GeoLite-data': '库', 'GeoIP-GeoLite-data-extra': '库'}",2
284,geoipupdate: 应用工具,{'geoipupdate': '工具'},1
285,geolite2: 应用工具,"{'geolite2-city': '库', 'geolite2-country': '库'}",2
286,geronimo-parent-poms: 应用库,{'geronimo-parent-poms': '库'},1
287,gettext: 核心工具,"{'gettext': '核心工具', 'gettext-libs': '核心库'}",2
288,ghc-srpm-macros: 系统库,{'ghc-srpm-macros': '库'},1
289,ghostscript: 应用工具,"{'ghostscript': '工具', 'ghostscript-tools-dvipdf': '应用工具', 'ghostscript-tools-fonts': '工具', 'ghostscript-tools-printing': '应用工具', 'ghostscript-x11': '工具', 'libgs': '应用工具'}",6
290,gimp: 应用工具/桌面,"{'gimp': '应用工具/桌面', 'gimp-devel-tools': '应用工具/桌面', 'gimp-libs': '应用库/桌面'}",3
291,git: 应用工具,"{'git': '工具', 'git-all': '工具', 'git-core': '应用工具', 'git-credential-libsecret': '应用工具', 'git-daemon': '服务', 'git-email': '工具', 'git-gui': '工具', 'git-instaweb': '工具', 'gitk': '工具', 'git-subtree': '应用工具', 'git-svn': '应用工具', 'gitweb': '应用工具', 'perl-Git': '应用工具', 'perl-Git-SVN': '应用工具'}",14
292,glassfish-legal: 应用库,{'glassfish-legal': '库'},1
293,glassfish-master-pom: 应用库,{'glassfish-master-pom': '库'},1
294,glibc: 核心库,"{'compat-libpthread-nonshared': '核心库', 'glibc': '核心库', 'glibc-common': '库', 'glibc-gconv-extra': '库', 'glibc-headers': '库', 'glibc-locale-source': '库', 'glibc-static': '核心库', 'glibc-utils': '工具', 'libnsl': '核心库', 'nscd': '服务', 'nss_db': '核心库', 'nss_hesiod': '核心库'}",12
295,glib-networking: 应用库,{'glib-networking': '库'},1
296,gl-manpages: 应用库,{'gl-manpages': '库'},1
297,glusterfs: 应用服务,"{'glusterfs': '应用服务', 'glusterfs-api': '库', 'glusterfs-cli': '工具', 'glusterfs-client-xlators': '工具', 'glusterfs-fuse': '服务', 'glusterfs-libs': '库', 'glusterfs-rdma': '库'}",7
298,gnome-abrt: 应用服务/桌面,{'gnome-abrt': '工具'},1
299,gnome-autoar: 应用服务/桌面,{'gnome-autoar': '库'},1
300,gnome-bluetooth: 应用服务/桌面,"{'gnome-bluetooth': '应用服务/桌面', 'gnome-bluetooth-libs': '库'}",2
301,gnome-boxes: 应用服务/桌面,{'gnome-boxes': '工具'},1
302,gnome-calculator: 应用服务/桌面,{'gnome-calculator': '工具'},1
303,gnome-characters: 应用服务/桌面,{'gnome-characters': '库'},1
304,gnome-color-manager: 应用服务/桌面,{'gnome-color-manager': '工具'},1
305,gnome-common: 应用服务/桌面,{'gnome-common': '工具'},1
306,gnome-disk-utility: 应用服务/桌面,{'gnome-disk-utility': '工具'},1
307,gnome-keyring: 应用服务/桌面,"{'gnome-keyring': '应用服务/桌面', 'gnome-keyring-pam': '工具'}",2
308,gnome-menus: 应用服务/桌面,{'gnome-menus': '工具'},1
309,gnome-online-accounts: 应用服务/桌面,{'gnome-online-accounts': '工具'},1
310,gnome-screenshot: 应用服务/桌面,{'gnome-screenshot': '工具'},1
311,gnome-system-monitor: 应用服务/桌面,{'gnome-system-monitor': '工具'},1
312,gnome-terminal: 应用服务/桌面,"{'gnome-terminal': '应用服务/桌面', 'gnome-terminal-nautilus': '工具'}",2
313,gnome-video-effects: 应用服务/桌面,{'gnome-video-effects': '工具'},1
314,gnupg2: 系统工具,"{'gnupg2': '工具', 'gnupg2-smime': '工具'}",2
315,gnuplot: 应用工具,"{'gnuplot': '工具', 'gnuplot-common': '应用工具'}",2
316,gnutls: 核心库,"{'gnutls': '核心库', 'gnutls-c++': '核心库', 'gnutls-dane': '核心库', 'gnutls-utils': '工具'}",4
317,golang: 应用库/编程语言,"{'golang': '应用工具/编程语言', 'golang-bin': '工具', 'golang-docs': '应用库/编程语言', 'golang-misc': '应用库/编程语言', 'golang-race': '应用库/编程语言', 'golang-src': '应用库/编程语言'}",6
318,golang-dbus: 应用库/编程语言,{'golang-dbus': '库'},1
319,google-guice: 应用库,"{'google-guice': '库', 'google-guice-javadoc': '应用库', 'guice-assistedinject': '应用库', 'guice-bom': '应用库', 'guice-extensions': '库', 'guice-grapher': '应用库', 'guice-jmx': '应用库', 'guice-jndi': '应用库', 'guice-multibindings': '应用库', 'guice-parent': '应用库', 'guice-servlet': '应用库', 'guice-testlib': '应用库', 'guice-throwingproviders': '应用库'}",13
320,gpm: 应用库,"{'gpm': '工具', 'gpm-libs': '应用库'}",2
321,grafana-pcp: 应用服务,{'grafana-pcp': '服务'},1
322,graphviz: 应用工具,"{'graphviz': '工具', 'graphviz-gd': '工具', 'graphviz-python3': '库'}",3
323,greenboot: 系统工具,"{'greenboot': '服务', 'greenboot-default-health-checks': '服务'}",2
324,grilo-plugins: 应用库,{'grilo-plugins': '库'},1
325,grub2: 核心工具,"{'grub2-common': '核心工具', 'grub2-efi-aa64-modules': '工具', 'grub2-efi-ia32': '核心工具', 'grub2-efi-ia32-cdboot': '工具', 'grub2-efi-ia32-modules': '核心库', 'grub2-efi-x64': '核心工具', 'grub2-efi-x64-cdboot': '工具', 'grub2-efi-x64-modules': '工具', 'grub2-pc': '核心工具', 'grub2-pc-modules': '工具', 'grub2-tools': '核心工具', 'grub2-tools-efi': '核心工具', 'grub2-tools-extra': '核心工具', 'grub2-tools-minimal': '核心工具'}",14
326,gsettings-desktop-schemas: 应用工具/桌面,{'gsettings-desktop-schemas': '工具'},1
327,gsl: 应用库,{'gsl': '库'},1
328,gssntlmssp: 应用库,{'gssntlmssp': '库'},1
329,gssproxy: 应用库,{'gssproxy': '服务'},1
330,gstreamer: 应用库,"{'gstreamer': '应用库', 'gstreamer-tools': '应用工具'}",2
331,gstreamer1-plugins-good: 应用库,"{'gstreamer1-plugins-good': '应用库', 'gstreamer1-plugins-good-gtk': '库'}",2
332,gtk2: 应用库,"{'gtk2': '应用库', 'gtk2-devel-docs': '库', 'gtk2-immodules': '库', 'gtk2-immodule-xim': '应用库'}",4
333,gtksourceview3: 应用工具,{'gtksourceview3': '库'},1
334,guile: 系统库,{'guile': '库'},1
335,gutenprint: 应用库,"{'gutenprint': '应用库', 'gutenprint-cups': '服务', 'gutenprint-libs': '应用库', 'gutenprint-libs-ui': '应用库', 'gutenprint-plugin': '应用库'}",5
336,gvfs: 系统工具,"{'gvfs': '服务', 'gvfs-afc': '服务', 'gvfs-afp': '系统工具', 'gvfs-archive': '系统工具', 'gvfs-client': '系统工具', 'gvfs-fuse': '系统工具', 'gvfs-goa': '系统工具', 'gvfs-gphoto2': '服务', 'gvfs-mtp': '服务', 'gvfs-smb': '系统工具'}",10
337,haproxy: 系统工具,{'haproxy': '服务'},1
338,hardlink: 系统工具,{'hardlink': '工具'},1
339,hawtjni: 应用库,"{'hawtjni-runtime': '应用库', 'hawtjni': '库', 'hawtjni-javadoc': '应用库', 'maven-hawtjni-plugin': '库'}",4
340,HdrHistogram: 应用库,"{'HdrHistogram': '库', 'HdrHistogram-javadoc': '应用库'}",2
341,helm: 应用服务/云原生,"{'helm': '应用服务/云原生', 'helm-bash-completion': '工具', 'helm-fish-completion': '工具', 'helm-zsh-completion': '工具'}",4
342,hivex: 应用库,"{'hivex': '工具', 'ocaml-hivex': '库', 'perl-hivex': '应用库', 'python3-hivex': '应用库', 'ruby-hivex': '应用库'}",5
343,hplip: 应用工具,"{'hplip': '工具', 'hplip-common': '工具', 'hplip-gui': '工具', 'hplip-libs': '库', 'libsane-hpaio': '库'}",5
344,hspell: 应用工具,"{'hspell': '工具', 'hunspell-he': '应用工具'}",2
345,httpcomponents-client: 应用库,"{'httpcomponents-client': '库', 'httpcomponents-client-cache': '库', 'httpcomponents-client-javadoc': '应用库'}",3
346,httpcomponents-project: 应用库,{'httpcomponents-project': '库'},1
347,httpd: 应用服务,"{'httpd': '服务', 'httpd-filesystem': '服务', 'httpd-manual': '应用服务', 'httpd-tools': '工具', 'mod_ldap': '服务', 'mod_proxy_html': '应用服务', 'mod_session': '应用服务', 'mod_ssl': '服务'}",8
348,hunspell-be: 应用工具,"{'hunspell-be': '应用工具', 'hyphen-be': '工具'}",2
349,hunspell-et: 应用工具,"{'hunspell-et': '应用工具', 'hyphen-et': '工具'}",2
350,hunspell-hr: 应用工具,"{'hunspell-hr': '应用工具', 'hyphen-hr': '工具'}",2
351,hunspell-lb: 应用工具,"{'hunspell-lb': '应用工具', 'mythes-lb': '工具'}",2
352,hunspell-no: 应用工具,"{'hunspell-nb': '应用工具', 'hunspell-nn': '应用工具', 'hyphen-nb': '工具', 'hyphen-nn': '工具', 'mythes-nb': '工具', 'mythes-nn': '工具'}",6
353,hunspell-sr: 应用工具,"{'hunspell-sr': '应用工具', 'hyphen-sr': '工具'}",2
354,hwloc: 应用库,"{'compat-hwloc1': '应用库', 'hwloc': '工具', 'hwloc-gui': '工具', 'hwloc-libs': '应用库', 'hwloc-plugins': '应用库'}",5
355,hyperv-daemons: 系统服务,"{'hyperv-daemons': '系统服务', 'hyperv-daemons-license': '系统服务', 'hypervfcopyd': '系统服务', 'hypervkvpd': '系统服务', 'hyperv-tools': '系统工具', 'hypervvssd': '系统服务'}",6
356,i2c-tools: 应用工具,"{'i2c-tools': '工具', 'i2c-tools-perl': '工具', 'libi2c': '应用库'}",3
357,ibus: 应用工具/桌面,"{'ibus': '工具', 'ibus-devel-docs': '库', 'ibus-gtk2': '应用库/桌面', 'ibus-gtk3': '应用库/桌面', 'ibus-libs': '应用库/桌面', 'ibus-setup': '应用工具/桌面', 'ibus-wayland': '工具'}",7
358,ibus-libpinyin: 应用工具/桌面,{'ibus-libpinyin': '工具'},1
359,ibus-table: 应用工具/桌面,{'ibus-table': '工具'},1
360,icedtea-web: 应用库,"{'icedtea-web': '库', 'icedtea-web-javadoc': '应用库'}",2
361,icoutils: 应用工具,{'icoutils': '工具'},1
362,iio-sensor-proxy: 应用工具,{'iio-sensor-proxy': '服务'},1
363,imsettings: 应用工具,"{'imsettings': '工具', 'imsettings-gsettings': '工具', 'imsettings-libs': '库', 'imsettings-qt': '应用工具', 'imsettings-xim': '工具'}",5
364,iniparser: 应用工具,{'iniparser': '库'},1
365,initial-setup: 应用工具,"{'initial-setup': '工具', 'initial-setup-gui': '工具'}",2
366,initscripts: 系统服务,"{'initscripts': '服务', 'netconsole-service': '服务', 'network-scripts': '服务', 'readonly-root': '系统服务'}",4
367,inkscape: 应用工具/桌面,"{'inkscape': '应用工具/桌面', 'inkscape-docs': '工具', 'inkscape-view': '工具'}",3
368,ipa: 系统服务,"{'ipa-client': '系统工具', 'ipa-client-common': '工具', 'ipa-client-epn': '工具', 'ipa-client-samba': '工具', 'ipa-common': '工具', 'ipa-python-compat': '系统库', 'ipa-selinux': '工具', 'python3-ipaclient': '库', 'python3-ipalib': '库', 'ipa-server': '系统服务', 'ipa-server-common': '系统服务', 'ipa-server-dns': '系统服务', 'ipa-server-trust-ad': '服务', 'python3-ipaserver': '系统服务', 'python3-ipatests': '系统工具'}",15
369,ipa-healthcheck: 系统工具,"{'ipa-healthcheck-core': '工具', 'ipa-healthcheck': '工具'}",2
370,ipcalc: 应用工具,{'ipcalc': '工具'},1
371,ipmitool: 系统工具,"{'exchange-bmc-os-info': '工具', 'ipmievd': '系统工具', 'ipmitool': '系统工具'}",3
372,ipset: 系统工具,"{'ipset': '系统工具', 'ipset-libs': '库', 'ipset-service': '服务'}",3
373,iptables: 系统工具,"{'iptables': '工具', 'iptables-arptables': '工具', 'iptables-ebtables': '工具', 'iptables-libs': '系统库', 'iptables-services': '系统服务', 'iptables-utils': '工具'}",6
374,iptstate: 系统工具,{'iptstate': '工具'},1
375,iscsi-initiator-utils: 系统服务,"{'iscsi-initiator-utils': '系统服务', 'iscsi-initiator-utils-iscsiuio': '系统服务', 'python3-iscsi-initiator-utils': '库'}",3
376,istack-commons: 应用库,"{'istack-commons': '库', 'istack-commons-runtime': '应用库', 'istack-commons-tools': '应用库'}",3
377,itstool: 应用工具,{'itstool': '工具'},1
378,iw: 应用工具,{'iw': '工具'},1
379,jack-audio-connection-kit: 应用库,"{'jack-audio-connection-kit': '应用库', 'jack-audio-connection-kit-dbus': '应用库', 'jack-audio-connection-kit-example-clients': '工具'}",3
380,jakarta-commons-httpclient: 应用库,"{'jakarta-commons-httpclient': '库', 'jakarta-commons-httpclient-javadoc': '应用库', 'jakarta-commons-httpclient-manual': '应用库'}",3
381,java-1.8.0-alibaba-dragonwell: 应用库/编程语言,"{'java-1.8.0-alibaba-dragonwell': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-demo-fastdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-demo-slowdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-devel-fastdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-devel-slowdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-fastdebug': '工具', 'java-1.8.0-alibaba-dragonwell-headless': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-headless-fastdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-headless-slowdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-javadoc': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-javadoc-zip': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-slowdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-src': '工具', 'java-1.8.0-alibaba-dragonwell-src-fastdebug': '应用库/编程语言', 'java-1.8.0-alibaba-dragonwell-src-slowdebug': '工具'}",15
382,java-1.8.0-openjdk: 应用库/编程语言,"{'java-1.8.0-openjdk': '应用库/编程语言', 'java-1.8.0-openjdk-accessibility': '应用库/编程语言', 'java-1.8.0-openjdk-accessibility-slowdebug': '应用库/编程语言', 'java-1.8.0-openjdk-demo-slowdebug': '应用库/编程语言', 'java-1.8.0-openjdk-devel-slowdebug': '应用库/编程语言', 'java-1.8.0-openjdk-headless': '应用库/编程语言', 'java-1.8.0-openjdk-headless-slowdebug': '工具', 'java-1.8.0-openjdk-javadoc': '库', 'java-1.8.0-openjdk-javadoc-zip': '库', 'java-1.8.0-openjdk-slowdebug': '应用库/编程语言', 'java-1.8.0-openjdk-src': '应用库/编程语言', 'java-1.8.0-openjdk-src-slowdebug': '应用库/编程语言', 'java-1.8.0-openjdk-accessibility-fastdebug': '应用库/编程语言', 'java-1.8.0-openjdk-demo-fastdebug': '应用库/编程语言', 'java-1.8.0-openjdk-devel-fastdebug': '库', 'java-1.8.0-openjdk-fastdebug': '应用库/编程语言', 'java-1.8.0-openjdk-headless-fastdebug': '应用库/编程语言', 'java-1.8.0-openjdk-src-fastdebug': '应用库/编程语言'}",18
383,java-11-alibaba-dragonwell: 应用库/编程语言,"{'java-11-alibaba-dragonwell': '应用库/编程语言', 'java-11-alibaba-dragonwell-demo-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-demo-slowdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-devel-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-devel-slowdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-headless': '应用库/编程语言', 'java-11-alibaba-dragonwell-headless-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-headless-slowdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-javadoc': '应用库/编程语言', 'java-11-alibaba-dragonwell-javadoc-zip': '应用库/编程语言', 'java-11-alibaba-dragonwell-jmods': '工具', 'java-11-alibaba-dragonwell-jmods-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-jmods-slowdebug': '工具', 'java-11-alibaba-dragonwell-slowdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-src': '工具', 'java-11-alibaba-dragonwell-src-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-src-slowdebug': '工具', 'java-11-alibaba-dragonwell-static-libs': '库', 'java-11-alibaba-dragonwell-static-libs-fastdebug': '应用库/编程语言', 'java-11-alibaba-dragonwell-static-libs-slowdebug': '库'}",21
