,src,bin,num_of_bin
483,gnome-settings-daemon: 应用服务/桌面,{'gnome-settings-daemon': '应用服务/桌面'},1
484,gnome-shell: 应用服务/桌面,{'gnome-shell': '应用服务/桌面'},1
485,gnome-shell-extensions: 应用服务/桌面,"{'gnome-classic-session': '应用服务/桌面', 'gnome-shell-extension-apps-menu': '应用服务/桌面', 'gnome-shell-extension-auto-move-windows': '应用服务/桌面', 'gnome-shell-extension-classification-banner': '应用服务/桌面', 'gnome-shell-extension-common': '应用服务/桌面', 'gnome-shell-extension-dash-to-dock': '应用服务/桌面', 'gnome-shell-extension-dash-to-panel': '应用服务/桌面', 'gnome-shell-extension-desktop-icons': '应用服务/桌面', 'gnome-shell-extension-disable-screenshield': '应用服务/桌面', 'gnome-shell-extension-drive-menu': '应用服务/桌面', 'gnome-shell-extension-gesture-inhibitor': '应用服务/桌面', 'gnome-shell-extension-heads-up-display': '应用服务/桌面', 'gnome-shell-extension-horizontal-workspaces': '应用服务/桌面', 'gnome-shell-extension-launch-new-instance': '应用服务/桌面', 'gnome-shell-extension-native-window-placement': '应用服务/桌面', 'gnome-shell-extension-no-hot-corner': '应用服务/桌面', 'gnome-shell-extension-panel-favorites': '应用服务/桌面', 'gnome-shell-extension-places-menu': '应用服务/桌面', 'gnome-shell-extension-screenshot-window-sizer': '应用服务/桌面', 'gnome-shell-extension-systemMonitor': '应用服务/桌面', 'gnome-shell-extension-top-icons': '应用服务/桌面', 'gnome-shell-extension-updates-dialog': '应用服务/桌面', 'gnome-shell-extension-user-theme': '应用服务/桌面', 'gnome-shell-extension-window-grouper': '应用服务/桌面', 'gnome-shell-extension-window-list': '应用服务/桌面', 'gnome-shell-extension-windowsNavigator': '应用服务/桌面', 'gnome-shell-extension-workspace-indicator': '应用服务/桌面'}",27
486,gnome-software: 应用服务/桌面,{'gnome-software': '应用服务/桌面'},1
487,gnome-system-monitor: 应用服务/桌面,{'gnome-system-monitor': '应用服务/桌面'},1
488,gnome-terminal: 应用服务/桌面,"{'gnome-terminal': '应用服务/桌面', 'gnome-terminal-nautilus': '应用服务/桌面'}",2
489,gnome-themes-standard: 应用服务/桌面,"{'adwaita-gtk2-theme': '应用服务/桌面', 'gnome-themes-standard': '应用服务/桌面'}",2
490,gnome-tweaks: 应用服务/桌面,{'gnome-tweaks': '应用服务/桌面'},1
491,gnome-user-docs: 应用服务/桌面,{'gnome-user-docs': '应用服务/桌面'},1
492,gnome-video-effects: 应用服务/桌面,{'gnome-video-effects': '应用服务/桌面'},1
493,gnu-efi: 系统库,{'gnu-efi': '系统库'},1
494,gnu-free-fonts: 字体,"{'gnu-free-fonts-common': '字体', 'gnu-free-mono-fonts': '字体', 'gnu-free-sans-fonts': '字体', 'gnu-free-serif-fonts': '字体'}",4
495,gnupg2: 系统工具,"{'gnupg2': '系统工具', 'gnupg2-smime': '系统工具'}",2
496,gnuplot: 应用工具,"{'gnuplot': '应用工具', 'gnuplot-common': '应用工具'}",2
497,gobject-introspection: 系统库,{'gobject-introspection': '系统库'},1
498,go-compilers: 应用库/编程语言,{'go-compilers-golang-compiler': '应用库/编程语言'},1
499,go-gir-generator: 应用库/编程语言,{'go-gir-generator': '应用库/编程语言'},1
500,golang-dbus: 应用库/编程语言,{'golang-dbus': '应用库/编程语言'},1
501,golang-github-lofanmi-pinyin: 应用库/编程语言,{'golang-github-lofanmi-pinyin': '应用库/编程语言'},1
502,golang-github-mozillazg-pinyin: 应用库/编程语言,{'golang-github-mozillazg-pinyin': '应用库/编程语言'},1
503,gom: 应用库,{'gom': '应用库'},1
504,google-api-python-client: 应用库,{'python3-google-api-client': '应用库'},1
505,google-crosextra-caladea-fonts: 字体,{'google-crosextra-caladea-fonts': '字体'},1
506,google-crosextra-carlito-fonts: 字体,{'google-crosextra-carlito-fonts': '字体'},1
507,google-droid-fonts: 字体,"{'google-droid-kufi-fonts': '字体', 'google-droid-sans-fonts': '字体', 'google-droid-sans-mono-fonts': '字体', 'google-droid-serif-fonts': '字体'}",4
508,google-gson: 字体,{'google-gson': '字体'},1
509,google-guice: 应用库,"{'google-guice': '应用库', 'google-guice-javadoc': '应用库', 'guice-assistedinject': '应用库', 'guice-bom': '应用库', 'guice-extensions': '应用库', 'guice-grapher': '应用库', 'guice-jmx': '应用库', 'guice-jndi': '应用库', 'guice-multibindings': '应用库', 'guice-parent': '应用库', 'guice-servlet': '应用库', 'guice-testlib': '应用库', 'guice-throwingproviders': '应用库'}",13
510,google-noto-cjk-fonts: 字体,"{'google-noto-cjk-fonts-common': '字体', 'google-noto-sans-cjk-jp-fonts': '字体', 'google-noto-sans-cjk-ttc-fonts': '字体', 'google-noto-serif-cjk-ttc-fonts': '字体'}",4
511,google-noto-emoji-fonts: 字体,"{'google-noto-emoji-color-fonts': '字体', 'google-noto-emoji-fonts': '字体'}",2
512,google-noto-fonts: 字体,"{'google-noto-fonts-common': '字体', 'google-noto-kufi-arabic-fonts': '字体', 'google-noto-mono-fonts': '字体', 'google-noto-naskh-arabic-fonts': '字体', 'google-noto-naskh-arabic-ui-fonts': '字体', 'google-noto-nastaliq-urdu-fonts': '字体', 'google-noto-sans-armenian-fonts': '字体', 'google-noto-sans-avestan-fonts': '字体', 'google-noto-sans-balinese-fonts': '字体', 'google-noto-sans-bamum-fonts': '字体', 'google-noto-sans-batak-fonts': '字体', 'google-noto-sans-bengali-fonts': '字体', 'google-noto-sans-bengali-ui-fonts': '字体', 'google-noto-sans-brahmi-fonts': '字体', 'google-noto-sans-buginese-fonts': '字体', 'google-noto-sans-buhid-fonts': '字体', 'google-noto-sans-canadian-aboriginal-fonts': '字体', 'google-noto-sans-carian-fonts': '字体', 'google-noto-sans-cham-fonts': '字体', 'google-noto-sans-cherokee-fonts': '字体', 'google-noto-sans-coptic-fonts': '字体', 'google-noto-sans-cuneiform-fonts': '字体', 'google-noto-sans-cypriot-fonts': '字体', 'google-noto-sans-deseret-fonts': '字体', 'google-noto-sans-devanagari-fonts': '字体', 'google-noto-sans-devanagari-ui-fonts': '字体', 'google-noto-sans-egyptian-hieroglyphs-fonts': '字体', 'google-noto-sans-ethiopic-fonts': '字体', 'google-noto-sans-fonts': '字体', 'google-noto-sans-georgian-fonts': '字体', 'google-noto-sans-glagolitic-fonts': '字体', 'google-noto-sans-gothic-fonts': '字体', 'google-noto-sans-gujarati-fonts': '字体', 'google-noto-sans-gujarati-ui-fonts': '字体', 'google-noto-sans-gurmukhi-fonts': '字体', 'google-noto-sans-gurmukhi-ui-fonts': '字体', 'google-noto-sans-hanunoo-fonts': '字体', 'google-noto-sans-hebrew-fonts': '字体', 'google-noto-sans-imperial-aramaic-fonts': '字体', 'google-noto-sans-inscriptional-pahlavi-fonts': '字体', 'google-noto-sans-inscriptional-parthian-fonts': '字体', 'google-noto-sans-javanese-fonts': '字体', 'google-noto-sans-kaithi-fonts': '字体', 'google-noto-sans-kannada-fonts': '字体', 'google-noto-sans-kannada-ui-fonts': '字体', 'google-noto-sans-kayah-li-fonts': '字体', 'google-noto-sans-kharoshthi-fonts': '字体', 'google-noto-sans-khmer-fonts': '字体', 'google-noto-sans-khmer-ui-fonts': '字体', 'google-noto-sans-lao-fonts': '字体', 'google-noto-sans-lao-ui-fonts': '字体', 'google-noto-sans-lepcha-fonts': '字体', 'google-noto-sans-limbu-fonts': '字体', 'google-noto-sans-linear-b-fonts': '字体', 'google-noto-sans-lisu-fonts': '字体', 'google-noto-sans-lycian-fonts': '字体', 'google-noto-sans-lydian-fonts': '字体', 'google-noto-sans-malayalam-fonts': '字体', 'google-noto-sans-malayalam-ui-fonts': '字体', 'google-noto-sans-mandaic-fonts': '字体', 'google-noto-sans-meetei-mayek-fonts': '字体', 'google-noto-sans-mongolian-fonts': '字体', 'google-noto-sans-myanmar-fonts': '字体', 'google-noto-sans-myanmar-ui-fonts': '字体', 'google-noto-sans-new-tai-lue-fonts': '字体', 'google-noto-sans-nko-fonts': '字体', 'google-noto-sans-ogham-fonts': '字体', 'google-noto-sans-ol-chiki-fonts': '字体', 'google-noto-sans-old-italic-fonts': '字体', 'google-noto-sans-old-persian-fonts': '字体', 'google-noto-sans-old-south-arabian-fonts': '字体', 'google-noto-sans-old-turkic-fonts': '字体', 'google-noto-sans-oriya-fonts': '字体', 'google-noto-sans-oriya-ui-fonts': '字体', 'google-noto-sans-osmanya-fonts': '字体', 'google-noto-sans-phags-pa-fonts': '字体', 'google-noto-sans-phoenician-fonts': '字体', 'google-noto-sans-rejang-fonts': '字体', 'google-noto-sans-runic-fonts': '字体', 'google-noto-sans-samaritan-fonts': '字体', 'google-noto-sans-saurashtra-fonts': '字体', 'google-noto-sans-shavian-fonts': '字体', 'google-noto-sans-sinhala-fonts': '字体', 'google-noto-sans-sundanese-fonts': '字体', 'google-noto-sans-syloti-nagri-fonts': '字体', 'google-noto-sans-symbols-fonts': '字体', 'google-noto-sans-syriac-eastern-fonts': '字体', 'google-noto-sans-syriac-estrangela-fonts': '字体', 'google-noto-sans-syriac-western-fonts': '字体', 'google-noto-sans-tagalog-fonts': '字体', 'google-noto-sans-tagbanwa-fonts': '字体', 'google-noto-sans-tai-le-fonts': '字体', 'google-noto-sans-tai-tham-fonts': '字体', 'google-noto-sans-tai-viet-fonts': '字体', 'google-noto-sans-tamil-fonts': '字体', 'google-noto-sans-tamil-ui-fonts': '字体', 'google-noto-sans-telugu-fonts': '字体', 'google-noto-sans-telugu-ui-fonts': '字体', 'google-noto-sans-thaana-fonts': '字体', 'google-noto-sans-thai-fonts': '字体', 'google-noto-sans-thai-ui-fonts': '字体', 'google-noto-sans-tibetan-fonts': '字体', 'google-noto-sans-tifinagh-fonts': '字体', 'google-noto-sans-ugaritic-fonts': '字体', 'google-noto-sans-ui-fonts': '字体', 'google-noto-sans-vai-fonts': '字体', 'google-noto-sans-yi-fonts': '字体', 'google-noto-serif-armenian-fonts': '字体', 'google-noto-serif-bengali-fonts': '字体', 'google-noto-serif-devanagari-fonts': '字体', 'google-noto-serif-fonts': '字体', 'google-noto-serif-georgian-fonts': '字体', 'google-noto-serif-gujarati-fonts': '字体', 'google-noto-serif-kannada-fonts': '字体', 'google-noto-serif-khmer-fonts': '字体', 'google-noto-serif-lao-fonts': '字体', 'google-noto-serif-malayalam-fonts': '字体', 'google-noto-serif-tamil-fonts': '字体', 'google-noto-serif-telugu-fonts': '字体', 'google-noto-serif-thai-fonts': '字体'}",120
513,google-roboto-slab-fonts: 字体,{'google-roboto-slab-fonts': '字体'},1
514,go-srpm-macros: 系统库,{'go-srpm-macros': '系统库'},1
515,go-toolset: 应用工具,{'go-toolset': '应用工具'},1
516,gpac: 应用库,"{'gpac': '应用库', 'gpac-libs': '应用库', 'gpac-static': '应用库'}",3
517,gperf: 核心工具,{'gperf': '核心工具'},1
518,gpgme: 系统库,"{'gpgme': '系统库', 'gpgmepp': '系统库', 'python3-gpg': '系统库', 'qgpgme': '系统库'}",4
519,gpm: 应用库,"{'gpm': '应用库', 'gpm-libs': '应用库'}",2
520,grafana: 应用服务,{'grafana': '应用服务'},1
521,grafana-pcp: 应用服务,{'grafana-pcp': '应用服务'},1
522,graphite2: 应用库,{'graphite2': '应用库'},1
523,greenboot: 系统工具,"{'greenboot': '系统工具', 'greenboot-default-health-checks': '系统工具'}",2
524,grep: 核心工具,{'grep': '核心工具'},1
525,grilo: 应用库,{'grilo': '应用库'},1
526,grilo-plugins: 应用库,{'grilo-plugins': '应用库'},1
527,groff: 核心工具,"{'groff': '核心工具', 'groff-base': '核心工具'}",2
528,grubby: 系统工具,{'grubby': '系统工具'},1
529,gsettings-desktop-schemas: 应用工具/桌面,{'gsettings-desktop-schemas': '应用工具/桌面'},1
530,gsettings-qt: 应用库/桌面,{'gsettings-qt': '应用库/桌面'},1
531,gsl: 应用库,{'gsl': '应用库'},1
532,gsm: 应用库,{'gsm': '应用库'},1
533,gsound: 应用库,{'gsound': '应用库'},1
534,gspell: 应用库,{'gspell': '应用库'},1
535,gssdp: 应用服务,"{'gssdp': '应用服务', 'gssdp-docs': '应用服务'}",2
536,gssntlmssp: 应用库,{'gssntlmssp': '应用库'},1
537,gssproxy: 应用库,{'gssproxy': '应用库'},1
538,gstreamer1: 应用库,{'gstreamer1': '应用库'},1
539,gstreamer1-plugins-bad-free: 应用库,{'gstreamer1-plugins-bad-free': '应用库'},1
540,gstreamer1-plugins-base: 应用库,{'gstreamer1-plugins-base': '应用库'},1
541,gstreamer1-plugins-good: 应用库,"{'gstreamer1-plugins-good': '应用库', 'gstreamer1-plugins-good-gtk': '应用库'}",2
542,gstreamer1-plugins-ugly-free: 应用库,{'gstreamer1-plugins-ugly-free': '应用库'},1
543,gtest: 应用库,"{'gmock': '应用库', 'gtest': '应用库'}",2
544,gtk2: 应用库,"{'gtk2': '应用库', 'gtk2-devel-docs': '应用库', 'gtk2-immodules': '应用库', 'gtk2-immodule-xim': '应用库'}",4
545,gtk3: 应用库,"{'gtk3': '应用库', 'gtk3-immodule-xim': '应用库', 'gtk-update-icon-cache': '应用库'}",3
546,gtkmm24: 应用库,"{'gtkmm24': '应用库', 'gtkmm24-docs': '应用库'}",2
547,gtkmm30: 应用库,{'gtkmm30': '应用库'},1
548,gtksourceview3: 应用工具,{'gtksourceview3': '应用工具'},1
549,gtkspell: 应用工具,{'gtkspell': '应用工具'},1
550,gtkspell3: 应用工具,{'gtkspell3': '应用工具'},1
551,gtk-vnc: 应用工具,"{'gtk-vnc2': '应用工具', 'gvnc': '应用工具'}",2
552,guava: 应用库,{'guava': '应用库'},1
553,guava20: 应用库,"{'guava20': '应用库', 'guava20-javadoc': '应用库', 'guava20-testlib': '应用库'}",3
554,gubbi-fonts: 字体,{'gubbi-fonts': '字体'},1
555,guile: 系统库,{'guile': '系统库'},1
556,gupnp: 系统库,{'gupnp': '系统库'},1
557,gupnp-av: 系统库,{'gupnp-av': '系统库'},1
558,gupnp-dlna: 系统库,{'gupnp-dlna': '系统库'},1
559,gupnp-igd: 系统库,{'gupnp-igd': '系统库'},1
560,gutenprint: 应用库,"{'gutenprint': '应用库', 'gutenprint-cups': '应用库', 'gutenprint-libs': '应用库', 'gutenprint-libs-ui': '应用库', 'gutenprint-plugin': '应用库'}",5
561,gvfs: 系统工具,"{'gvfs': '系统工具', 'gvfs-afc': '系统工具', 'gvfs-afp': '系统工具', 'gvfs-archive': '系统工具', 'gvfs-client': '系统工具', 'gvfs-fuse': '系统工具', 'gvfs-goa': '系统工具', 'gvfs-gphoto2': '系统工具', 'gvfs-mtp': '系统工具', 'gvfs-smb': '系统工具'}",10
562,gzip: 核心工具,{'gzip': '核心工具'},1
563,hamcrest: 应用库,"{'hamcrest': '应用库', 'hamcrest-core': '应用库', 'hamcrest-javadoc': '应用库'}",3
564,haproxy: 系统工具,{'haproxy': '系统工具'},1
565,hardlink: 系统工具,{'hardlink': '系统工具'},1
566,harfbuzz: 应用库,"{'harfbuzz': '应用库', 'harfbuzz-icu': '应用库'}",2
567,hawtjni: 应用库,"{'hawtjni-runtime': '应用库', 'hawtjni': '应用库', 'hawtjni-javadoc': '应用库', 'maven-hawtjni-plugin': '应用库'}",4
568,hdparm: 应用工具,{'hdparm': '应用工具'},1
569,HdrHistogram: 应用库,"{'HdrHistogram': '应用库', 'HdrHistogram-javadoc': '应用库'}",2
570,HdrHistogram_c: 应用库,{'HdrHistogram_c': '应用库'},1
571,helm: 应用服务/云原生,"{'helm': '应用服务/云原生', 'helm-bash-completion': '应用服务/云原生', 'helm-fish-completion': '应用服务/云原生', 'helm-zsh-completion': '应用服务/云原生'}",4
572,help2man: 应用工具,{'help2man': '应用工具'},1
573,hesiod: 应用库,{'hesiod': '应用库'},1
574,hexchat: 应用工具,{'hexchat': '应用工具'},1
575,hexedit: 应用工具,{'hexedit': '应用工具'},1
576,hicolor-icon-theme: 应用工具/桌面,{'hicolor-icon-theme': '应用工具/桌面'},1
577,highlight: 应用工具,"{'highlight': '应用工具', 'highlight-gui': '应用工具'}",2
578,hivex: 应用库,"{'hivex': '应用库', 'ocaml-hivex': '应用库', 'perl-hivex': '应用库', 'python3-hivex': '应用库', 'ruby-hivex': '应用库'}",5
579,hostapd: 应用服务,{'hostapd': '应用服务'},1
580,hostname: 系统工具,{'hostname': '系统工具'},1
581,hspell: 应用工具,"{'hspell': '应用工具', 'hunspell-he': '应用工具'}",2
582,htmlcxx: 应用库,{'htmlcxx': '应用库'},1
583,httpcomponents-client: 应用库,"{'httpcomponents-client': '应用库', 'httpcomponents-client-cache': '应用库', 'httpcomponents-client-javadoc': '应用库'}",3
584,httpcomponents-core: 应用库,"{'httpcomponents-core': '应用库', 'httpcomponents-core-javadoc': '应用库'}",2
585,httpcomponents-project: 应用库,{'httpcomponents-project': '应用库'},1
586,httpd: 应用服务,"{'httpd': '应用服务', 'httpd-filesystem': '应用服务', 'httpd-manual': '应用服务', 'httpd-tools': '应用服务', 'mod_ldap': '应用服务', 'mod_proxy_html': '应用服务', 'mod_session': '应用服务', 'mod_ssl': '应用服务'}",8
587,http-parser: 应用库,{'http-parser': '应用库'},1
588,hunspell: 应用工具,{'hunspell': '应用工具'},1
589,hunspell-af: 应用工具,{'hunspell-af': '应用工具'},1
590,hunspell-ak: 应用工具,{'hunspell-ak': '应用工具'},1
591,hunspell-am: 应用工具,{'hunspell-am': '应用工具'},1
592,hunspell-ar: 应用工具,{'hunspell-ar': '应用工具'},1
593,hunspell-as: 应用工具,{'hunspell-as': '应用工具'},1
594,hunspell-ast: 应用工具,{'hunspell-ast': '应用工具'},1
595,hunspell-az: 应用工具,{'hunspell-az': '应用工具'},1
596,hunspell-be: 应用工具,"{'hunspell-be': '应用工具', 'hyphen-be': '应用工具'}",2
597,hunspell-ber: 应用工具,{'hunspell-ber': '应用工具'},1
598,hunspell-bg: 应用工具,{'hunspell-bg': '应用工具'},1
599,hunspell-bn: 应用工具,{'hunspell-bn': '应用工具'},1
600,hunspell-br: 应用工具,{'hunspell-br': '应用工具'},1
601,hunspell-ca: 应用工具,{'hunspell-ca': '应用工具'},1
602,hunspell-cop: 应用工具,{'hunspell-cop': '应用工具'},1
603,hunspell-csb: 应用工具,{'hunspell-csb': '应用工具'},1
604,hunspell-cv: 应用工具,{'hunspell-cv': '应用工具'},1
605,hunspell-cy: 应用工具,{'hunspell-cy': '应用工具'},1
606,hunspell-da: 应用工具,{'hunspell-da': '应用工具'},1
607,hunspell-de: 应用工具,{'hunspell-de': '应用工具'},1
608,hunspell-dsb: 应用工具,{'hunspell-dsb': '应用工具'},1
609,hunspell-el: 应用工具,{'hunspell-el': '应用工具'},1
610,hunspell-en: 应用工具,"{'hunspell-en': '应用工具', 'hunspell-en-GB': '应用工具', 'hunspell-en-US': '应用工具'}",3
611,hunspell-eo: 应用工具,{'hunspell-eo': '应用工具'},1
612,hunspell-es: 应用工具,"{'hunspell-es': '应用工具', 'hunspell-es-AR': '应用工具', 'hunspell-es-BO': '应用工具', 'hunspell-es-CL': '应用工具', 'hunspell-es-CO': '应用工具', 'hunspell-es-CR': '应用工具', 'hunspell-es-CU': '应用工具', 'hunspell-es-DO': '应用工具', 'hunspell-es-EC': '应用工具', 'hunspell-es-ES': '应用工具', 'hunspell-es-GT': '应用工具', 'hunspell-es-HN': '应用工具', 'hunspell-es-MX': '应用工具', 'hunspell-es-NI': '应用工具', 'hunspell-es-PA': '应用工具', 'hunspell-es-PE': '应用工具', 'hunspell-es-PR': '应用工具', 'hunspell-es-PY': '应用工具', 'hunspell-es-SV': '应用工具', 'hunspell-es-US': '应用工具', 'hunspell-es-UY': '应用工具', 'hunspell-es-VE': '应用工具'}",22
613,hunspell-et: 应用工具,"{'hunspell-et': '应用工具', 'hyphen-et': '应用工具'}",2
614,hunspell-eu: 应用工具,{'hunspell-eu': '应用工具'},1
615,hunspell-fa: 应用工具,{'hunspell-fa': '应用工具'},1
616,hunspell-fj: 应用工具,{'hunspell-fj': '应用工具'},1
617,hunspell-fo: 应用工具,{'hunspell-fo': '应用工具'},1
618,hunspell-fr: 应用工具,{'hunspell-fr': '应用工具'},1
619,hunspell-fur: 应用工具,{'hunspell-fur': '应用工具'},1
620,hunspell-fy: 应用工具,{'hunspell-fy': '应用工具'},1
621,hunspell-ga: 应用工具,{'hunspell-ga': '应用工具'},1
622,hunspell-gd: 应用工具,{'hunspell-gd': '应用工具'},1
623,hunspell-gl: 应用工具,{'hunspell-gl': '应用工具'},1
624,hunspell-grc: 应用工具,{'hunspell-grc': '应用工具'},1
625,hunspell-gu: 应用工具,{'hunspell-gu': '应用工具'},1
626,hunspell-gv: 应用工具,{'hunspell-gv': '应用工具'},1
627,hunspell-haw: 应用工具,{'hunspell-haw': '应用工具'},1
628,hunspell-hi: 应用工具,{'hunspell-hi': '应用工具'},1
629,hunspell-hil: 应用工具,{'hunspell-hil': '应用工具'},1
630,hunspell-hr: 应用工具,"{'hunspell-hr': '应用工具', 'hyphen-hr': '应用工具'}",2
631,hunspell-hsb: 应用工具,{'hunspell-hsb': '应用工具'},1
632,hunspell-ht: 应用工具,{'hunspell-ht': '应用工具'},1
633,hunspell-hu: 应用工具,{'hunspell-hu': '应用工具'},1
634,hunspell-hy: 应用工具,{'hunspell-hy': '应用工具'},1
635,hunspell-ia: 应用工具,{'hunspell-ia': '应用工具'},1
636,hunspell-id: 应用工具,{'hunspell-id': '应用工具'},1
637,hunspell-is: 应用工具,{'hunspell-is': '应用工具'},1
638,hunspell-it: 应用工具,{'hunspell-it': '应用工具'},1
639,hunspell-kk: 应用工具,{'hunspell-kk': '应用工具'},1
640,hunspell-km: 应用工具,{'hunspell-km': '应用工具'},1
641,hunspell-kn: 应用工具,{'hunspell-kn': '应用工具'},1
642,hunspell-ko: 应用工具,{'hunspell-ko': '应用工具'},1
643,hunspell-ku: 应用工具,{'hunspell-ku': '应用工具'},1
644,hunspell-ky: 应用工具,{'hunspell-ky': '应用工具'},1
645,hunspell-la: 应用工具,{'hunspell-la': '应用工具'},1
646,hunspell-lb: 应用工具,"{'hunspell-lb': '应用工具', 'mythes-lb': '应用工具'}",2
647,hunspell-ln: 应用工具,{'hunspell-ln': '应用工具'},1
648,hunspell-lt: 应用工具,{'hunspell-lt': '应用工具'},1
649,hunspell-mai: 应用工具,{'hunspell-mai': '应用工具'},1
650,hunspell-mg: 应用工具,{'hunspell-mg': '应用工具'},1
651,hunspell-mi: 应用工具,{'hunspell-mi': '应用工具'},1
652,hunspell-mk: 应用工具,{'hunspell-mk': '应用工具'},1
653,hunspell-ml: 应用工具,{'hunspell-ml': '应用工具'},1
654,hunspell-mn: 应用工具,{'hunspell-mn': '应用工具'},1
655,hunspell-mos: 应用工具,{'hunspell-mos': '应用工具'},1
656,hunspell-mr: 应用工具,{'hunspell-mr': '应用工具'},1
657,hunspell-ms: 应用工具,{'hunspell-ms': '应用工具'},1
658,hunspell-mt: 应用工具,{'hunspell-mt': '应用工具'},1
659,hunspell-nds: 应用工具,{'hunspell-nds': '应用工具'},1
660,hunspell-ne: 应用工具,{'hunspell-ne': '应用工具'},1
661,hunspell-nl: 应用工具,{'hunspell-nl': '应用工具'},1
662,hunspell-no: 应用工具,"{'hunspell-nb': '应用工具', 'hunspell-nn': '应用工具', 'hyphen-nb': '应用工具', 'hyphen-nn': '应用工具', 'mythes-nb': '应用工具', 'mythes-nn': '应用工具'}",6
663,hunspell-nr: 应用工具,{'hunspell-nr': '应用工具'},1
664,hunspell-nso: 应用工具,{'hunspell-nso': '应用工具'},1
665,hunspell-ny: 应用工具,{'hunspell-ny': '应用工具'},1
666,hunspell-oc: 应用工具,{'hunspell-oc': '应用工具'},1
667,hunspell-om: 应用工具,{'hunspell-om': '应用工具'},1
668,hunspell-or: 应用工具,{'hunspell-or': '应用工具'},1
669,hunspell-pa: 应用工具,{'hunspell-pa': '应用工具'},1
670,hunspell-pl: 应用工具,{'hunspell-pl': '应用工具'},1
671,hunspell-pt: 应用工具,{'hunspell-pt': '应用工具'},1
672,hunspell-qu: 应用工具,{'hunspell-qu': '应用工具'},1
673,hunspell-quh: 应用工具,{'hunspell-quh': '应用工具'},1
674,hunspell-ro: 应用工具,{'hunspell-ro': '应用工具'},1
675,hunspell-ru: 应用工具,{'hunspell-ru': '应用工具'},1
676,hunspell-rw: 应用工具,{'hunspell-rw': '应用工具'},1
677,hunspell-sc: 应用工具,{'hunspell-sc': '应用工具'},1
678,hunspell-se: 应用工具,{'hunspell-se': '应用工具'},1
679,hunspell-shs: 应用工具,{'hunspell-shs': '应用工具'},1
680,hunspell-si: 应用工具,{'hunspell-si': '应用工具'},1
681,hunspell-sk: 应用工具,{'hunspell-sk': '应用工具'},1
682,hunspell-sl: 应用工具,{'hunspell-sl': '应用工具'},1
683,hunspell-smj: 应用工具,{'hunspell-smj': '应用工具'},1
684,hunspell-so: 应用工具,{'hunspell-so': '应用工具'},1
685,hunspell-sq: 应用工具,{'hunspell-sq': '应用工具'},1
686,hunspell-sr: 应用工具,"{'hunspell-sr': '应用工具', 'hyphen-sr': '应用工具'}",2
687,hunspell-ss: 应用工具,{'hunspell-ss': '应用工具'},1
688,hunspell-st: 应用工具,{'hunspell-st': '应用工具'},1
689,hunspell-sv: 应用工具,{'hunspell-sv': '应用工具'},1
690,hunspell-sw: 应用工具,{'hunspell-sw': '应用工具'},1
691,hunspell-ta: 应用工具,{'hunspell-ta': '应用工具'},1
692,hunspell-te: 应用工具,{'hunspell-te': '应用工具'},1
693,hunspell-tet: 应用工具,{'hunspell-tet': '应用工具'},1
694,hunspell-th: 应用工具,{'hunspell-th': '应用工具'},1
695,hunspell-ti: 应用工具,{'hunspell-ti': '应用工具'},1
696,hunspell-tk: 应用工具,{'hunspell-tk': '应用工具'},1
697,hunspell-tl: 应用工具,{'hunspell-tl': '应用工具'},1
698,hunspell-tn: 应用工具,{'hunspell-tn': '应用工具'},1
699,hunspell-tpi: 应用工具,{'hunspell-tpi': '应用工具'},1
700,hunspell-ts: 应用工具,{'hunspell-ts': '应用工具'},1
701,hunspell-uk: 应用工具,{'hunspell-uk': '应用工具'},1
702,hunspell-ur: 应用工具,{'hunspell-ur': '应用工具'},1
703,hunspell-uz: 应用工具,{'hunspell-uz': '应用工具'},1
704,hunspell-ve: 应用工具,{'hunspell-ve': '应用工具'},1
705,hunspell-vi: 应用工具,{'hunspell-vi': '应用工具'},1
706,hunspell-wa: 应用工具,{'hunspell-wa': '应用工具'},1
707,hunspell-xh: 应用工具,{'hunspell-xh': '应用工具'},1
708,hunspell-yi: 应用工具,{'hunspell-yi': '应用工具'},1
709,hunspell-zu: 应用工具,{'hunspell-zu': '应用工具'},1
710,hwdata: 基础环境,{'hwdata': '基础环境'},1
711,hwinfo: 系统工具,{'hwinfo': '系统工具'},1
712,hwloc: 应用库,"{'compat-hwloc1': '应用库', 'hwloc': '应用库', 'hwloc-gui': '应用库', 'hwloc-libs': '应用库', 'hwloc-plugins': '应用库'}",5
713,hyphen: 应用库,"{'hyphen': '应用库', 'hyphen-en': '应用库'}",2
714,hyphen-as: 应用库,{'hyphen-as': '应用库'},1
715,hyphen-bg: 应用库,{'hyphen-bg': '应用库'},1
716,hyphen-bn: 应用库,{'hyphen-bn': '应用库'},1
717,hyphen-ca: 应用库,{'hyphen-ca': '应用库'},1
718,hyphen-cy: 应用库,{'hyphen-cy': '应用库'},1
719,hyphen-da: 应用库,{'hyphen-da': '应用库'},1
720,hyphen-de: 应用库,{'hyphen-de': '应用库'},1
721,hyphen-el: 应用库,{'hyphen-el': '应用库'},1
722,hyphen-es: 应用库,{'hyphen-es': '应用库'},1
723,hyphen-eu: 应用库,{'hyphen-eu': '应用库'},1
724,hyphen-fa: 应用库,{'hyphen-fa': '应用库'},1
725,hyphen-fo: 应用库,{'hyphen-fo': '应用库'},1
