,src,bin,num_of_bin
436,hunspell-quh: 应用工具,{'hunspell-quh': '应用工具'},1
437,hunspell-ro: 应用工具,{'hunspell-ro': '应用工具'},1
438,hunspell-ru: 应用工具,{'hunspell-ru': '应用工具'},1
439,hunspell-rw: 应用工具,{'hunspell-rw': '应用工具'},1
440,hunspell-sc: 应用工具,{'hunspell-sc': '应用工具'},1
441,hunspell-se: 应用工具,{'hunspell-se': '应用工具'},1
442,hunspell-shs: 应用工具,{'hunspell-shs': '应用工具'},1
443,hunspell-si: 应用工具,{'hunspell-si': '应用工具'},1
444,hunspell-sk: 应用工具,{'hunspell-sk': '应用工具'},1
445,hunspell-sl: 应用工具,{'hunspell-sl': '应用工具'},1
446,hunspell-smj: 应用工具,{'hunspell-smj': '应用工具'},1
447,hunspell-so: 应用工具,{'hunspell-so': '应用工具'},1
448,hunspell-sq: 应用工具,{'hunspell-sq': '应用工具'},1
449,hunspell-ss: 应用工具,{'hunspell-ss': '应用工具'},1
450,hunspell-st: 应用工具,{'hunspell-st': '应用工具'},1
451,hunspell-sv: 应用工具,{'hunspell-sv': '应用工具'},1
452,hunspell-sw: 应用工具,{'hunspell-sw': '应用工具'},1
453,hunspell-ta: 应用工具,{'hunspell-ta': '应用工具'},1
454,hunspell-te: 应用工具,{'hunspell-te': '应用工具'},1
455,hunspell-tet: 应用工具,{'hunspell-tet': '应用工具'},1
456,hunspell-th: 应用工具,{'hunspell-th': '应用工具'},1
457,hunspell-ti: 应用工具,{'hunspell-ti': '应用工具'},1
458,hunspell-tk: 应用工具,{'hunspell-tk': '应用工具'},1
459,hunspell-tl: 应用工具,{'hunspell-tl': '应用工具'},1
460,hunspell-tn: 应用工具,{'hunspell-tn': '应用工具'},1
461,hunspell-tpi: 应用工具,{'hunspell-tpi': '应用工具'},1
462,hunspell-ts: 应用工具,{'hunspell-ts': '应用工具'},1
463,hunspell-uk: 应用工具,{'hunspell-uk': '应用工具'},1
464,hunspell-ur: 应用工具,{'hunspell-ur': '应用工具'},1
465,hunspell-uz: 应用工具,{'hunspell-uz': '应用工具'},1
466,hunspell-ve: 应用工具,{'hunspell-ve': '应用工具'},1
467,hunspell-vi: 应用工具,{'hunspell-vi': '应用工具'},1
468,hunspell-wa: 应用工具,{'hunspell-wa': '应用工具'},1
469,hunspell-xh: 应用工具,{'hunspell-xh': '应用工具'},1
470,hunspell-yi: 应用工具,{'hunspell-yi': '应用工具'},1
471,hunspell-zu: 应用工具,{'hunspell-zu': '应用工具'},1
472,hwdata: 基础环境,{'hwdata': '基础环境'},1
473,hwinfo: 系统工具,{'hwinfo': '系统工具'},1
474,hyphen: 应用库,"{'hyphen': '应用库', 'hyphen-en': '应用库'}",2
475,hyphen-as: 应用库,{'hyphen-as': '应用库'},1
476,hyphen-bg: 应用库,{'hyphen-bg': '应用库'},1
477,hyphen-bn: 应用库,{'hyphen-bn': '应用库'},1
478,hyphen-ca: 应用库,{'hyphen-ca': '应用库'},1
479,hyphen-cy: 应用库,{'hyphen-cy': '应用库'},1
480,hyphen-da: 应用库,{'hyphen-da': '应用库'},1
481,hyphen-de: 应用库,{'hyphen-de': '应用库'},1
482,hyphen-el: 应用库,{'hyphen-el': '应用库'},1
483,hyphen-es: 应用库,{'hyphen-es': '应用库'},1
484,hyphen-eu: 应用库,{'hyphen-eu': '应用库'},1
485,hyphen-fa: 应用库,{'hyphen-fa': '应用库'},1
486,hyphen-fo: 应用库,{'hyphen-fo': '应用库'},1
487,hyphen-fr: 应用库,{'hyphen-fr': '应用库'},1
488,hyphen-ga: 应用库,{'hyphen-ga': '应用库'},1
489,hyphen-gl: 应用库,{'hyphen-gl': '应用库'},1
490,hyphen-grc: 应用库,{'hyphen-grc': '应用库'},1
491,hyphen-gu: 应用库,{'hyphen-gu': '应用库'},1
492,hyphen-hi: 应用库,{'hyphen-hi': '应用库'},1
493,hyphen-hsb: 应用库,{'hyphen-hsb': '应用库'},1
494,hyphen-hu: 应用库,{'hyphen-hu': '应用库'},1
495,hyphen-ia: 应用库,{'hyphen-ia': '应用库'},1
496,hyphen-id: 应用库,{'hyphen-id': '应用库'},1
497,hyphen-is: 应用库,{'hyphen-is': '应用库'},1
498,hyphen-it: 应用库,{'hyphen-it': '应用库'},1
499,hyphen-kn: 应用库,{'hyphen-kn': '应用库'},1
500,hyphen-ku: 应用库,{'hyphen-ku': '应用库'},1
501,hyphen-lt: 应用库,{'hyphen-lt': '应用库'},1
502,hyphen-mi: 应用库,{'hyphen-mi': '应用库'},1
503,hyphen-ml: 应用库,{'hyphen-ml': '应用库'},1
504,hyphen-mn: 应用库,{'hyphen-mn': '应用库'},1
505,hyphen-mr: 应用库,{'hyphen-mr': '应用库'},1
506,hyphen-nl: 应用库,{'hyphen-nl': '应用库'},1
507,hyphen-or: 应用库,{'hyphen-or': '应用库'},1
508,hyphen-pa: 应用库,{'hyphen-pa': '应用库'},1
509,hyphen-pl: 应用库,{'hyphen-pl': '应用库'},1
510,hyphen-pt: 应用库,{'hyphen-pt': '应用库'},1
511,hyphen-ro: 应用库,{'hyphen-ro': '应用库'},1
512,hyphen-ru: 应用库,{'hyphen-ru': '应用库'},1
513,hyphen-sa: 应用库,{'hyphen-sa': '应用库'},1
514,hyphen-sk: 应用库,{'hyphen-sk': '应用库'},1
515,hyphen-sl: 应用库,{'hyphen-sl': '应用库'},1
516,hyphen-sv: 应用库,{'hyphen-sv': '应用库'},1
517,hyphen-ta: 应用库,{'hyphen-ta': '应用库'},1
518,hyphen-te: 应用库,{'hyphen-te': '应用库'},1
519,hyphen-tk: 应用库,{'hyphen-tk': '应用库'},1
520,hyphen-uk: 应用库,{'hyphen-uk': '应用库'},1
521,ibus-hangul: 应用工具/桌面,{'ibus-hangul': '应用工具/桌面'},1
522,ibus-kkc: 应用工具/桌面,{'ibus-kkc': '应用工具/桌面'},1
523,ibus-libzhuyin: 应用工具/桌面,{'ibus-libzhuyin': '应用工具/桌面'},1
524,ibus-m17n: 应用工具/桌面,{'ibus-m17n': '应用工具/桌面'},1
525,ibus-sayura: 应用工具/桌面,{'ibus-sayura': '应用工具/桌面'},1
526,ibus-table-chinese: 应用工具/桌面,"{'ibus-table-chinese': '应用工具/桌面', 'ibus-table-chinese-array': '应用工具/桌面', 'ibus-table-chinese-cangjie': '应用工具/桌面', 'ibus-table-chinese-cantonese': '应用工具/桌面', 'ibus-table-chinese-easy': '应用工具/桌面', 'ibus-table-chinese-erbi': '应用工具/桌面', 'ibus-table-chinese-quick': '应用工具/桌面', 'ibus-table-chinese-scj': '应用工具/桌面', 'ibus-table-chinese-stroke5': '应用工具/桌面', 'ibus-table-chinese-wu': '应用工具/桌面', 'ibus-table-chinese-wubi-haifeng': '应用工具/桌面', 'ibus-table-chinese-wubi-jidian': '应用工具/桌面', 'ibus-table-chinese-yong': '应用工具/桌面'}",13
527,ibus-typing-booster: 应用工具/桌面,"{'emoji-picker': '应用工具/桌面', 'ibus-typing-booster': '应用工具/桌面'}",2
528,icu: 系统库,"{'icu': '系统库', 'libicu': '系统库'}",2
529,icu4j: 系统库,{'icu4j': '系统库'},1
530,ilmbase: 应用库,{'ilmbase': '应用库'},1
531,ima-evm-utils: 系统工具,"{'ima-evm-utils0': '系统工具', 'ima-evm-utils': '系统工具'}",2
532,imake: 应用工具,{'imake': '应用工具'},1
533,imlib2: 应用库,"{'imlib2': '应用库', 'imlib2-id3tag-loader': '应用库'}",2
534,intel-cmt-cat: 应用工具,{'intel-cmt-cat': '应用工具'},1
535,intltool: 系统工具,{'intltool': '系统工具'},1
536,iotop: 系统工具,{'iotop': '系统工具'},1
537,iperf3: 系统工具,{'iperf3': '系统工具'},1
538,iproute: 系统工具,"{'iproute': '系统工具', 'iproute-tc': '系统工具'}",2
539,iprutils: 系统工具,{'iprutils': '系统工具'},1
540,iptraf-ng: 系统工具,{'iptraf-ng': '系统工具'},1
541,iputils: 核心工具,"{'iputils': '核心工具', 'iputils-ninfod': '核心工具'}",2
542,ipvsadm: 系统服务,{'ipvsadm': '系统服务'},1
543,ipxe: 系统服务,"{'ipxe-bootimgs-aarch64': '系统服务', 'ipxe-bootimgs-x86': '系统服务', 'ipxe-roms': '系统服务', 'ipxe-roms-qemu': '系统服务'}",4
544,irqbalance: 系统服务,{'irqbalance': '系统服务'},1
545,irssi: 应用工具,{'irssi': '应用工具'},1
546,isl: 应用库,{'isl': '应用库'},1
547,isns-utils: 系统工具,"{'isns-utils': '系统工具', 'isns-utils-libs': '系统工具'}",2
548,iso-codes: 应用工具,{'iso-codes': '应用工具'},1
549,isomd5sum: 应用工具,{'isomd5sum': '应用工具'},1
550,isorelax: 应用库,"{'isorelax': '应用库', 'isorelax-javadoc': '应用库'}",2
551,jabberpy: 应用库,{'python3-jabberpy': '应用库'},1
552,jackson-annotations: 应用库,{'jackson-annotations': '应用库'},1
553,jackson-core: 应用库,{'jackson-core': '应用库'},1
554,jackson-databind: 应用库,{'jackson-databind': '应用库'},1
555,jackson-jaxrs-providers: 应用库,"{'jackson-jaxrs-json-provider': '应用库', 'jackson-jaxrs-providers': '应用库'}",2
556,jackson-module-jaxb-annotations: 应用库,{'jackson-module-jaxb-annotations': '应用库'},1
557,jaf: 应用库,"{'jaf': '应用库', 'jaf-javadoc': '应用库'}",2
558,jakarta-oro: 应用库,"{'jakarta-oro': '应用库', 'jakarta-oro-javadoc': '应用库'}",2
559,jansi: 应用库,"{'jansi': '应用库', 'jansi-javadoc': '应用库'}",2
560,jansi-native: 应用库,"{'jansi-native': '应用库', 'jansi-native-javadoc': '应用库'}",2
561,jansson: 应用库,{'jansson': '应用库'},1
562,jasper: 应用库,{'jasper-libs': '应用库'},1
563,java_cup: 应用库,"{'java_cup': '应用库', 'java_cup-javadoc': '应用库', 'java_cup-manual': '应用库'}",3
564,java-atk-wrapper: 应用库/编程语言,{'java-atk-wrapper': '应用库/编程语言'},1
565,javamail: 应用库,"{'javamail': '应用库', 'javamail-javadoc': '应用库'}",2
566,javassist: 应用库,"{'javassist': '应用库', 'javassist-javadoc': '应用库'}",2
567,jaxen: 应用库,"{'jaxen': '应用库', 'jaxen-javadoc': '应用库'}",2
568,jbig2dec: 应用库,{'jbig2dec-libs': '应用库'},1
569,jbigkit: 应用库,{'jbigkit-libs': '应用库'},1
570,jboss-annotations-1.2-api: 应用库,{'jboss-annotations-1.2-api': '应用库'},1
571,jboss-interceptors-1.2-api: 应用库,"{'jboss-interceptors-1.2-api': '应用库', 'jboss-interceptors-1.2-api-javadoc': '应用库'}",2
572,jboss-jaxrs-2.0-api: 应用库,{'jboss-jaxrs-2.0-api': '应用库'},1
573,jboss-logging: 应用库,{'jboss-logging': '应用库'},1
574,jboss-logging-tools: 应用库,{'jboss-logging-tools': '应用库'},1
575,jctools: 应用库,{'jctools': '应用库'},1
576,jdeparser: 应用库,{'jdeparser': '应用库'},1
577,jdepend: 应用库,"{'jdepend': '应用库', 'jdepend-javadoc': '应用库'}",2
578,jdependency: 应用库,"{'jdependency': '应用库', 'jdependency-javadoc': '应用库'}",2
579,jdom: 应用库,"{'jdom': '应用库', 'jdom-javadoc': '应用库'}",2
580,jdom2: 应用库,"{'jdom2': '应用库', 'jdom2-javadoc': '应用库'}",2
581,jemalloc: 应用库,{'jemalloc': '应用库'},1
582,jigawatts: 应用库,{'jigawatts': '应用库'},1
583,jimtcl: 应用库,{'jimtcl': '应用库'},1
584,jline: 应用库,"{'jline': '应用库', 'jline-javadoc': '应用库'}",2
585,jmc: 应用库,{'jmc': '应用库'},1
586,jmc-core: 应用库,"{'jmc-core': '应用库', 'jmc-core-javadoc': '应用库'}",2
587,jna: 应用库,{'jna': '应用库'},1
588,jolokia-jvm-agent: 应用库,{'jolokia-jvm-agent': '应用库'},1
589,jomolhari-fonts: 字体,{'jomolhari-fonts': '字体'},1
590,json-c: 应用库,{'json-c': '应用库'},1
591,jsoncpp: 应用库,{'jsoncpp': '应用库'},1
592,json-glib: 应用库,{'json-glib': '应用库'},1
593,jsoup: 应用库,"{'jsoup': '应用库', 'jsoup-javadoc': '应用库'}",2
594,jsr-305: 应用库,"{'jsr-305': '应用库', 'jsr-305-javadoc': '应用库'}",2
595,jtidy: 应用库,"{'jtidy': '应用库', 'jtidy-javadoc': '应用库'}",2
596,Judy: 应用库,{'Judy': '应用库'},1
597,junit5: 应用库,{'junit5': '应用库'},1
598,jvnet-parent: 应用库,{'jvnet-parent': '应用库'},1
599,jxrlib: 应用库,{'jxrlib': '应用库'},1
600,jzlib: 应用库,"{'jzlib': '应用库', 'jzlib-javadoc': '应用库'}",2
601,kabi-dw: 核心工具,{'kabi-dw': '核心工具'},1
602,kacst-fonts: 字体,"{'kacst-art-fonts': '字体', 'kacst-book-fonts': '字体', 'kacst-decorative-fonts': '字体', 'kacst-digital-fonts': '字体', 'kacst-farsi-fonts': '字体', 'kacst-fonts-common': '字体', 'kacst-letter-fonts': '字体', 'kacst-naskh-fonts': '字体', 'kacst-office-fonts': '字体', 'kacst-one-fonts': '字体', 'kacst-pen-fonts': '字体', 'kacst-poster-fonts': '字体', 'kacst-qurn-fonts': '字体', 'kacst-screen-fonts': '字体', 'kacst-title-fonts': '字体', 'kacst-titlel-fonts': '字体'}",16
603,kata-containers: 应用服务/云原生,{'kata-containers': '应用服务/云原生'},1
604,kde-filesystem: 应用工具/桌面,{'kde-filesystem': '应用工具/桌面'},1
605,kdump-anaconda-addon: 系统工具,{'kdump-anaconda-addon': '系统工具'},1
606,keentuned: 系统服务,{'keentuned': '系统服务'},1
607,keentune-target: 系统服务,{'keentune-target': '系统服务'},1
608,keentune-ui: 系统工具,{'keentune-ui': '系统工具'},1
609,keepalived: 系统服务,{'keepalived': '系统服务'},1
610,kf5: 应用工具/桌面,"{'kf5-filesystem': '应用工具/桌面', 'kf5-rpm-macros': '应用工具/桌面'}",2
611,kf5-frameworkintegration: 应用工具/桌面,"{'kf5-frameworkintegration': '应用工具/桌面', 'kf5-frameworkintegration-libs': '应用工具/桌面'}",2
612,kf5-kactivities: 应用工具/桌面,{'kf5-kactivities': '应用工具/桌面'},1
613,kf5-karchive: 应用工具/桌面,{'kf5-karchive': '应用工具/桌面'},1
614,kf5-kauth: 应用工具/桌面,{'kf5-kauth': '应用工具/桌面'},1
615,kf5-kbookmarks: 应用工具/桌面,{'kf5-kbookmarks': '应用工具/桌面'},1
616,kf5-kcmutils: 应用工具/桌面,{'kf5-kcmutils': '应用工具/桌面'},1
617,kf5-kcodecs: 应用工具/桌面,{'kf5-kcodecs': '应用工具/桌面'},1
618,kf5-kcompletion: 应用工具/桌面,{'kf5-kcompletion': '应用工具/桌面'},1
619,kf5-kconfig: 应用工具/桌面,"{'kf5-kconfig': '应用工具/桌面', 'kf5-kconfig-core': '应用工具/桌面', 'kf5-kconfig-gui': '应用工具/桌面'}",3
620,kf5-kconfigwidgets: 应用工具/桌面,{'kf5-kconfigwidgets': '应用工具/桌面'},1
621,kf5-kcoreaddons: 应用工具/桌面,{'kf5-kcoreaddons': '应用工具/桌面'},1
622,kf5-kcrash: 应用工具/桌面,{'kf5-kcrash': '应用工具/桌面'},1
623,kf5-kdbusaddons: 应用工具/桌面,{'kf5-kdbusaddons': '应用工具/桌面'},1
624,kf5-kdeclarative: 应用工具/桌面,{'kf5-kdeclarative': '应用工具/桌面'},1
625,kf5-kded: 应用工具/桌面,{'kf5-kded': '应用工具/桌面'},1
626,kf5-kdelibs4support: 应用工具/桌面,"{'kf5-kdelibs4support': '应用工具/桌面', 'kf5-kdelibs4support-libs': '应用工具/桌面'}",2
627,kf5-kdesignerplugin: 应用工具/桌面,{'kf5-kdesignerplugin': '应用工具/桌面'},1
628,kf5-kdesu: 应用工具/桌面,{'kf5-kdesu': '应用工具/桌面'},1
629,kf5-kemoticons: 应用工具/桌面,{'kf5-kemoticons': '应用工具/桌面'},1
630,kf5-kglobalaccel: 应用工具/桌面,"{'kf5-kglobalaccel': '应用工具/桌面', 'kf5-kglobalaccel-libs': '应用工具/桌面'}",2
631,kf5-kguiaddons: 应用工具/桌面,{'kf5-kguiaddons': '应用工具/桌面'},1
632,kf5-ki18n: 应用工具/桌面,{'kf5-ki18n': '应用工具/桌面'},1
633,kf5-kiconthemes: 应用工具/桌面,{'kf5-kiconthemes': '应用工具/桌面'},1
634,kf5-kinit: 应用工具/桌面,{'kf5-kinit': '应用工具/桌面'},1
635,kf5-kio: 应用工具/桌面,"{'kf5-kio': '应用工具/桌面', 'kf5-kio-core': '应用工具/桌面', 'kf5-kio-core-libs': '应用工具/桌面', 'kf5-kio-file-widgets': '应用工具/桌面', 'kf5-kio-gui': '应用工具/桌面', 'kf5-kio-ntlm': '应用工具/桌面', 'kf5-kio-widgets': '应用工具/桌面', 'kf5-kio-widgets-libs': '应用工具/桌面'}",8
636,kf5-kirigami2: 应用工具/桌面,{'kf5-kirigami2': '应用工具/桌面'},1
637,kf5-kitemmodels: 应用工具/桌面,{'kf5-kitemmodels': '应用工具/桌面'},1
638,kf5-kitemviews: 应用工具/桌面,{'kf5-kitemviews': '应用工具/桌面'},1
639,kf5-kjobwidgets: 应用工具/桌面,{'kf5-kjobwidgets': '应用工具/桌面'},1
640,kf5-knewstuff: 应用工具/桌面,{'kf5-knewstuff': '应用工具/桌面'},1
641,kf5-knotifications: 应用工具/桌面,{'kf5-knotifications': '应用工具/桌面'},1
642,kf5-kpackage: 应用工具/桌面,{'kf5-kpackage': '应用工具/桌面'},1
643,kf5-kparts: 应用工具/桌面,{'kf5-kparts': '应用工具/桌面'},1
644,kf5-kplotting: 应用工具/桌面,{'kf5-kplotting': '应用工具/桌面'},1
645,kf5-kpty: 应用工具/桌面,{'kf5-kpty': '应用工具/桌面'},1
646,kf5-kservice: 应用工具/桌面,{'kf5-kservice': '应用工具/桌面'},1
647,kf5-ktextwidgets: 应用工具/桌面,{'kf5-ktextwidgets': '应用工具/桌面'},1
648,kf5-kunitconversion: 应用工具/桌面,{'kf5-kunitconversion': '应用工具/桌面'},1
649,kf5-kwallet: 应用工具/桌面,"{'kf5-kwallet': '应用工具/桌面', 'kf5-kwallet-libs': '应用工具/桌面'}",2
650,kf5-kwindowsystem: 应用工具/桌面,{'kf5-kwindowsystem': '应用工具/桌面'},1
651,kf5-kxmlgui: 应用工具/桌面,{'kf5-kxmlgui': '应用工具/桌面'},1
652,kf5-plasma: 应用工具/桌面,{'kf5-plasma': '应用工具/桌面'},1
653,kf5-solid: 应用工具/桌面,{'kf5-solid': '应用工具/桌面'},1
654,kf5-sonnet: 应用工具/桌面,"{'kf5-sonnet': '应用工具/桌面', 'kf5-sonnet-core': '应用工具/桌面', 'kf5-sonnet-ui': '应用工具/桌面'}",3
655,kf5-syntax-highlighting: 应用工具/桌面,{'kf5-syntax-highlighting': '应用工具/桌面'},1
656,khmeros-fonts: 字体,"{'khmeros-base-fonts': '字体', 'khmeros-battambang-fonts': '字体', 'khmeros-bokor-fonts': '字体', 'khmeros-fonts-common': '字体', 'khmeros-handwritten-fonts': '字体', 'khmeros-metal-chrieng-fonts': '字体', 'khmeros-muol-fonts': '字体', 'khmeros-siemreap-fonts': '字体'}",8
657,ksc: 系统工具,{'ksc': '系统工具'},1
658,ksh: 应用工具,{'ksh': '应用工具'},1
659,kurdit-unikurd-web-fonts: 字体,{'kurdit-unikurd-web-fonts': '字体'},1
660,kyotocabinet: 应用库,{'kyotocabinet-libs': '应用库'},1
661,lame: 应用库,{'lame-libs': '应用库'},1
662,langpacks: 基础环境,"{'langpacks-af': '基础环境', 'langpacks-am': '基础环境', 'langpacks-ar': '基础环境', 'langpacks-as': '基础环境', 'langpacks-ast': '基础环境', 'langpacks-be': '基础环境', 'langpacks-bg': '基础环境', 'langpacks-bn': '基础环境', 'langpacks-br': '基础环境', 'langpacks-bs': '基础环境', 'langpacks-ca': '基础环境', 'langpacks-cs': '基础环境', 'langpacks-cy': '基础环境', 'langpacks-da': '基础环境', 'langpacks-de': '基础环境', 'langpacks-el': '基础环境', 'langpacks-en_GB': '基础环境', 'langpacks-en': '基础环境', 'langpacks-es': '基础环境', 'langpacks-et': '基础环境', 'langpacks-eu': '基础环境', 'langpacks-fa': '基础环境', 'langpacks-fi': '基础环境', 'langpacks-fr': '基础环境', 'langpacks-ga': '基础环境', 'langpacks-gl': '基础环境', 'langpacks-gu': '基础环境', 'langpacks-he': '基础环境', 'langpacks-hi': '基础环境', 'langpacks-hr': '基础环境', 'langpacks-hu': '基础环境', 'langpacks-ia': '基础环境', 'langpacks-id': '基础环境', 'langpacks-is': '基础环境', 'langpacks-it': '基础环境', 'langpacks-ja': '基础环境', 'langpacks-kk': '基础环境', 'langpacks-kn': '基础环境', 'langpacks-ko': '基础环境', 'langpacks-lt': '基础环境', 'langpacks-lv': '基础环境', 'langpacks-mai': '基础环境', 'langpacks-mk': '基础环境', 'langpacks-ml': '基础环境', 'langpacks-mr': '基础环境', 'langpacks-ms': '基础环境', 'langpacks-nb': '基础环境', 'langpacks-ne': '基础环境', 'langpacks-nl': '基础环境', 'langpacks-nn': '基础环境', 'langpacks-nr': '基础环境', 'langpacks-nso': '基础环境', 'langpacks-or': '基础环境', 'langpacks-pa': '基础环境', 'langpacks-pl': '基础环境', 'langpacks-pt_BR': '基础环境', 'langpacks-pt': '基础环境', 'langpacks-ro': '基础环境', 'langpacks-ru': '基础环境', 'langpacks-si': '基础环境', 'langpacks-sk': '基础环境', 'langpacks-sl': '基础环境', 'langpacks-sq': '基础环境', 'langpacks-sr': '基础环境', 'langpacks-ss': '基础环境', 'langpacks-sv': '基础环境', 'langpacks-ta': '基础环境', 'langpacks-te': '基础环境', 'langpacks-th': '基础环境', 'langpacks-tn': '基础环境', 'langpacks-tr': '基础环境', 'langpacks-ts': '基础环境', 'langpacks-uk': '基础环境', 'langpacks-ur': '基础环境', 'langpacks-ve': '基础环境', 'langpacks-vi': '基础环境', 'langpacks-xh': '基础环境', 'langpacks-zh_CN': '基础环境', 'langpacks-zh_TW': '基础环境', 'langpacks-zu': '基础环境'}",80
663,lapack: 应用库,"{'blas': '应用库', 'blas64': '应用库', 'lapack': '应用库', 'lapack64': '应用库', 'lapack-static': '应用库'}",5
664,lasso: 应用库,{'lasso': '应用库'},1
665,latex2html: 应用工具,{'latex2html': '应用工具'},1
666,lato-fonts: 字体,{'lato-fonts': '字体'},1
667,ledmon: 系统工具,{'ledmon': '系统工具'},1
668,lensfun: 应用库,{'lensfun': '应用库'},1
669,leptonica: 应用库,{'leptonica': '应用库'},1
670,less: 核心工具,{'less': '核心工具'},1
671,libabw: 应用库,{'libabw': '应用库'},1
672,libaec: 应用库,{'libaec': '应用库'},1
673,libaio: 系统库,{'libaio': '系统库'},1
674,libao: 应用库,{'libao': '应用库'},1
675,libappindicator: 应用库,{'libappindicator-gtk3': '应用库'},1
676,libappstream-glib: 系统库,{'libappstream-glib': '系统库'},1
677,libass: 应用库,{'libass': '应用库'},1
678,libassuan: 系统库,{'libassuan': '系统库'},1
679,libasyncns: 应用库,{'libasyncns': '应用库'},1
680,libatasmart: 应用库,{'libatasmart': '应用库'},1
681,libatomic_ops: 系统库,{'libatomic_ops': '系统库'},1
682,libavc1394: 系统库,{'libavc1394': '系统库'},1
683,libbase: 系统库,{'libbase': '系统库'},1
684,libbluray: 系统库,{'libbluray': '系统库'},1
685,libbpf: 系统库,"{'libbpf': '系统库', 'libbpf-static': '系统库'}",2
686,libburn: 系统库,{'libburn': '系统库'},1
687,libbytesize: 系统库,"{'libbytesize': '系统库', 'python3-bytesize': '系统库'}",2
688,libcacard: 系统库,{'libcacard': '系统库'},1
689,libcap: 核心库,{'libcap': '核心库'},1
690,libcap-ng: 核心库,"{'libcap-ng': '核心库', 'libcap-ng-python3': '核心库', 'libcap-ng-utils': '核心库'}",3
691,libcdio-paranoia: 系统库,{'libcdio-paranoia': '系统库'},1
692,libcdr: 应用库,{'libcdr': '应用库'},1
693,libcgroup: 系统库,"{'libcgroup': '系统库', 'libcgroup-pam': '系统库', 'libcgroup-tools': '系统库'}",3
694,libchamplain: 应用库,"{'libchamplain': '应用库', 'libchamplain-gtk': '应用库'}",2
695,libchardet: 应用库,{'libchardet': '应用库'},1
696,libcmis: 应用库,{'libcmis': '应用库'},1
697,libcomps: 应用库,"{'libcomps': '应用库', 'python3-libcomps': '应用库'}",2
698,libconfig: 应用库,{'libconfig': '应用库'},1
699,libcroco: 应用库,{'libcroco': '应用库'},1
700,libdaemon: 系统库,{'libdaemon': '系统库'},1
701,libdap: 应用库,{'libdap': '应用库'},1
702,libdatrie: 应用库,{'libdatrie': '应用库'},1
703,libdazzle: 应用库,{'libdazzle': '应用库'},1
704,libdb: 系统库,"{'libdb': '系统库', 'libdb-cxx': '系统库', 'libdb-sql': '系统库', 'libdb-utils': '系统库'}",4
705,libdbusmenu: 应用库,"{'libdbusmenu': '应用库', 'libdbusmenu-gtk3': '应用库'}",2
706,libdc1394: 系统库,{'libdc1394': '系统库'},1
707,libdmapsharing: 应用库,{'libdmapsharing': '应用库'},1
708,libdmx: 系统库,{'libdmx': '系统库'},1
709,libdnet: 系统库,{'libdnet': '系统库'},1
710,libdnf: 系统库,"{'libdnf': '系统库', 'python3-hawkey': '系统库', 'python3-libdnf': '系统库'}",3
711,libdrm: 系统库,{'libdrm': '系统库'},1
712,libdv: 应用库,{'libdv': '应用库'},1
713,libdvdnav: 应用库,{'libdvdnav': '应用库'},1
714,libdvdread: 应用库,{'libdvdread': '应用库'},1
715,libeasyfc: 应用库,"{'libeasyfc': '应用库', 'libeasyfc-gobject': '应用库'}",2
716,libecap: 应用库,{'libecap': '应用库'},1
717,libecpg: 应用库,"{'libecpg': '应用库', 'libpgtypes': '应用库'}",2
718,libedit: 应用库,{'libedit': '应用库'},1
719,libEMF: 应用库,{'libEMF': '应用库'},1
720,libeot: 应用库,{'libeot': '应用库'},1
721,libepoxy: 应用库,{'libepoxy': '应用库'},1
722,libepubgen: 应用库,{'libepubgen': '应用库'},1
723,liberation-fonts: 字体,"{'liberation-fonts': '字体', 'liberation-fonts-common': '字体', 'liberation-mono-fonts': '字体', 'liberation-sans-fonts': '字体', 'liberation-serif-fonts': '字体'}",5
724,liberation-narrow-fonts: 字体,{'liberation-narrow-fonts': '字体'},1
725,libestr: 应用库,{'libestr': '应用库'},1
726,libetonyek: 应用库,{'libetonyek': '应用库'},1
727,libev: 应用库,"{'libev': '应用库', 'libev-source': '应用库'}",2
728,libevdev: 应用库,{'libevdev': '应用库'},1
729,libevent: 应用库,{'libevent': '应用库'},1
730,libexif: 应用库,{'libexif': '应用库'},1
731,libexttextcat: 应用库,{'libexttextcat': '应用库'},1
732,libfabric: 系统库,{'libfabric': '系统库'},1
733,libfastjson: 应用库,{'libfastjson': '应用库'},1
734,libffado: 应用库,"{'ffado': '应用库', 'libffado': '应用库'}",2
735,libffi: 系统库,{'libffi': '系统库'},1
736,libfontenc: 系统库,{'libfontenc': '系统库'},1
737,libfonts: 应用库,{'libfonts': '应用库'},1
738,libformula: 应用库,{'libformula': '应用库'},1
739,libfprint: 应用库,{'libfprint': '应用库'},1
740,libfreehand: 应用库,{'libfreehand': '应用库'},1
741,libgcrypt: 核心库,{'libgcrypt': '核心库'},1
742,libgdata: 应用库,{'libgdata': '应用库'},1
743,libgdither: 应用库,{'libgdither': '应用库'},1
744,libgee: 应用库,{'libgee': '应用库'},1
745,libgexiv2: 应用库,{'libgexiv2': '应用库'},1
746,libgit2: 应用库,{'libgit2': '应用库'},1
747,libgit2-glib: 应用库,{'libgit2-glib': '应用库'},1
748,libglvnd: 应用库,"{'libglvnd': '应用库', 'libglvnd-egl': '应用库', 'libglvnd-gles': '应用库', 'libglvnd-glx': '应用库', 'libglvnd-opengl': '应用库'}",5
749,libgovirt: 应用库,{'libgovirt': '应用库'},1
