name,y_true,y_predict
gsettings-qt,库,工具
pcre2-tools,库,工具
libuuid,工具,库
libvirt,服务,库
gedit,服务,工具
fipscheck-lib,库,工具
uom-systems,库,工具
opus,库,服务
kpatch-dnf,工具,服务
libsane-hpaio,库,服务
deepin-anything-server,服务,库
gpac-libs,库,工具
gcc-toolset-9-systemtap,工具,服务
gtk3-immodule-xim,库,工具
perl-LWP-MediaTypes,库,工具
ibus,工具,服务
maven-shared-io,工具,库
evince-nautilus,工具,服务
jakarta-commons-httpclient,库,工具
texlive-cjk,工具,库
gsl,库,工具
jetty-continuation,库,工具
texlive-context,工具,库
docbook5-schemas,工具,库
vte-profile,库,服务
speexdsp,库,工具
lorax-templates-rhel,服务,工具
grub2-pc-modules,库,工具
sonatype-oss-parent,库,工具
perl-File-Path,库,服务
system-lsb-printing,服务,工具
mod_intercept_form_submit,库,服务
perl-Encode,库,工具
mingw64-win-iconv,库,服务
libdde-file-manager,库,服务
javacc-maven-plugin-javadoc,库,工具
libwebp,库,工具
perl-DateTime-TimeZone-Tzfile,库,服务
mingw32-headers,库,服务
libnice-gstreamer1,库,服务
texlive-ae,工具,其它
pmempool,库,工具
oscap-anaconda-addon,工具,服务
jolokia-jvm-agent,库,工具
texlive-xepersian,工具,其它
iso-codes,工具,其它
lucene-sandbox,库,工具
python3-libsss_nss_idmap,服务,库
gcc-toolset-10-systemtap-server,工具,服务
nmstate-plugin-ovsdb,库,服务
httpcomponents-core,库,服务
libwayland-egl,库,服务
colord-libs,库,服务
qt5-qdbusviewer,库,工具
mingw32-zlib,库,服务
papi,库,服务
mcstrans,服务,工具
perl-SNMP_Session,库,工具
python3-lib389,库,服务
libcephfs2,库,服务
libwayland-client,库,服务
pcp-import-collectl2pcp,服务,工具
foomatic,服务,工具
libssh-config,库,工具
python39-psycopg2,库,工具
perl-Text-Unidecode,库,工具
qt5-qtx11extras,库,服务
grub2-efi-ia32-cdboot,工具,服务
speex,库,工具
mod_lookup_identity,库,工具
antlr-tool,库,工具
pipewire-libs,服务,工具
xmvn-core,库,服务
hwloc-plugins,库,工具
maven-shared-utils,工具,库
perl-Text-Tabs+Wrap,库,工具
hawtjni-runtime,库,工具
smartmontools,工具,服务
perl-Canary-Stability,库,工具
python38-wcwidth,库,工具
texlive-xetex-itrans,工具,其它
texlive-ptext,工具,其它
python3-botocore,库,工具
lrzsz,工具,服务
perl-MIME-Base64,库,工具
ant-contrib-javadoc,工具,库
libnozzle1,库,服务
lorax-templates-anolis,服务,工具
netcf,库,服务
compat-guile18,工具,库
perl-File-MimeInfo,库,工具
oci-systemd-hook,库,服务
libwayland-server,库,服务
texlive-utopia,工具,其它
python2-dns,库,工具
perl-NDBM_File,库,工具
dotnet-hostfxr-6.0,库,服务
deepin-editor,服务,工具
egl-wayland,库,服务
texlive-marvosym,工具,其它
alsa-utils,工具,服务
texlive-mathpazo,工具,其它
libvma,库,工具
perl-core,库,服务
perl-FindBin,库,工具
http-parser,库,工具
jackson-module-jaxb-annotations,库,工具
liba52,库,工具
dlm-lib,库,工具
libnetfilter_cthelper,库,服务
libeasyfc-gobject,库,工具
p7zip-plugins,工具,库
iptables-services,服务,工具
gedit-plugin-translate,服务,工具
gnome-getting-started-docs,服务,工具
shim-ia32,其它,服务
kbd,工具,其它
qatzip-libs,库,工具
avahi-libs,库,工具
deepin-shortcut-viewer,服务,工具
idn2,库,工具
gpm-libs,库,工具
bsdcat,库,工具
gcc-toolset-9-elfutils,工具,库
perl-Time-HiRes,库,服务
python3-sss-murmur,服务,库
gcc-toolset-11-gdb,工具,库
perl-hivex,库,服务
xorg-x11-font-utils,工具,其它
perl-Sys-Hostname,库,服务
devhelp-libs,库,服务
perl-Term-Size-Any,库,工具
mingw64-glib2,库,工具
popt,库,工具
gcc-toolset-9-gdb,工具,库
shim-unsigned-x64,其它,服务
alsa-lib,库,服务
hamcrest-core,库,工具
pcp,服务,工具
libmusicbrainz5,库,服务
libev-source,库,工具
gedit-plugin-bracketcompletion,服务,库
mercurial,工具,库
texlive-cns,工具,服务
mariadb-java-client,库,服务
libstemmer,库,工具
gupnp-av,库,工具
satyr,库,工具
mingw32-pixman,库,服务
libstoragemgmt-hpsa-plugin,库,工具
python3-ptyprocess,库,服务
shim-x64,其它,服务
network-scripts,服务,工具
glibc-locale-source,库,工具
libcmocka,库,工具
jetty-servlet,库,工具
net-snmp-agent-libs,库,服务
rasdaemon,服务,工具
mod_dav_svn,工具,服务
libXNVCtrl,库,工具
texlive-wadalab,工具,其它
quota-nld,工具,服务
ant-javamail,库,工具
jaf-javadoc,库,工具
mallard-rng,工具,库
perl-Encode-Locale,库,工具
deepin-gettext-tools,服务,工具
libmediaart,库,服务
mstflint,工具,服务
Dragonfly-client,工具,服务
texlive-capt-of,工具,库
gpac-static,库,工具
kf5-kconfig-core,工具,服务
virt-viewer,工具,服务
ninja-build,工具,库
words,工具,服务
slf4j-sources,库,工具
bluez-cups,工具,服务
ant-apache-resolver,库,工具
mingw32-win-iconv,库,服务
ruby-libs,库,工具
libndp,库,服务
libchardet,库,工具
ant-swing,库,工具
libtpms,库,服务
xmvn-api,库,服务
pcp-selinux,服务,工具
texlive-stmaryrd,工具,其它
perl-Errno,库,工具
LibRaw,库,工具
ffado,库,工具
libselinux-ruby,库,工具
ctags-etags,工具,库
libpsm2-compat,库,工具
bison,工具,库
gcc-toolset-10-systemtap,工具,服务
openscap-python3,库,工具
perl-File-Fetch,库,服务
libsepol-static,库,工具
mingw64-pixman,库,服务
cups-pk-helper,库,工具
zlib-static,库,工具
grub2-efi-x64,工具,服务
libinput-utils,库,工具
sisu-inject,库,服务
perl-Module-Install-ReadmeFromPod,库,工具
system-lsb-submod-multimedia,服务,工具
texlive-cm-super,工具,其它
jansi-native-javadoc,库,工具
python2-pymongo,库,工具
grub2-efi-x64-cdboot,工具,服务
texlive-latex-fonts,工具,其它
tdb-tools,库,工具
python2-tools,工具,库
kmod-libs,库,工具
libnice,库,服务
nkf,库,工具
libpfm,库,工具
lockdev,库,服务
protobuf-compiler,库,工具
libXres,库,服务
ant-jdepend,库,工具
clutter-gst2,库,服务
libreoffice-help-pt-BR,库,服务
oddjob-mkhomedir,工具,服务
quota-rpc,工具,服务
booth-site,工具,服务
docbook-style-dsssl,库,工具
exfat-utils,工具,库
xmlsec1-openssl,库,服务
ibus-table-chinese-cangjie,工具,库
pgaudit,库,服务
libguestfs-bash-completion,库,服务
texlive-cm-lgc,工具,其它
osgi-annotation,库,工具
texlive-parskip,工具,库
libguestfs-xfs,库,工具
sbc,库,服务
perl-Software-License,库,工具
texlive-kerkis,工具,其它
ant-jmf,库,工具
cim-schema,服务,库
python3-sphinx-theme-alabaster,库,服务
gcc-toolset-9-gdb-gdbserver,工具,库
python3-pymongo,库,工具
kubernetes-kubeadm,服务,工具
mingw64-headers,库,工具
systemd-udev,其它,工具
deepin-system-monitor,服务,工具
texlive-tipa,工具,其它
fontforge,工具,其它
mingw32-pkg-config,库,工具
spice-parent,库,工具
cronie-noanacron,服务,工具
rpm-ostree-libs,工具,服务
gedit-plugin-drawspaces,服务,库
libvpx,库,服务
sblim-sfcb,库,服务
qatzip,库,工具
gdk-pixbuf2-modules,库,工具
python36-rpm-macros,工具,库
libqmi-utils,库,工具
gpgmepp,库,工具
firewall-config,服务,工具
fapolicyd-selinux,服务,工具
webkit2gtk3-jsc,库,工具
felix-gogo-runtime,库,服务
mingw64-termcap,库,工具
nbdkit-python-plugin,工具,库
rubygem-rss,库,工具
libXdmcp,库,服务
perl-Test-Simple,库,工具
python3-setuptools-wheel,库,工具
perl-HTTP-Message,库,服务
python3-pyasn1-modules,库,工具
xfsdump,工具,服务
librdmacm,库,服务
perl-meta-notation,库,工具
voikko-tools,库,工具
gedit-plugin-textsize,服务,库
kf5-frameworkintegration-libs,工具,库
fftw-libs-double,库,工具
grub2-pc,工具,服务
libotf,库,工具
udftools,工具,服务
texlive-ifmtarg,工具,库
nspr,库,工具
kata-containers,服务,库
python3-wx-siplib,工具,库
ocaml-libnbd,库,工具
perl-DateTime-TimeZone,库,服务
deepin-desktop-schemas,服务,工具
xalan-j2-xsltc,库,工具
dotnet-hostfxr-5.0,库,服务
gedit-plugin-joinlines,服务,库
libupnp,库,服务
lucene-analysis,库,工具
jack-audio-connection-kit,库,工具
samba-test-libs,服务,工具
elfutils,工具,库
freeglut,库,工具
gedit-plugin-colorpicker,服务,库
