name,label,summary,description
perl-Text-Tabs+Wrap,库, Expand tabs and do simple line wrapping," Text::Tabs performs the same job that the UNIX expand(1) and unexpand(1)
commands do: adding or removing tabs from a document.

Text::Wrap::wrap() will reformat lines into paragraphs. All it does is break
up long lines, it will not join short lines together."
mingw64-pcre-static,库, Static version of the mingw64-pcre library, Static version of the mingw64-pcre library.
libmpcdec,库, Musepack audio decoding library," Musepack is an audio compression format with a strong emphasis on high quality.
It's not lossless, but it is designed for transparency, so that you won't be
able to hear differences between the original wave file and the much smaller
MPC file.
It is based on the MPEG-1 Layer-2 / MP2 algorithms, but has rapidly developed
and vastly improved and is now at an advanced stage in which it contains
heavily optimized and patentless code."
libproxy-bin,库, Binary to test libproxy, The libproxy-bin package contains the proxy binary for libproxy
uom-se-javadoc,库, Javadoc for the Units Standard (JSR 363) Java SE 8 Implementation," This package contains documentation for the Units Standard (JSR 363)
Java SE 8 Implementation."
guice-servlet,库, Servlet extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides Servlet module for Guice."
libmount,库, Device mounting library," This is the device mounting library, part of util-linux."
python2-docs,库, Documentation for the Python 2 programming language," The python2-docs package contains documentation on the Python 2
programming language and interpreter.

Install the python2-docs package if you'd like to use the documentation
for the Python 2 language."
libgxps,库, GObject based library for handling and rendering XPS documents," libgxps is a GObject based library for handling and rendering XPS
documents."
antlr-javadoc,库, Javadoc for antlr, Javadoc for antlr.
geronimo-jpa-javadoc,库, API documentation for geronimo-jpa, API documentation for geronimo-jpa.
accel-config-libs,库, Configuration library for accelerator subsystem devices, Libraries for accel-config.
qt5-qtquickcontrols2-examples,库, Examples for qt5-qtquickcontrols2, Examples for qt5-qtquickcontrols2.
qt5-qtscript-examples,库, Programming examples for qt5-qtscript, Programming examples for qt5-qtscript.
php-recode,库, A module for PHP applications for using the recode library," The php-recode package contains a dynamic shared object that will add
support for using the recode library to PHP."
plexus-io,库, Plexus IO Components," Plexus IO is a set of plexus components, which are designed for use
in I/O operations."
json-glib,库,Library for JavaScript Object Notation format ,"json-glib is a library providing serialization and deserialization support
for the JavaScript Object Notation (JSON) format. "
avahi-glib,库, Glib libraries for avahi, Libraries for easy use of avahi from glib applications.
mpitests-openmpi,库, MPI tests package compiled against openmpi, MPI test suite compiled against the openmpi package
libmicrohttpd,库, Lightweight library for embedding a webserver in applications," GNU libmicrohttpd is a small C library that is supposed to make it
easy to run an HTTP server as part of another application.
Key features that distinguish libmicrohttpd from other projects are:

* C library: fast and small
* API is simple, expressive and fully reentrant
* Implementation is http 1.1 compliant
* HTTP server can listen on multiple ports
* Support for IPv6
* Support for incremental processing of POST data
* Creates binary of only 25k (for now)
* Three different threading models"
libosinfo,库, A library for managing OS information for virtualization," libosinfo is a library that allows virtualization provisioning tools to
determine the optimal device settings for a hypervisor/operating system
combination."
plexus-component-api,库, Plexus Component API, Plexus Component API
gdk-pixbuf2-modules,库, Additional image modules for gdk-pixbuf," This package contains the additional modules that are needed to load various
image formats such as ICO and JPEG."
python2-sqlalchemy,库, Modular and flexible ORM library for python," SQLAlchemy is an Object Relational Mappper (ORM) that provides a flexible,
high-level interface to SQL databases.  Database and domain concepts are
decoupled, allowing both sides maximum flexibility and power. SQLAlchemy
provides a powerful mapping layer that can work as automatically or as manually
as you choose, determining relationships based on foreign keys or letting you
define the join conditions explicitly, to bridge the gap between database and
domain.

This package includes the python 2 version of the module."
gstreamer1,库, GStreamer streaming media framework runtime," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plugins."
perl-LWP-MediaTypes,库, Guess media type for a file or a URL," This module provides functions for handling media (also known as MIME)
types and encodings. The mapping from file extensions to media types is
defined by the media.types file. If the ~/.media.types file exists it is
used instead. For backwards compatibility we will also look for
~/.mime.types."
ffmpeg-libs,库, Libraries for ffmpeg," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.
This package contains the libraries for ffmpeg"
java-1.8.0-alibaba-dragonwell-javadoc-zip,库, Alibaba Dragonwell 1.8.0 javadoc zip, Alibaba Dragonwell 1.8.0 javadoc zip
htmlcxx,库, A simple non-validating CSS1 and HTML parser for C++," htmlcxx is a simple non-validating html parser library for C++.
It allows to fully dump the original html document, character by character,
from the parse tree. It also has an intuitive tree traversal API."
perl-NDBM_File,库, Tied access to ndbm files," NDBM_File establishes a connection between a Perl hash variable and a file in
ndbm format. You can manipulate the data in the file just as if it were in
a Perl hash, but when your program exits, the data will remain in the file, to
be used the next time your program runs."
php-pecl-zip,库, A ZIP archive management extension, Zip is an extension to create and read zip files.
geronimo-jms-javadoc,库, API documentation for geronimo-jms, This package provides API documentation for geronimo-jms.
libknet1-plugins-all,库, Libknet1 plugins meta package, meta package to install all of libknet1 plugins
mingw64-glib2-static,库, Static version of the MinGW Windows GLib2 library, Static version of the MinGW Windows GLib2 library.
yelp-libs,库, Libraries for yelp, This package contains libraries used by the yelp help browser.
perl-fields,库, Compile-time class fields," The ""fields"" pragma enables compile-time and run-time verified class fields."
dbus-libs,库, Libraries for accessing D-BUS, This package contains lowlevel libraries for accessing D-BUS.
python2-mock,库, A Python Mocking and Patching Library for Testing," Mock is a Python module that provides a core mock class. It removes the need
to create a host of stubs throughout your test suite. After performing an
action, you can make assertions about which methods / attributes were used and
arguments they were called with. You can also specify return values and set"
rust-std-static,库, Standard library for Rust," This package includes the standard libraries for building applications
written in Rust."
python3-pycparser,库, C parser and AST generator written in Python," pycparser is a complete parser for the C language, written in pure Python.
It is a module designed to be easily integrated into applications that
need to parse C source code."
python3-cairo,库, Python 3 bindings for the cairo library, Python 3 bindings for the cairo library.
java-11-openjdk-headless-slowdebug,库, OpenJDK 11 Runtime Environment unoptimised with full debugging on," The OpenJDK 11 runtime environment without audio and video support.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
qt5-qtmultimedia,库, Qt5 - Multimedia support," The Qt Multimedia module provides a rich feature set that enables you to
easily take advantage of a platforms multimedia capabilites and hardware.
This ranges from the playback and recording of audio and video content to
the use of available devices like cameras and radios."
osgi-core-javadoc,库, API documentation for osgi-core, This package provides API documentation for osgi-core.
xalan-j2,库, Java XSLT processor," Xalan is an XSLT processor for transforming XML documents into HTML,
text, or other XML document types. It implements the W3C Recommendations
for XSL Transformations (XSLT) and the XML Path Language (XPath). It can
be used from the command line, in an applet or a servlet, or as a module
in other program."
maven-enforcer-javadoc,库, Javadoc for maven-enforcer, API documentation for maven-enforcer.
libreoffice-langpack-as,库, Assamese language pack for LibreOffice, Provides additional Assamese translations and resources for LibreOffice.
redhat-support-lib-python,库, Red Hat Support Software Development Library," This package contains the Red Hat Support Software Development Library.
Red Hat customers can use the library to easily integrate their help desk
solutions, IT infrastructure, etc. with the services provided by the
Red Hat Customer Portal.

The library provided by this package is an abstraction layer that simplifies
interactions with the Red Hat Customer Portal. Simply create an instance of
the API by providing the necessary authorization credentials, then use the
API object to interact with the Red Hat Customer Portal.

Some of the interactions supported by this API include, but are not limited to,
automatic diagnostic services on log files, knowledge base searching,
support case creation, attach files to support cases, view the status of
support cases, entitlement viewing, etc."
libreoffice-langpack-ga,库, Irish language pack for LibreOffice, Provides additional Irish translations and resources for LibreOffice.
libvirt-libs,库, Client side libraries, Shared libraries for accessing the libvirt daemon.
perl-locale,库, Pragma to use or avoid POSIX locales for built-in operations," This pragma tells the compiler to enable (or disable) the use of POSIX locales
for built-in operations (for example, LC_CTYPE for regular expressions,
LC_COLLATE for string comparison, and LC_NUMERIC for number formatting). Each
""use locale"" or ""no locale"" affects statements to the end of the enclosing
block."
perl-Parse-PMFile,库, Parses .pm file as PAUSE does," The most of the code of this module is taken from the PAUSE code as of
April 2013 almost verbatim. Thus, the heart of this module should be quite
stable. However, I made it not to use pipe (""-|"") as well as I stripped
database-related code. If you encounter any issue, that's most probably
because of my modification."
jcl-over-slf4j,库, JCL 1.1.1 implemented over SLF4J, JCL 1.1.1 implemented over SLF4J.
plexus-languages-javadoc,库, API documentation for plexus-languages, API documentation for plexus-languages.
scotch,库," Graph, mesh and hypergraph partitioning library"," Scotch is a software package for graph and mesh/hypergraph partitioning and
sparse matrix ordering. The parallel scotch libraries are packaged in the
ptscotch sub-packages."
openblas-static,库, Static version of OpenBLAS," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the static libraries."
mesa-libEGL,库, Mesa libEGL runtime libraries, Mesa libEGL runtime libraries.
hyphen-hu,库, Hungarian hyphenation rules, Hungarian hyphenation rules.
pgaudit,库, PostgreSQL Audit Extension," The PostgreSQL Audit extension (pgaudit) provides detailed session
and/or object audit logging via the standard PostgreSQL logging
facility.

The goal of the PostgreSQL Audit extension (pgaudit) is to provide
PostgreSQL users with capability to produce audit logs often required to
comply with government, financial, or ISO certifications.

An audit is an official inspection of an individual's or organization's
accounts, typically by an independent body. The information gathered by
the PostgreSQL Audit extension (pgaudit) is properly called an audit
trail or audit log. The term audit log is used in this documentation."
avahi-libs,库, Libraries for avahi run-time use," The avahi-libs package contains the libraries needed
to run programs that use avahi."
mpg123,库," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3"," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries."
python2-Cython,库, Language for writing Python extension modules," This is a development version of Pyrex, a language
for writing Python extension modules.

Python 2 version."
log4j,库, Java logging package," Log4j is a tool to help the programmer output log statements to a
variety of output targets."
python38-pytz,库, World Timezone Definitions for Python," pytz brings the Olson tz database into Python. This library allows accurate
and cross platform timezone calculations using Python 2.3 or higher. It
also solves the issue of ambiguous times at the end of daylight savings,
which you can read more about in the Python Library Reference
(datetime.tzinfo).

Almost all (over 540) of the Olson timezones are supported."
libreoffice-langpack-te,库, Telugu language pack for LibreOffice, Provides additional Telugu translations and resources for LibreOffice.
apache-commons-collections,库," Provides new interfaces, implementations and utilities for Java Collections"," The introduction of the Collections API by Sun in JDK 1.2 has been a
boon to quick and effective Java programming. Ready access to powerful
data structures has accelerated development by reducing the need for
custom container classes around each core object. Most Java2 APIs are
significantly easier to use because of the Collections API.
However, there are certain holes left unfilled by Sun's
implementations, and the Jakarta-Commons Collections Component strives
to fulfill them. Among the features of this package are:
- special-purpose implementations of Lists and Maps for fast access
- adapter classes from Java1-style containers (arrays, enumerations) to
Java2-style collections.
- methods to test or create typical set-theory properties of collections
such as union, intersection, and closure."
icedtea-web-javadoc,库, API documentation for IcedTea-Web, This package contains Javadocs for the IcedTea-Web project.
startup-notification,库, Library for tracking application startup," This package contains libstartup-notification which implements a
startup notification protocol. Using this protocol a desktop
environment can track the launch of an application and provide
feedback such as a busy cursor, among other features."
libxkbcommon-x11,库, X.Org X11 XKB keymap creation library," libxkbcommon-x11 is the X.Org library for creating keymaps by querying the X
server."
perl-Carp-Clan,库, Perl module to print improved warning messages," This module reports errors from the perspective of the caller of a
""clan"" of modules, similar to ""Carp.pm"" itself. But instead of giving
it a number of levels to skip on the calling stack, you give it a
pattern to characterize the package names of the ""clan"" of modules
which shall never be blamed for any error."
libnetfilter_queue,库, Netfilter queue userspace library," libnetfilter_queue is a userspace library providing an API to packets that have
been queued by the kernel packet filter. It is is part of a system that
deprecates the old ip_queue / libipq mechanism.

libnetfilter_queue has been previously known as libnfnetlink_queue."
bsh-javadoc,库, API documentation for bsh, This package provides API documentation for bsh.
libdav1d,库, Library files for dav1d," Library files for dav1d, the AV1 cross-platform Decoder."
isorelax-javadoc,库, API documentation for isorelax, API documentation for isorelax.
python3-abrt,库, ABRT Python 3 API," High-level API for querying, creating and manipulating
problems handled by ABRT in Python 3."
cyrus-sasl-plain,库,PLAIN and LOGIN authentication support for Cyrus SASL ,"The cyrus-sasl-plain package contains the Cyrus SASL plugins which support
PLAIN and LOGIN authentication schemes. "
gstreamer1-plugins-base,库, GStreamer streaming media framework base plugins," GStreamer is a streaming media framework, based on graphs of filters which
operate on media data. Applications using this library can do anything
from real-time sound processing to playing videos, and just about anything
else media-related.  Its plugin-based architecture means that new data
types or processing capabilities can be added simply by installing new
plug-ins.

This package contains a set of well-maintained base plug-ins."
rpm-plugin-fapolicyd,库, Rpm plugin for fapolicyd functionality, Rpm plugin for fapolicyd functionality.
mpg123-plugins-pulseaudio,库, Pulseaudio output plug-in for mpg123," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries.

Pulseaudio output plug-in."
libnice-gstreamer1,库, GStreamer plugin for libnice, The libnice-gstreamer1 package contains a gstreamer 1.0 plugin for libnice.
perl-PathTools,库," PathTools Perl module (Cwd, File::Spec)", This is the combined distribution for the File::Spec and Cwd modules.
libreoffice-ogltrans,库, 3D OpenGL slide transitions for LibreOffice," OpenGL Transitions enable 3D slide transitions to be used in LibreOffice.
Requires good quality 3D support for your graphics card for best experience."
libmodulemd1,库, Compatibility package for libmodulemd 1.x, Compatibility library for libmodulemd 1.x
perl-File-Fetch,库, Generic file fetching mechanism," File::Fetch allows you to fetch any file pointed to by a ""ftp"", ""http"",
""file"", ""git"", or ""rsync"" URI by a number of different means."
daxctl-libs,库," Management library for ""Device DAX"" devices"," Device DAX is a facility for establishing DAX mappings of performance /
feature-differentiated memory. daxctl-libs provides an enumeration /
control API for these devices."
elfutils-libelf-devel-static,库, Static archive of libelf," The elfutils-libelf-static package contains the static archive
for libelf."
python3-gpg,库,gpgme bindings for Python 3 ,gpgme bindings for Python 3. 
perl-Exporter,库, Implements default import method for modules," The Exporter module implements an import method which allows a module to
export functions and variables to its users' name spaces. Many modules use
Exporter rather than implementing their own import method because Exporter
provides a highly flexible interface, with an implementation optimized for
the common case."
dotnet-sdk-5.0,库, .NET 5.0 Software Development Kit," The .NET SDK is a collection of command line applications to
create, build, publish and run .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
redhat-menus,库, Configuration and data files for the desktop menus," This package contains the XML files that describe the menu layout for
GNOME and KDE, and the .desktop files that define the names and icons
of ""subdirectories"" in the menus."
php-pecl-apcu,库, APC User Cache," APCu is userland caching: APC stripped of opcode caching.

APCu only supports userland caching of variables.

The php-pecl-apcu-bc package provides a drop
in replacement for APC."
apr,库, Apache Portable Runtime library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines, forming a system
portability layer to as many operating systems as possible,
including Unices, MS Win32, BeOS and OS/2."
perl-Software-License,库, Package that provides templated software licenses, Software-License contains templates for common open source software licenses.
python38-resolvelib,库, Resolve abstract dependencies into concrete ones," ResolveLib at the highest level provides a Resolver class that
includes dependency resolution logic. You give it some things, and a little
information on how it should interact with them, and it will spit out a
resolution result. Intended Usage :: import resolvelib Things I want to
resolve. requirements [...] Implement logic so the resolver understands the
requirement format. class..."
mythes-de,库, German thesaurus, German thesaurus.
krb5-pkinit,库,The PKINIT module for Kerberos 5 ,"Kerberos is a network authentication system. The krb5-pkinit
package contains the PKINIT plugin, which allows clients
to obtain initial credentials from a KDC using a private key and a
certificate. "
libreoffice-langpack-xh,库, Xhosa language pack for LibreOffice, Provides additional Xhosa translations and resources for LibreOffice.
libpeas-loader-python3,库, Python 3 loader for libpeas," This package contains the Python 3 loader that is needed to
run Python 3 plugins that use libpeas."
perl-encoding-warnings,库, Warn on implicit encoding conversions," As of Perl 5.26.0, this module has no effect. The internal Perl feature that
was used to implement this module has been removed.  Hence, if you load this
module on Perl 5.26.0, you will get one warning that the module is no longer
supported; and the module will do nothing thereafter."
python2-bson,库, Python bson library," BSON is a binary-encoded serialization of JSON-like documents. BSON is designed
to be lightweight, traversable, and efficient. BSON, like JSON, supports the
embedding of objects and arrays within other objects and arrays."
libubsan,库,The Undefined Behavior Sanitizer runtime library ,"This package contains the Undefined Behavior Sanitizer library
which is used for -fsanitize=undefined instrumented programs. "
java-11-openjdk-demo-fastdebug,库, OpenJDK 11 Demos optimised with full debugging on," The OpenJDK 11 demos.
This package is optimised with full debugging. Install only as needed and remove ASAP."
GeoIP-GeoLite-data,库, Free GeoLite IP geolocation country database," The GeoLite databases are free IP geolocation databases. This package contains
a database that maps IPv4 addresses to countries.

This product includes GeoLite data created by MaxMind, available from
http://www.maxmind.com/"
yelp-xsl,库, XSL stylesheets for the yelp help browser, This package contains XSL stylesheets that are used by the yelp help browser.
ant-apache-bsf,库, Optional apache bsf tasks for ant, Optional apache bsf tasks for ant.
postgresql-contrib,库, Extension modules distributed with PostgreSQL," The postgresql-contrib package contains various extension modules that are
included in the PostgreSQL distribution."
ocaml-libguestfs,库, OCaml bindings for libguestfs," ocaml-libguestfs contains OCaml bindings for libguestfs.

This is for toplevel and scripting access only.  To compile OCaml
programs which use libguestfs you will also need ocaml-libguestfs-devel."
dotnet-templates-3.0,库, .NET Core 3.0 templates," This package contains templates used by the .NET Core SDK.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
perl-Data-UUID,库, Globally/Universally Unique Identifiers (GUIDs/UUIDs)," This module provides a framework for generating v3 UUIDs (Universally Unique
Identifiers, also known as GUIDs (Globally Unique Identifiers). A UUID is 128
bits long, and is guaranteed to be different from all other UUIDs/GUIDs
generated until 3400 CE.

UUIDs were originally used in the Network Computing System (NCS) and later in
the Open Software Foundation's (OSF) Distributed Computing Environment.
Currently many different technologies rely on UUIDs to provide unique identity
for various software components. Microsoft COM/DCOM for instance, uses GUIDs
very extensively to uniquely identify classes, applications and components
across network-connected systems.

The algorithm for UUID generation, used by this extension, is described in the
Internet Draft ""UUIDs and GUIDs"" by Paul J. Leach and Rich Salz (see RFC 4122).
It provides a reasonably efficient and reliable framework for generating UUIDs
and supports fairly high allocation rates - 10 million per second per machine -
and therefore is suitable for identifying both extremely short-lived and very
persistent objects on a given system as well as across the network.

This module provides several methods to create a UUID. In all methods,
<namespace> is a UUID and <name> is a free form string."
kbd-misc,库, Data for kbd package," The kbd-misc package contains data for kbd package - console fonts,
keymaps etc. Please note that kbd-misc is not helpful without kbd."
java-11-alibaba-dragonwell-static-libs,库, Alibaba Dragonwell11 static libs, Alibaba Dragonwell11 static libs
ruby-default-gems,库, Default gems which are part of Ruby StdLib," The .gemspec files and executables of default gems, which are part of Ruby
StdLib."
perl-Test-Exception,库, Library of test functions for exception based Perl code," This module provides a few convenience methods for testing exception
based code. It is built with Test::Builder and plays happily with
Test::More and friends."
maven2-javadoc,库, Javadoc for maven2, Javadoc for maven2.
python3-iscsi-initiator-utils,库,Python 3.6 bindings to iscsi-initiator-utils ,"The iscsi-initiator-utils-python3 package contains Python 3.6 bindings to the
libiscsi interface for interacting with iscsi-initiator-utils "
libyaml,库, YAML 1.1 parser and emitter written in C," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  LibYAML is a YAML parser and
emitter written in C."
libpng,库, A library of functions for manipulating PNG image format files," The libpng package contains a library of functions for creating and
manipulating PNG (Portable Network Graphics) image format files.  PNG
is a bit-mapped graphics format similar to the GIF format.  PNG was
created to replace the GIF format, since GIF uses a patented data
compression algorithm.

Libpng should be installed if you need to manipulate PNG format image
files."
golang-dbus,库, Go client bindings for D-Bus, Go client bindings for D-Bus
perl-Safe,库, Compile and execute code in restricted compartments," The Safe extension module allows the creation of compartments in which Perl
code can be evaluated. Please note that the restriction is not suitable for
security purposes."
php-mysqlnd,库, A module for PHP applications that use MySQL databases," The php-mysqlnd package contains a dynamic shared object that will add
MySQL database support to PHP. MySQL is an object-relational database
management system. PHP is an HTML-embeddable scripting language. If
you need MySQL support for PHP applications, you will need to install
this package and the php package.

This package use the MySQL Native Driver"
boost-mpich,库, Run-time component of Boost.MPI library," 
Run-time support for Boost.MPI-MPICH, a library providing a clean C++
API over the MPICH implementation of MPI."
gettext-libs,库, Libraries for gettext, This package contains libraries used internationalization support.
python3-ipaserver,库, Python libraries used by IPA server," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If you are installing an IPA server, you need to install this package."
apache-commons-logging,库, Apache Commons Logging," The commons-logging package provides a simple, component oriented
interface (org.apache.commons.logging.Log) together with wrappers for
logging systems. The user can choose at runtime which system they want
to use. In addition, a small number of basic implementations are
provided to allow users to use the package standalone.
commons-logging was heavily influenced by Avalon's Logkit and Log4J. The
commons-logging abstraction is meant to minimize the differences between
the two, and to allow a developer to not tie himself to a particular
logging implementation."
hyphen-pt,库, Portuguese hyphenation rules, Portuguese hyphenation rules.
dovecot-pgsql,库, Postgres SQL back end for dovecot, This package provides the Postgres SQL back end for dovecot-auth etc.
libisoburn,库, Library to enable creation and expansion of ISO-9660 filesystems," Libisoburn is a front-end for libraries libburn and libisofs which
enables creation and expansion of ISO-9660 filesystems on all CD/
DVD/BD media supported by libburn. This includes media like DVD+RW,
which do not support multi-session management on media level and
even plain disk files or block devices. Price for that is thorough
specialization on data files in ISO-9660 filesystem images. And so
libisoburn is not suitable for audio (CD-DA) or any other CD layout
which does not entirely consist of ISO-9660 sessions."
java-11-openjdk-devel-slowdebug,库, OpenJDK 11 Development Environment unoptimised with full debugging on," The OpenJDK 11 development tools.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
libdmmp,库,device-mapper-multipath C API library ,"This package contains the shared library for the device-mapper-multipath
C API library. "
python2-pytz,库, World Timezone Definitions for Python," pytz brings the Olson tz database into Python. This library allows accurate
and cross platform timezone calculations using Python 2.3 or higher. It
also solves the issue of ambiguous times at the end of daylight savings,
which you can read more about in the Python Library Reference
(datetime.tzinfo).

Almost all (over 540) of the Olson timezones are supported."
perl-Time-Local,库, Efficiently compute time from local and GMT time," This module provides functions that are the inverse of built-in perl functions
localtime() and gmtime(). They accept a date as a six-element array, and
return the corresponding time(2) value in seconds since the system epoch
(Midnight, January 1, 1970 GMT on Unix, for example). This value can be
positive or negative, though POSIX only requires support for positive values,
so dates before the system's epoch may not work on all operating systems."
libecpg,库, ECPG - Embedded SQL in C," An embedded SQL program consists of code written in an ordinary programming
language, in this case C, mixed with SQL commands in specially marked sections.
To build the program, the source code (*.pgc) is first passed through the
embedded SQL preprocessor, which converts it to an ordinary C program (*.c), and
afterwards it can be processed by a C compiler."
uom-systems,库, Units of Measurement Systems (JSR 363), Units of Measurement Systems - modules for JSR 363.
m17n-db,库, Multilingualization datafiles for m17n-lib," This package contains multilingualization (m17n) datafiles for m17n-lib
which describe input maps, encoding maps, OpenType font data and
font layout text rendering for languages."
PackageKit-glib,库, GLib libraries for accessing PackageKit, GLib libraries for accessing PackageKit.
libreoffice-base,库, Database front-end for LibreOffice," GUI database front-end for LibreOffice. Allows creation and management of
databases through a GUI."
perl-Hash-Util,库, General-utility hash subroutines," Hash::Util contains special functions for manipulating hashes that don't
really warrant a keyword."
perl-I18N-LangTags,库, Functions for dealing with RFC 3066 language tags," Language tags are a formalism, described in RFC 3066, for declaring what
language form (language and possibly dialect) a given chunk of information is
in. This library provides functions for common tasks involving language tags
as they are needed in a variety of protocols and applications."
pandoc,库, Conversion between markup formats," Pandoc is a Haskell library for converting from one markup format to another,
and a command-line tool that uses this library. It can read several dialects of
Markdown and (subsets of) HTML, reStructuredText, LaTeX, DocBook, JATS,
MediaWiki markup, TWiki markup, TikiWiki markup, Creole 1.0, Haddock markup,
OPML, Emacs Org-Mode, Emacs Muse, txt2tags, Vimwiki, Word Docx, ODT, and
Textile, and it can write Markdown, reStructuredText, XHTML, HTML 5, LaTeX,
ConTeXt, DocBook, JATS, OPML, TEI, OpenDocument, ODT, Word docx, RTF,
MediaWiki, DokuWiki, ZimWiki, Textile, groff man, groff ms, plain text, Emacs
Org-Mode, AsciiDoc, Haddock markup, EPUB (v2 and v3), FictionBook2, InDesign
ICML, Muse, LaTeX beamer slides, PowerPoint, and several kinds of
HTML/JavaScript slide shows (S5, Slidy, Slideous, DZSlides, reveal.js).

In contrast to most existing tools for converting Markdown to HTML, pandoc has
a modular design: it consists of a set of readers, which parse text in a given
format and produce a native representation of the document, and a set of
writers, which convert this native representation into a target format.
Thus, adding an input or output format requires only adding a reader or writer.

For pdf output please also install pandoc-pdf."
libudisks2,库, Dynamic library to access the udisksd daemon," This package contains the dynamic library, which provides
access to the udisksd daemon."
libbasicobjects,库, Basic object types for C, Basic object types
vid.stab,库," Video stabilize library for fmpeg, mlt or transcode"," Vidstab is a video stabilization library which can be plugged-in with Ffmpeg
and Transcode."
cdparanoia-libs,库, Libraries for libcdda_paranoia (Paranoia III)," The cdparanoia-libs package contains the dynamic libraries needed for
applications which read CD Digital Audio disks."
libkkc,库, Japanese Kana Kanji conversion library," libkkc provides a converter from Kana-string to
Kana-Kanji-mixed-string.  It was named after kkc.el in GNU Emacs, a
simple Kana Kanji converter, while libkkc tries to convert sentences
in a bit more complex way using N-gram language models."
dotnet-templates-3.1,库, .NET Core 3.1 templates," This package contains templates used by the .NET Core SDK.

ASP.NET Core is a fast, lightweight and modular platform for creating
cross platform web applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
libappindicator-gtk3,库, Application indicators library - GTK 3," A library to allow applications to export a menu into the Unity Menu bar. Based
on KSNI it also works in KDE and will fallback to generic Systray support if
none of those are available.

This package contains the GTK 3 version of this library."
libunrar,库, Decompress library for RAR v3 archives," The libunrar library allows programs linking against it to decompress
existing RAR v3 archives."
mingw32-win-iconv-static,库, Static version of the MinGW Windows Iconv library, Static version of the MinGW Windows Iconv library.
rubygems,库, The Ruby standard for packaging ruby libraries," RubyGems is the Ruby standard for publishing and managing third party
libraries."
sqlite-libs,库, Shared library for the sqlite3 embeddable SQL database engine., This package contains the shared library for sqlite.
boost-examples,库, Source examples for the Boost C++ libraries, This package contains example source files distributed with boost.
zziplib,库, Lightweight library to easily extract data from zip files," The zziplib library is intentionally lightweight, it offers the ability to
easily extract data from files archived in a single zip file. Applications
can bundle files into a single zip archive and access them. The implementation
is based only on the (free) subset of compression with the zlib algorithm
which is actually used by the zip/unzip tools."
perl-Pod-Markdown,库, Convert POD to Markdown, This module subclasses Pod::Parser and converts POD to Markdown.
librdkafka,库, The Apache Kafka C library," Librdkafka is a C/C++ library implementation of the Apache Kafka protocol,
containing both Producer and Consumer support.
It was designed with message delivery reliability and high performance in mind,
current figures exceed 800000 messages/second for the producer and 3 million
messages/second for the consumer."
perl-Test-Pod-Coverage,库, Check for pod coverage in your distribution," Test::Pod::Coverage is used to create a test for your distribution, to
ensure that all relevant files in your distribution are appropriately
documented in pod."
fltk,库, C++ user interface toolkit," FLTK (pronounced ""fulltick"") is a cross-platform C++ GUI toolkit.
It provides modern GUI functionality without the bloat, and supports
3D graphics via OpenGL and its built-in GLUT emulation."
mingw64-harfbuzz-static,库, Static version of the MinGW Windows Harfbuzz library, Static version of the MinGW Windows Harfbuzz library.
plexus-component-api-javadoc,库, Javadoc for plexus-component-api, API documentation for plexus-component-api.
openblas-serial64,库," An optimized BLAS library based on GotoBLAS2, serial version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the sequential library compiled with a 64-bit
interface."
