rpm_name,zero_description,zero_summary,description,summary,src_name,分层分类
fence-agents-all-4.2.1-89.an8_6.3,,,"A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package serves as a catch-all for all supported fence agents.","Set of unified programs capable of host isolation (""fencing"")",fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-amt-ws-4.2.1-89.an8_6.3,,,The fence-agents-amt-ws package contains a fence agent for AMT (WS-Man) devices.,Fence agent for Intel AMT (WS-Man) devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-apc-4.2.1-89.an8_6.3,,,Fence agent for APC devices that are accessed via telnet or SSH.,Fence agent for APC devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-apc-snmp-4.2.1-89.an8_6.3,,,Fence agents for APC devices that are accessed via the SNMP protocol.,Fence agents for APC devices (SNMP),fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-aws-4.2.1-89.an8_6.3,,,Fence agent for Amazon AWS instances.,Fence agent for Amazon AWS,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-azure-arm-4.2.1-89.an8_6.3,,,Fence agent for Azure Resource Manager instances.,Fence agent for Azure Resource Manager,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-bladecenter-4.2.1-89.an8_6.3,,,"Fence agent for IBM BladeCenter devices that are accessed
via telnet or SSH.",Fence agent for IBM BladeCenter,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-brocade-4.2.1-89.an8_6.3,,,Fence agent for Brocade devices that are accessed via telnet or SSH.,Fence agent for Brocade switches,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-cisco-mds-4.2.1-89.an8_6.3,,,"Fence agent for Cisco MDS 9000 series devices that are accessed
via the SNMP protocol.",Fence agent for Cisco MDS 9000 series,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-cisco-ucs-4.2.1-89.an8_6.3,,,"Fence agent for Cisco UCS series devices that are accessed
via the SNMP protocol.",Fence agent for Cisco UCS series,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-common-4.2.1-89.an8_6.3,,,"A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package contains support files including the Python fencing library.",Common base for Fence Agents,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-compute-4.2.1-89.an8_6.3,,,Fence agent for Nova compute nodes.,Fence agent for Nova compute nodes,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-drac5-4.2.1-89.an8_6.3,,,"Fence agent for Dell DRAC 5 series devices that are accessed
via telnet or SSH.",Fence agent for Dell DRAC 5,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-eaton-snmp-4.2.1-89.an8_6.3,,,"Fence agent for Eaton network power switches that are accessed
via the SNMP protocol.",Fence agent for Eaton network power switches,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-emerson-4.2.1-89.an8_6.3,,,"Fence agent for Emerson devices that are accessed via
the SNMP protocol.",Fence agent for Emerson devices (SNMP),fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-eps-4.2.1-89.an8_6.3,,,"Fence agent for ePowerSwitch 8M+ power switches that are accessed
via the HTTP(s) protocol.",Fence agent for ePowerSwitch 8M+ power switches,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-gce-4.2.1-89.an8_6.3,,,Fence agent for GCE (Google Cloud Engine) instances.,Fence agent for GCE (Google Cloud Engine),fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-heuristics-ping-4.2.1-89.an8_6.3,,,"Fence pseudo agent used to affect other agents based on
ping-heuristics.",Pseudo fence agent to affect other agents based on ping-heuristics,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-hpblade-4.2.1-89.an8_6.3,,,"Fence agent for HP BladeSystem devices that are accessed via telnet
or SSH.",Fence agent for HP BladeSystem devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ibmblade-4.2.1-89.an8_6.3,,,"Fence agent for IBM BladeCenter devices that are accessed
via the SNMP protocol.",Fence agent for IBM BladeCenter,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ibm-powervs-4.2.1-89.an8_6.3,,,Fence agent for IBM PowerVS that are accessed via REST API.,Fence agent for IBM PowerVS,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ibm-vpc-4.2.1-89.an8_6.3,,,Fence agent for IBM Cloud VPC that are accessed via REST API.,Fence agent for IBM Cloud VPC,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ifmib-4.2.1-89.an8_6.3,,,"Fence agent for IF-MIB interfaces that are accessed via
the SNMP protocol.",Fence agent for devices with IF-MIB interfaces,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ilo2-4.2.1-89.an8_6.3,,,"Fence agents for HP iLO2 devices that are accessed via
the HTTP(s) protocol.",Fence agents for HP iLO2 devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ilo-moonshot-4.2.1-89.an8_6.3,,,"Fence agent for HP iLO Moonshot devices that are accessed
via telnet or SSH.",Fence agent for HP iLO Moonshot devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ilo-mp-4.2.1-89.an8_6.3,,,Fence agent for HP iLO MP devices that are accessed via telnet or SSH.,Fence agent for HP iLO MP devices,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ilo-ssh-4.2.1-89.an8_6.3,,,Fence agents for HP iLO devices that are accessed via telnet or SSH.,Fence agents for HP iLO devices over SSH,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-intelmodular-4.2.1-89.an8_6.3,,,"Fence agent for Intel Modular interfaces that are accessed
via the SNMP protocol.",Fence agent for devices with Intel Modular interfaces,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ipdu-4.2.1-89.an8_6.3,,,"Fence agent for IBM iPDU network power switches that are accessed
via the SNMP protocol.",Fence agent for IBM iPDU network power switches,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-ipmilan-4.2.1-89.an8_6.3,,,Fence agents for devices with IPMI interface.,Fence agents for devices with IPMI interface,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-kdump-4.2.1-89.an8_6.3,,,Fence agent for use with kdump crash recovery service.,Fence agent for use with kdump crash recovery service,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-kubevirt-4.2.1-89.an8_6.3,,,Fence agent for KubeVirt platform.,Fence agent for KubeVirt platform,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-lpar-4.2.1-89.an8_6.3,,,Fence agent for IBM LPAR devices that are accessed via telnet or SSH.,Fence agent for IBM LPAR,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-mpath-4.2.1-89.an8_6.3,,,"Fence agent for SCSI persistent reservation over
Device Mapper Multipath.",Fence agent for reservations over Device Mapper Multipath,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-redfish-4.2.1-89.an8_6.3,,,The fence-agents-redfish package contains a fence agent for Redfish,Fence agent for Redfish,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-rhevm-4.2.1-89.an8_6.3,,,Fence agent for RHEV-M via REST API.,Fence agent for RHEV-M,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-rsa-4.2.1-89.an8_6.3,,,"Fence agent for IBM RSA II devices that are accessed
via telnet or SSH.",Fence agent for IBM RSA II,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-rsb-4.2.1-89.an8_6.3,,,"Fence agent for Fujitsu RSB devices that are accessed
via telnet or SSH.",Fence agent for Fujitsu RSB,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-sbd-4.2.1-89.an8_6.3,,,Fence agent for SBD (storage-based death).,Fence agent for SBD (storage-based death),fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-scsi-4.2.1-89.an8_6.3,,,Fence agent for SCSI persistent reservations.,Fence agent for SCSI persistent reservations,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-virsh-4.2.1-89.an8_6.3,,,Fence agent for virtual machines that are accessed via SSH.,Fence agent for virtual machines based on libvirt,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-vmware-rest-4.2.1-89.an8_6.3,,,Fence agent for VMWare with REST API.,Fence agent for VMWare with REST API,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-vmware-soap-4.2.1-89.an8_6.3,,,Fence agent for VMWare with SOAP API v4.1+.,Fence agent for VMWare with SOAP API v4.1+,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-agents-wti-4.2.1-89.an8_6.3,,,"Fence agent for WTI network power switches that are accessed
via telnet or SSH.",Fence agent for WTI Network power switches,fence-agents-4.2.1-89.an8_6.3.src.rpm,应用服务
fence-virt-1.0.0-2.an8,,,Fencing agent for virtual machines.,A pluggable fencing framework for virtual machines,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-1.0.0-2.an8,,,"This package provides the host server framework, fence_virtd,
for fence_virt.  The fence_virtd host daemon is resposible for
processing fencing requests from virtual machines and routing
the requests to the appropriate physical machine for action.",Daemon which handles requests from fence-virt,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-cpg-1.0.0-2.an8,,,"Provides fence_virtd with a connection to libvirt to fence
virtual machines. Uses corosync CPG to keep track of VM
locations to allow for non-local VMs to be fenced when VMs
are located on corosync cluster nodes.",CPG/libvirt backend for fence-virtd,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-libvirt-1.0.0-2.an8,,,"Provides fence_virtd with a connection to libvirt to fence
virtual machines.  Useful for running a cluster of virtual
machines on a desktop.",Libvirt backend for fence-virtd,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-multicast-1.0.0-2.an8,,,Provides multicast listener capability for fence-virtd.,Multicast listener for fence-virtd,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-serial-1.0.0-2.an8,,,Provides serial VMChannel listener capability for fence-virtd.,Serial VMChannel listener for fence-virtd,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fence-virtd-tcp-1.0.0-2.an8,,,Provides TCP listener capability for fence-virtd.,TCP listener for fence-virtd,fence-virt-1.0.0-2.an8.src.rpm,应用服务
fetchmail-6.4.24-1.0.1.an8,,,"Fetchmail is a remote mail retrieval and forwarding utility intended
for use over on-demand TCP/IP links, like SLIP or PPP connections.
Fetchmail supports every remote-mail protocol currently in use on the
Internet (POP2, POP3, RPOP, APOP, KPOP, all IMAPs, ESMTP ETRN, IPv6,
and IPSEC) for retrieval. Then Fetchmail forwards the mail through
SMTP so you can read it through your favorite mail client.

Install fetchmail if you need to retrieve mail over SLIP or PPP
connections.",A remote mail retrieval and forwarding utility,fetchmail-6.4.24-1.0.1.an8.src.rpm,应用工具
ffmpeg-4.2.4-1.an8,,,"FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.",Digital VCR and streaming server,ffmpeg-4.2.4-1.an8.src.rpm,应用库
ffmpeg-libs-4.2.4-1.an8,,,"FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.
This package contains the libraries for ffmpeg",Libraries for ffmpeg,ffmpeg-4.2.4-1.an8.src.rpm,应用库
libavdevice-4.2.4-1.an8,,,"Libavdevice is a complementary library to libavf ""libavformat"". It provides
various ""special"" platform-specific muxers and demuxers, e.g. for grabbing
devices, audio capture and playback etc.",Special devices muxing/demuxing library,ffmpeg-4.2.4-1.an8.src.rpm,应用库
ffmpegthumbnailer-2.2.0-9.an8,,,This video thumbnailer can be used to create thumbnails for your video files.,Lightweight video thumbnailer that can be used by file managers,ffmpegthumbnailer-2.2.0-9.an8.src.rpm,应用工具
fftw-3.3.5-11.el8,,,"FFTW is a C subroutine library for computing the Discrete Fourier
Transform (DFT) in one or more dimensions, of both real and complex
data, and of arbitrary input size.",A Fast Fourier Transform library,fftw-3.3.5-11.el8.src.rpm,应用库
fftw-libs-3.3.5-11.el8,,,"This is a dummy package package, pulling in the individual FFTW
run-time libraries.",FFTW run-time library,fftw-3.3.5-11.el8.src.rpm,应用库
fftw-libs-double-3.3.5-11.el8,,,This package contains the FFTW library compiled in double precision.,"FFTW library, double precision",fftw-3.3.5-11.el8.src.rpm,应用库
fftw-libs-long-3.3.5-11.el8,,,"This package contains the FFTW library compiled in long double
precision.","FFTW library, long double precision",fftw-3.3.5-11.el8.src.rpm,应用库
fftw-libs-quad-3.3.5-11.el8,,,"This package contains the FFTW library compiled in quadruple
precision.","FFTW library, quadruple",fftw-3.3.5-11.el8.src.rpm,应用库
fftw-libs-single-3.3.5-11.el8,,,This package contains the FFTW library compiled in single precision.,"FFTW library, single precision",fftw-3.3.5-11.el8.src.rpm,应用库
fftw-static-3.3.5-11.el8,,,"The fftw-static package contains the statically linkable version of
the FFTW fast Fourier transform library.",Static versions of the FFTW libraries,fftw-3.3.5-11.el8.src.rpm,应用库
fdo-admin-cli-0.4.5-1.an8,,,FDO admin tools implementation,FDO admin tools implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-client-0.4.5-1.an8,,,FDO Client implementation,FDO Client implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-init-0.4.5-1.an8,,,dracut module for device initialization,dracut module for device initialization,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-manufacturing-server-0.4.5-1.an8,,,FDO Manufacturing Server implementation,FDO Manufacturing Server implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-owner-cli-0.4.5-1.an8,,,FDO Owner tools implementation,FDO Owner tools implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-owner-onboarding-server-0.4.5-1.an8,,,FDO Owner Onboarding Server implementation,FDO Owner Onboarding Server implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
fdo-rendezvous-server-0.4.5-1.an8,,,FDO Rendezvous Server implementation,FDO Rendezvous Server implementation,fido-device-onboard-0.4.5-1.an8.src.rpm,应用工具
file-5.33-20.an8,,,"The file command is used to identify a particular file according to the
type of data contained by the file.  File can identify many different
file types, including ELF binaries, system libraries, RPM packages, and
different graphics formats.",A utility for determining file types,file-5.33-20.an8.src.rpm,应用工具
file-libs-5.33-20.an8,,,"
Libraries for applications using libmagic.",Libraries for applications using libmagic,file-5.33-20.an8.src.rpm,应用库
python3-magic-5.33-20.an8,,,"This package contains the Python 3 bindings to allow access to the
libmagic API. The libmagic library is also used by the familiar
file(1) command.",Python 3 bindings for the libmagic API,file-5.33-20.an8.src.rpm,应用库
file-roller-3.28.1-4.an8,,,"File Roller is an application for creating and viewing archives files,
such as tar or zip files.",Tool for viewing and creating archives,file-roller-3.28.1-4.an8.src.rpm,系统工具
filesystem-3.8-6.an8,,,"The filesystem package is one of the basic packages that is installed
on a Linux system. Filesystem contains the basic directory layout
for a Linux operating system, including the correct permissions for
the directories.",The basic directory layout for a Linux system,filesystem-3.8-6.an8.src.rpm,基础环境
findutils-4.6.0-20.el8,,,"The findutils package contains programs which will help you locate
files on your system.  The find utility searches through a hierarchy
of directories looking for files which match a certain set of criteria
(such as a file name pattern).  The xargs utility builds and executes
command lines from standard input arguments (usually lists of file
names generated by the find command).

You should install findutils because it includes tools that are very
useful for finding things on your system.",The GNU versions of find utilities (find and xargs),findutils-4.6.0-20.el8.src.rpm,系统工具
fio-3.22-1.0.1.an8,,,"fio is an I/O tool that will spawn a number of threads or processes doing
a particular type of io action as specified by the user.  fio takes a
number of global parameters, each inherited by the thread unless
otherwise parameters given to them overriding that setting is given.
The typical use of fio is to write a job file matching the io load
one wants to simulate.",Multithreaded IO generation tool,fio-3.22-1.0.1.an8.src.rpm,应用工具
fipscheck-1.5.0-4.el8,,,"FIPSCheck is a library for integrity verification of FIPS validated
modules. The package also provides helper binaries for creation and
verification of the HMAC-SHA256 checksum files.",A library for integrity verification of FIPS validated modules,fipscheck-1.5.0-4.el8.src.rpm,应用库
fipscheck-lib-1.5.0-4.el8,,,This package contains the FIPSCheck library.,Library files for fipscheck,fipscheck-1.5.0-4.el8.src.rpm,应用库
firefox-91.10.0-1.0.1.an8_6,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.10.0-1.0.1.an8_6.src.rpm,应用工具/桌面
firefox-91.11.0-2.0.1.an8_6,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.11.0-2.0.1.an8_6.src.rpm,应用工具/桌面
firefox-91.12.0-2.0.1.an8_6,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.12.0-2.0.1.an8_6.src.rpm,应用工具/桌面
firefox-91.13.0-1.0.1.an8_6,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.13.0-1.0.1.an8_6.src.rpm,应用工具/桌面
firefox-91.9.0-1.0.1.an8_5,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.9.0-1.0.1.an8_5.src.rpm,应用工具/桌面
firefox-91.9.1-1.0.1.an8_6,,,"Mozilla Firefox is an open-source web browser, designed for standards
compliance, performance and portability.",Mozilla Firefox Web browser,firefox-91.9.1-1.0.1.an8_6.src.rpm,应用工具/桌面
firewall-applet-0.9.3-13.0.1.an8,,,"The firewall panel applet provides a status information of firewalld and also
the firewall settings.",Firewall panel applet,firewalld-0.9.3-13.0.1.an8.src.rpm,系统服务
firewall-config-0.9.3-13.0.1.an8,,,"The firewall configuration application provides an configuration interface for
firewalld.",Firewall configuration application,firewalld-0.9.3-13.0.1.an8.src.rpm,系统服务
firewalld-0.9.3-13.0.1.an8,"firewalld is a firewall service daemon that provides a dynamic customizable
firewall with a D-Bus interface.",A firewall daemon with D-Bus interface providing a dynamic firewall,,,firewalld-0.9.3-13.0.1.an8.src.rpm,系统服务
firewalld-filesystem-0.9.3-13.0.1.an8,,,"This package provides directories and rpm macros which
are required by other packages that add firewalld configuration files.",Firewalld directory layout and rpm macros,firewalld-0.9.3-13.0.1.an8.src.rpm,系统服务
python3-firewall-0.9.3-13.0.1.an8,,,Python3 bindings for firewalld.,Python3 bindings for firewalld,firewalld-0.9.3-13.0.1.an8.src.rpm,系统库
flac-1.3.2-9.el8,,,"FLAC stands for Free Lossless Audio Codec. Grossly oversimplified, FLAC
is similar to Ogg Vorbis, but lossless. The FLAC project consists of
the stream format, reference encoders and decoders in library form,
flac, a command-line program to encode and decode FLAC files, metaflac,
a command-line metadata editor for FLAC files and input plugins for
various music players.

This package contains the command-line tools and documentation.",An encoder/decoder for the Free Lossless Audio Codec,flac-1.3.2-9.el8.src.rpm,应用库
flac-libs-1.3.2-9.el8,,,"FLAC stands for Free Lossless Audio Codec. Grossly oversimplified, FLAC
is similar to Ogg Vorbis, but lossless. The FLAC project consists of
the stream format, reference encoders and decoders in library form,
flac, a command-line program to encode and decode FLAC files, metaflac,
a command-line metadata editor for FLAC files and input plugins for
various music players.
This package contains the FLAC libraries.",Libraries for the Free Lossless Audio Codec,flac-1.3.2-9.el8.src.rpm,应用库
flatpak-1.8.7-1.an8,,,"flatpak is a system for building, distributing and running sandboxed desktop
applications on Linux. See https://wiki.gnome.org/Projects/SandboxedApps for
more information.",Application deployment framework for desktop apps,flatpak-1.8.7-1.an8.src.rpm,应用服务
flatpak-libs-1.8.7-1.an8,,,This package contains libflatpak.,Libraries for flatpak,flatpak-1.8.7-1.an8.src.rpm,应用库
flatpak-selinux-1.8.7-1.an8,,,This package contains the SELinux policy module for flatpak.,SELinux policy module for flatpak,flatpak-1.8.7-1.an8.src.rpm,应用服务
flatpak-session-helper-1.8.7-1.an8,,,"This package contains the org.freedesktop.Flatpak user D-Bus service
that's used by flatpak and other packages.",User D-Bus service used by flatpak and others,flatpak-1.8.7-1.an8.src.rpm,应用服务
flatpak-builder-1.0.9-3.an8,,,"Flatpak-builder is a tool for building flatpaks from sources.

See http://flatpak.org/ for more information.",Tool to build flatpaks from source,flatpak-builder-1.0.9-3.an8.src.rpm,应用工具
flatpak-spawn-1.0.4-4.an8,,,"This package contains the flatpak-spawn command-line utility. It can be
used to talk to the org.freedesktop.Flatpak service to spawn new sandboxes,
run commands on the host, or use one of the session or system helpers.",Command-line frontend for the org.freedesktop.Flatpak service,flatpak-xdg-utils-1.0.4-4.an8.src.rpm,应用服务
flatpak-xdg-utils-1.0.4-4.an8,,,"This package contains a number of command-line utilities for use inside
Flatpak sandboxes. They work by talking to portals.",Command-line tools for use inside Flatpak sandboxes,flatpak-xdg-utils-1.0.4-4.an8.src.rpm,应用工具
flex-2.6.1-9.el8,,,"The flex program generates scanners.  Scanners are programs which can
recognize lexical patterns in text.  Flex takes pairs of regular
expressions and C code as input and generates a C source file as
output.  The output file is compiled and linked with a library to
produce an executable.  The executable searches through its input for
occurrences of the regular expressions.  When a match is found, it
executes the corresponding C code.  Flex was designed to work with
both Yacc and Bison, and is used by many programs as part of their
build process.

You should install flex if you are going to use your system for
application development.",A tool for creating scanners (text pattern recognizers),flex-2.6.1-9.el8.src.rpm,系统工具
flite-1.3-31.el8,,,"Flite (festival-lite) is a small, fast run-time speech synthesis engine
developed at CMU and primarily designed for small embedded machines and/or
large servers. Flite is designed as an alternative synthesis engine to
Festival for voices built using the FestVox suite of voice building tools.","Small, fast speech synthesis engine (text-to-speech)",flite-1.3-31.el8.src.rpm,应用工具
fltk-1.3.4-5.el8,,,"FLTK (pronounced ""fulltick"") is a cross-platform C++ GUI toolkit.
It provides modern GUI functionality without the bloat, and supports
3D graphics via OpenGL and its built-in GLUT emulation.",C++ user interface toolkit,fltk-1.3.4-5.el8.src.rpm,应用库
flute-1.3.0-18.OOo31.0.1.an8,,,"A Cascading Style Sheets parser using the Simple API for CSS, for Java.",Java CSS parser using SAC,flute-1.3.0-18.OOo31.0.1.an8.src.rpm,应用库
flute-1.3.0-18.OOo31.el8,,,"A Cascading Style Sheets parser using the Simple API for CSS, for Java.",Java CSS parser using SAC,flute-1.3.0-18.OOo31.el8.src.rpm,应用库
fontawesome-fonts-4.7.0-4.el8,,,"Font Awesome gives you scalable vector icons that can instantly be
customized _ size, color, drop shadow, and anything that can be done with the
power of CSS.

This package contains OpenType and TrueType font files which are typically used
locally.",Iconic font set,fontawesome-fonts-4.7.0-4.el8.src.rpm,字体
fontawesome-fonts-web-4.7.0-4.el8,,,"Font Awesome gives you scalable vector icons that can instantly be
customized _ size, color, drop shadow, and anything that can be done with the
power of CSS.

This package contains CSS, SCSS and LESS style files as well as Web Open Font
Format versions 1 and 2, Embedded OpenType and SVG font files which are
typically used on the web.","Iconic font set, web files",fontawesome-fonts-4.7.0-4.el8.src.rpm,字体
fontconfig-2.13.1-4.an8,"Fontconfig is designed to locate fonts within the
system and select them according to requirements specified by
applications.",Font configuration and customization library,,,fontconfig-2.13.1-4.an8.src.rpm,应用工具
fontforge-20200314-5.0.1.an8,,,"FontForge (former PfaEdit) is a font editor for outline and bitmap
fonts. It supports a range of font formats, including PostScript
(ASCII and binary Type 1, some Type 3 and Type 0), TrueType, OpenType
(Type2) and CID-keyed fonts.",Outline and bitmap font editor,fontforge-20200314-5.0.1.an8.src.rpm,应用工具
fontpackages-filesystem-1.44-22.el8,,,"This package contains the basic directory layout used by font packages,
including the correct permissions for the directories.",Directories used by font packages,fontpackages-1.44-22.el8.src.rpm,应用工具
fonts-tweak-tool-0.4.5-3.el8,,,"fonts-tweak-tool is a GUI tool for customizing fonts per language on desktops
using fontconfig.",Tool for customizing fonts per language,fonts-tweak-tool-0.4.5-3.el8.src.rpm,应用工具
foomatic-4.0.12-23.el8,,,"Foomatic is a comprehensive, spooler-independent database of printers,
printer drivers, and driver descriptions. This package contains
utilities to generate driver description files and printer queues for
CUPS, LPD, LPRng, and PDQ using the database (packaged separately).
There is also the possibility to read the PJL options out of PJL-capable
laser printers and take them into account at the driver description
file generation.

There are spooler-independent command line interfaces to manipulate
queues (foomatic-configure) and to print files/manipulate jobs
(foomatic printjob).

The site http://www.linuxprinting.org/ is based on this database.",Tools for using the foomatic database of printers and printer drivers,foomatic-4.0.12-23.el8.src.rpm,应用服务
foomatic-db-4.0-57.20180102.el8,,,"This is the database of printers, printer drivers, and driver options
for Foomatic.

The site http://www.openprinting.org/ is based on this database.",Database of printers and printer drivers,foomatic-db-4.0-57.20180102.el8.src.rpm,应用服务
foomatic-db-filesystem-4.0-57.20180102.el8,,,Directory layout for the foomatic package.,Directory layout for the foomatic package,foomatic-db-4.0-57.20180102.el8.src.rpm,应用服务
foomatic-db-ppds-4.0-57.20180102.el8,,,PPDs from printer manufacturers.,PPDs from printer manufacturers,foomatic-db-4.0-57.20180102.el8.src.rpm,应用服务
forge-parent-38-11.module+el8.2.0+10048+55533a4a,,,"Sonatype Forge is an open-source community dedicated to the creation of the
next-generation of development tools and technologies.",Sonatype Forge Parent Pom,forge-parent-38-11.module+el8.2.0+10048+55533a4a.src.rpm,系统库
fpc-srpm-macros-1.3-1.an8,,,"This package contains RPM macros needed by packages built with the
Free Pascal Compiler. For example, it makes available a macro that
lists all architectures where fpc is available.",RPM macros needed by packages built with Free Pascal Compiler,fpc-srpm-macros-1.3-1.an8.src.rpm,系统库
fprintd-1.90.9-2.an8,,,D-Bus service to access fingerprint readers.,D-Bus service for Fingerprint reader access,fprintd-1.90.9-2.an8.src.rpm,应用服务
fprintd-pam-1.90.9-2.an8,,,"PAM module that uses the fprintd D-Bus service for fingerprint
authentication.",PAM module for fingerprint authentication,fprintd-1.90.9-2.an8.src.rpm,应用服务
freeglut-3.0.0-8.el8,,,"freeglut is a completely open source alternative to the OpenGL Utility Toolkit
(GLUT) library with an OSI approved free software license. GLUT was originally
written by Mark Kilgard to support the sample programs in the second edition
OpenGL 'RedBook'. Since then, GLUT has been used in a wide variety of practical
applications because it is simple, universally available and highly portable.

freeglut allows the user to create and manage windows containing OpenGL
contexts on a wide range of platforms and also read the mouse, keyboard and
joystick functions.",A freely licensed alternative to the GLUT library,freeglut-3.0.0-8.el8.src.rpm,应用库
freeimage-3.18.0-8.an8,,,"FreeImage is a library for developers who would like to support popular
graphics image formats like PNG, BMP, JPEG, TIFF and others as needed by
today's multimedia applications.",Multi-format image decoder library,freeimage-3.18.0-8.an8.src.rpm,应用库
freeimage-plus-3.18.0-8.an8,,,The freeimage-plus package contains the C++ wrapper library for freeimage.,C++ wrapper for FreeImage,freeimage-3.18.0-8.an8.src.rpm,应用库
freeipmi-1.6.8-1.an8,,,"The FreeIPMI project provides ""Remote-Console"" (out-of-band) and
""System Management Software"" (in-band) based on Intelligent
Platform Management Interface specification.",IPMI remote console and system management software,freeipmi-1.6.8-1.an8.src.rpm,应用工具
