name,label,predict,summary,description,人工初判
lz4,工具,库,Extremely fast compression algorithm ,"LZ4 is an extremely fast loss-less compression algorithm, providing compression
speed at 400 MB/s per core, scalable with multi-core CPU. It also features
an extremely fast decoder, with speed in multiple GB/s per core, typically
reaching RAM speed limits on multi-core systems. ",工具
tesseract-tools,工具,库, Training tools for tesseract, The tesseract-tools package contains tools for training tesseract.,工具
osbuild-selinux,工具,库, SELinux policies," Contains the necessary SELinux policies that allows
osbuild to use labels unknown to the host inside the
containers it uses to build OS artifacts.",工具
ncurses,工具,库, Ncurses support utilities," The curses library routines are a terminal-independent method of
updating character screens with reasonable optimization.  The ncurses
(new curses) library is a freely distributable replacement for the
discontinued 4.4 BSD classic curses library.

This package contains support utilities, including a terminfo compiler
tic, a decompiler infocmp, clear, tput, tset, and a termcap conversion
tool captoinfo.",工具
syslinux-nonlinux,工具,库, SYSLINUX modules which aren't run from linux.," All the SYSLINUX binaries that run from the firmware rather than from a
linux host. It also includes a tool, MEMDISK, which loads legacy operating
systems from media.",工具
jomolhari-fonts,其它,工具, Jomolhari a Bhutanese style font for Tibetan and Dzongkha," Jomolhari is an TrueType OpenType Bhutanese style font for Dzongkha and
Tibetan text. It is based on Bhutanese manuscript examples, supports the
Unicode and the Chinese encoding for Tibetan.
The font supports the standard combinations used in most texts.",其它
open-sans-fonts,其它,库, Open Sans is a humanist sans-serif typeface designed by Steve Matteson," Open Sans is a humanist sans serif typeface designed by Steve Matteson, Type
Director of Ascender Corp. This version contains the complete 897 character
set, which includes the standard ISO Latin 1, Latin CE, Greek and Cyrillic
character sets. Open Sans was designed with an upright stress, open forms and
a neutral, yet friendly appearance. It was optimized for print, web, and mobile
interfaces, and has excellent legibility characteristics in its letter forms.",其它
julietaula-montserrat-fonts,其它,库, Sans-serif typeface inspired from Montserrat area," 
A typeface inspired by signs around the Montserrat area of Buenos Aires, Argentina",其它
perl-File-Which,库,工具, Portable implementation of the 'which' utility," File::Which is a portable implementation (in Perl) of 'which', and can
be used to get the absolute filename of an executable program
installed somewhere in your PATH, or just check for its existence.",库
libreport-anaconda,库,工具, Default configuration for reporting anaconda bugs," Default configuration for reporting Anaconda problems or uploading the gathered
data over ftp/scp...",库
python3-rtslib,库,工具, API for Linux kernel LIO SCSI target, API for generic Linux SCSI kernel target.,库
jsch,库,工具, Pure Java implementation of SSH2," JSch allows you to connect to an sshd server and use port forwarding,
X11 forwarding, file transfer, etc., and you can integrate its
functionality into your own Java programs.",库
libnbd-bash-completion,库,工具, Bash tab-completion for libnbd," Install this package if you want intelligent bash tab-completion
for libnbd.",库
ocaml-libguestfs,库,工具, OCaml bindings for libguestfs," ocaml-libguestfs contains OCaml bindings for libguestfs.

This is for toplevel and scripting access only.  To compile OCaml
programs which use libguestfs you will also need ocaml-libguestfs-devel.",库
hawtjni,库,工具, Code generator that produces the JNI code," HawtJNI is a code generator that produces the JNI code needed to
implement java native methods. It is based on the jnigen code generator
that is part of the SWT Tools project which is used to generate all the
JNI code which powers the eclipse platform.",库
colord-libs,库,服务, Color daemon library," colord is a low level system activated daemon that maps color devices
to color profiles in the system context.",库
python3-clufter,库,工具, Library for transforming/analyzing cluster configuration formats," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains clufter library including built-in plugins.",库
exiv2,库,工具, Exif and Iptc metadata manipulation library," A command line utility to access image metadata, allowing one to:
* print the Exif metadata of Jpeg images as summary info, interpreted values,
  or the plain data for each tag
* print the Iptc metadata of Jpeg images
* print the Jpeg comment of Jpeg images
* set, add and delete Exif and Iptc metadata of Jpeg images
* adjust the Exif timestamp (that's how it all started...)
* rename Exif image files according to the Exif timestamp
* extract, insert and delete Exif metadata (including thumbnails),
  Iptc metadata and Jpeg comments",库
pki-symkey,库,工具, PKI Symmetric Key Package," The PKI Symmetric Key Java Package supplies various native
symmetric key operations to Java programs.",库
oci-umount,库,工具, OCI umount hook for docker," OCI umount hooks umount potential leaked mount points in a containers
mount name-spaces",库
libsss_simpleifp,库,服务, The SSSD D-Bus responder helper library, Provides library that simplifies D-Bus API for the SSSD InfoPipe responder.,库
perl-IPC-Cmd,库,工具, Finding and running system commands made easy," IPC::Cmd allows you to run commands platform independently, interactively
if desired, but have them still work.",库
libdb-utils,库,工具,Command line tools for managing Berkeley DB databases ,"The Berkeley Database (Berkeley DB) is a programmatic toolkit that
provides embedded database support for both traditional and
client/server applications. Berkeley DB includes B+tree, Extended
Linear Hashing, Fixed and Variable-length record access methods,
transactions, locking, logging, shared memory caching, and database
recovery. DB supports C, C++, Java and Perl APIs. ",工具
jigawatts,库,工具, Java CRIU helper," CRIU is a Linux utility that allows the checkpointing and restoring
of processes.You can read more about CRIU at criu.org. CRIU for
Java is a package which makes it more convenient to use CRIU from
Java.",库
beust-jcommander,库,工具, Java framework for parsing command line parameters," JCommander is a very small Java framework that makes it trivial to
parse command line parameters (with annotations).",库
ibus-devel-docs,库,工具, Developer documents for IBus, The ibus-devel-docs package contains developer documentation for IBus,库
perl-File-Find,库,工具, Traverse a directory tree," These are functions for searching through directory trees doing work on each
file found similar to the Unix find command.",库
fusesource-pom,库,工具, Parent POM for FuseSource Maven projects, This is a shared POM parent for FuseSource Maven projects,库
univocity-parsers,库,工具, Collection of parsers for Java," uniVocity-parsers is a suite of extremely fast and reliable parsers
for Java.  It provides a consistent interface for handling different
file formats, and a solid framework for the development of new
parsers.",库
glassfish-master-pom,库,工具, Master POM for Glassfish Maven projects, This is a shared POM parent for Glassfish Maven projects.,库
grub2-efi-ia32-modules,库,工具,Modules used to build custom grub.efi images ,"
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides support for rebuilding your own grub.efi. ",库
java-11-alibaba-dragonwell-slowdebug,库,工具, Alibaba Dragonwell11 Runtime Environment slowdebug, Alibaba Dragonwell11 Runtime Environment slowdebug,库
compat-exiv2-026,库,工具, Compatibility package with the exiv2 library in version 0.26," A command line utility to access image metadata, allowing one to:
* print the Exif metadata of Jpeg images as summary info, interpreted values,
  or the plain data for each tag
* print the Iptc metadata of Jpeg images
* print the Jpeg comment of Jpeg images
* set, add and delete Exif and Iptc metadata of Jpeg images
* adjust the Exif timestamp (that's how it all started...)
* rename Exif image files according to the Exif timestamp
* extract, insert and delete Exif metadata (including thumbnails),
  Iptc metadata and Jpeg comments",库
jboss-annotations-1.2-api,库,工具, Common Annotations 1.2 API, This package contains Common Annotations 1.2 API.,库
clippy,库,工具, Lints to catch common mistakes and improve your Rust code, A collection of lints to catch common mistakes and improve your Rust code.,库
fuse-overlayfs,服务,库, FUSE overlay+shiftfs implementation for rootless containers, FUSE overlay+shiftfs implementation for rootless containers.,服务
avahi,服务,工具, Local network service discovery," Avahi is a system which facilitates service discovery on
a local network -- this means that you can plug your laptop or
computer into a network and instantly be able to view other people who
you can chat with, find printers to print to or find files being
shared. This kind of technology is already found in MacOS X (branded
'Rendezvous', 'Bonjour' and sometimes 'ZeroConf') and is very
convenient.",服务
bind-dyndb-ldap,服务,工具, LDAP back-end plug-in for BIND," This package provides an LDAP back-end plug-in for BIND. It features
support for dynamic updates and internal caching, to lift the load
off of your LDAP server.",服务
httpd-manual,服务,工具, Documentation for the Apache HTTP server," The httpd-manual package contains the complete manual and
reference guide for the Apache HTTP server. The information can
also be found at http://httpd.apache.org/docs/2.2/.",服务
fence-virtd-serial,服务,库, Serial VMChannel listener for fence-virtd, Provides serial VMChannel listener capability for fence-virtd.,服务
coronc-syqdevice,服务,工具, The Corosync Cluster Engine Qdevice," This package contains the Corosync Cluster Engine Qdevice, script for creating
NSS certificates and an init script.",服务
cups,服务,库, CUPS printing system," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. It has been developed by Apple Inc.
to promote a standard printing solution for all UNIX vendors and users.
CUPS provides the System V and Berkeley command-line interfaces.",服务
udisks2,服务,库, Disk Manager," The Udisks project provides a daemon, tools and libraries to access and
manipulate disks, storage devices and technologies.",服务
gvfs-gphoto2,服务,工具, gphoto2 support for gvfs," This package provides support for reading and writing files on
PTP based cameras (Picture Transfer Protocol) and MTP based
media players (Media Transfer Protocol) to applications using gvfs.",服务
sssd-ipa,服务,库, The IPA back end of the SSSD," Provides the IPA back end that the SSSD can utilize to fetch identity data
from and authenticate against an IPA server.",服务
libvirt-daemon-driver-storage-iscsi,服务,库, Storage driver plugin for iscsi," The storage driver backend adding implementation of the storage APIs for iscsi
volumes using the host iscsi stack.",服务
libvirt-daemon-driver-storage-iscsi-direct,服务,库, Storage driver plugin for iscsi-direct," The storage driver backend adding implementation of the storage APIs for iscsi
volumes using libiscsi direct connection.",服务
rpcbind,服务,工具, Universal Addresses to RPC Program Number Mapper," The rpcbind utility is a server that converts RPC program numbers into
universal addresses.  It must be running on the host to be able to make
RPC calls on a server on that machine.",服务
PackageKit,服务,工具, Package management service," PackageKit is a D-Bus abstraction layer that allows the session user
to manage packages in a secure way using a cross-distro,
cross-architecture API.",服务
network-scripts-team,服务,工具,libteam legacy network service support ,"This provides the ifup and ifdown scripts for libteam use with the legacy
network service. ",服务
samba-krb5-printing,服务,工具,Samba CUPS backend for printing with Kerberos ,"If you need Kerberos for print jobs to a printer connection to cups via the SMB
backend, then you need to install that package. It will allow cups to access
the Kerberos credentials cache of the user issuing the print job. ",服务
qemu-kvm-common,服务,工具, QEMU common files needed by all QEMU targets," qemu-kvm is an open source virtualizer that provides hardware emulation for
the KVM hypervisor.

This package provides documentation and auxiliary programs used with qemu-kvm.",服务
libvirt-daemon-driver-storage-rbd,服务,库, Storage driver plugin for rbd," The storage driver backend adding implementation of the storage APIs for rbd
volumes using the ceph protocol.",服务
samba-common,服务,工具, Files used by both Samba servers and clients," samba-common provides files necessary for both the server and client
packages of Samba.",服务
libvirt-wireshark,服务,库, Wireshark dissector plugin for libvirt RPC transactions, Wireshark dissector plugin for better analysis of libvirt RPC traffic.,服务
libvirt-daemon-driver-storage-logical,服务,库, Storage driver plugin for lvm volumes," The storage driver backend adding implementation of the storage APIs for block
volumes using lvm.",服务
brltty-dracut,服务,工具, brltty module for Dracut, This package provides brltty module for Dracut.,服务
xorg-x11-server-Xdmx,服务,工具, Distributed Multihead X Server and utilities," Xdmx is proxy X server that provides multi-head support for multiple displays
attached to different machines (each of which is running a typical X server).
When Xinerama is used with Xdmx, the multiple displays on multiple machines
are presented to the user as a single unified screen.  A simple application
for Xdmx would be to provide multi-head support using two desktop machines,
each of which has a single display device attached to it.  A complex
application for Xdmx would be to unify a 4 by 4 grid of 1280x1024 displays
(each attached to one of 16 computers) into a unified 5120x4096 display.",服务
cups-lpd,服务,工具, CUPS printing system - lpd emulation," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This is the package that provides standard
lpd emulation.",服务
system-lsb-printing,服务,库, LSB Printing module support," The Linux Standard Base (LSB) Printing specifications define components that
are required to be present on an LSB conforming system.",服务
flatpak-session-helper,服务,库, User D-Bus service used by flatpak and others," This package contains the org.freedesktop.Flatpak user D-Bus service
that's used by flatpak and other packages.",服务
spice-qxl-wddm-dod,服务,工具, A QXL display-only driver for Windows 10 virtual machines.," QXL is a paravirtualized display driver and a part of SPICE project.
This package provides QXL display-only driver for Windows 10 virtual machines.",服务
basesystem,服务,库, The skeleton package which defines a simple  system," Basesystem defines the components of a basic  system
(for example, the package installation order to use during bootstrapping).
Basesystem should be in every installation of a system, and it
should never be removed.",服务
corosync-qnetd,服务,工具, The Corosync Cluster Engine Qdevice Network Daemon," This package contains the Corosync Cluster Engine Qdevice Network Daemon,
script for creating NSS certificates and an init script.",服务
grafana,服务,库, Metrics dashboard and graph editor," Grafana is an open source, feature rich metrics dashboard and graph editor for
Graphite, InfluxDB & OpenTSDB.",服务
deepin-picker,服务,工具, A color picker tool for deepin, A color picker tool for deepin.,工具
fence-virtd-libvirt,服务,库, Libvirt backend for fence-virtd," Provides fence_virtd with a connection to libvirt to fence
virtual machines.  Useful for running a cluster of virtual
machines on a desktop.",服务
torque,服务,工具, Tera-scale Open-source Resource and QUEue manager," TORQUE (Tera-scale Open-source Resource and QUEue manager) is a resource
manager providing control over batch jobs and distributed compute nodes.
TORQUE is based on OpenPBS version 2.3.12 and incorporates scalability,
fault tolerance, and feature extension patches provided by USC, NCSA, OSC,
the U.S. Dept of Energy, Sandia, PNNL, U of Buffalo, TeraGrid, and many
other leading edge HPC organizations.

This package holds just a few shared files and directories.",服务
rsyslog-mmjsonparse,服务,库, JSON enhanced logging support," This module provides the capability to recognize and parse JSON enhanced
syslog messages.",服务
libvirt-nss,服务,库, Libvirt plugin for Name Service Switch, Libvirt plugin for NSS for translating domain names into IP addresses.,服务
opencryptoki,服务,工具,Implementation of the PKCS#11 (Cryptoki) specification v3.0 ,"Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package contains the Slot Daemon (pkcsslotd) and general utilities. ",服务
mariadb-common,服务,工具, The shared files required by server and client," The package provides the essential shared files for any MariaDB program.
You will need to install this package to use any other MariaDB package.",服务
qemu-kvm-block-gluster,服务,工具, QEMU Gluster block driver," This package provides the additional Gluster block driver for QEMU.

Install this package if you want to access remote Gluster storage.",服务
qemu-kvm-ui-spice,服务,工具, QEMU spice support, This package provides spice support.,服务
gnome-control-center-filesystem,服务,工具, GNOME Control Center directories," The GNOME control-center provides a number of extension points
for applications. This package contains directories where applications
can install configuration files that are picked up by the control-center
utilities.",服务
dbus-common,服务,工具, D-BUS message bus configuration," The dbus-common package provides the configuration and setup files for D-Bus
implementations to provide a System and User Message Bus.",服务
xdg-desktop-portal,服务,库, Portal frontend service to flatpak," xdg-desktop-portal works by exposing a series of D-Bus interfaces known as
portals under a well-known name (org.freedesktop.portal.Desktop) and object
path (/org/freedesktop/portal/desktop). The portal interfaces include APIs for
file access, opening URIs, printing and others.",服务
Xaw3d,库,工具, A version of the MIT Athena widget set for X," Xaw3d is an enhanced version of the MIT Athena Widget set for
the X Window System.  Xaw3d adds a three-dimensional look to applications
with minimal or no source code changes.

You should install Xaw3d if you are using applications which incorporate
the MIT Athena widget set and you'd like to incorporate a 3D look into
those applications.",库
java-11-alibaba-dragonwell-headless-slowdebug,库,工具, Alibaba Dragonwell11 Runtime Environment headless slowdebug, Alibaba Dragonwell11 Runtime Environment headless slowdebug,库
mingw64-headers,库,工具, MinGW Windows cross-compiler Win64 header files, MinGW Windows cross-compiler Win64 header files.,库
python3-osbuild,库,工具, A build system for OS images, A build system for OS images,库
gutenprint,库,工具, Printer Drivers Package," Gutenprint is a package of high quality printer drivers for Linux, BSD,
Solaris, IRIX, and other UNIX-alike operating systems.
Gutenprint was formerly called Gimp-Print.",库
apcu-panel,库,工具, APCu control panel," This package provides the APCu control panel, with Apache
configuration, available on http://localhost/apcu-panel/",库
memkind,库,工具, User Extensible Heap Manager," The memkind library is an user extensible heap manager built on top of
jemalloc which enables control of memory characteristics and a
partitioning of the heap between kinds of memory.  The kinds of memory
are defined by operating system memory policies that have been applied
to virtual address ranges. Memory characteristics supported by
memkind without user extension include control of NUMA and page size
features. The jemalloc non-standard interface has been extended to
enable specialized arenas to make requests for virtual memory from the
operating system through the memkind partition interface. Through the
other memkind interfaces the user can control and extend memory
partition features and allocate memory while selecting enabled
features. This software is being made available for early evaluation.
Feedback on design or implementation is greatly appreciated.",库
libsane-hpaio,库,服务, SANE driver for scanners in HP's multi-function devices, SANE driver for scanners in HP's multi-function devices (from HPOJ).,库
wodim,库,工具, A command line CD/DVD recording program," Wodim is an application for creating audio and data CDs. Wodim
works with many different brands of CD recorders, fully supports
multi-sessions and provides human-readable error messages.",工具
mingw32-headers,库,工具, MinGW Windows cross-compiler Win32 header files, MinGW Windows cross-compiler Win32 header files.,库
python3-lit,库,工具, LLVM lit test runner for Python 3, lit is a tool used by the LLVM project for executing its test suites.,库
perl-Object-HashBase,库,工具, Build hash-based classes," This package is used to generate classes based on hash references. Using this
class will give you a new() method, as well as generating accessors you
request.  Generated accessors will be getters, set_ACCESSOR setters will also
be generated for you. You also get constants for each accessor (all caps)
which return the key into the hash for that accessor. Single inheritance is
also supported.",库
python3-setuptools,库,工具,Easily build and distribute Python 3 packages ,"Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py. ",库
php-pecl-apcu,库,工具, APC User Cache," APCu is userland caching: APC stripped of opcode caching.

APCu only supports userland caching of variables.

The php-pecl-apcu-bc package provides a drop
in replacement for APC.",库
usbguard-notifier,库,工具, A tool for detecting usbguard policy and device presence changes," The usbguard-notifier package detects usbguard policy modifications as well as
device presence changes and displays them as pop-up notifications.",工具
python3-boom,库,工具, A set of libraries and tools for managing boot loader entries," Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides python3 boom module.",库
adwaita-cursor-theme,其它,服务, Adwaita cursor theme," The adwaita-cursor-theme package contains a modern set of cursors originally
designed for the GNOME desktop.",其它
aajohan-comfortaa-fonts,其它,工具, Modern style true type font," Comfortaa is a sans-serif font comfortable in every aspect with
Bold, Regular, and Thin variants.
It has very good European language coverage and decent Cyrillic coverage.",其它
adwaita-icon-theme,其它,服务, Adwaita icon theme, This package contains the Adwaita icon theme used by the GNOME desktop.,其它
hwdata,服务,库,Hardware identification and configuration data ,"hwdata contains various hardware identification and configuration data,
such as the pci.ids and usb.ids databases. ",服务
gnome-getting-started-docs,服务,库, Help a new user get started in GNOME," This package contains a 'Getting Started' guide that can be viewed
with yelp. It is normally used together with gnome-initial-setup.",服务
mariadb,服务,工具, A very fast and robust SQL database server," MariaDB is a community developed branch of MySQL - a multi-user, multi-threaded
SQL database server. It is a client/server implementation consisting of
a server daemon (mysqld) and many different client programs and libraries.
The base package contains the standard MariaDB/MySQL client programs and
generic MySQL files.",服务
nginx-mod-http-image-filter,服务,库, Nginx HTTP image filter module, Nginx HTTP image filter module.,服务
pcp,服务,库, System-level performance monitoring and performance management," Performance Co-Pilot (PCP) provides a framework and services to support
system-level performance monitoring and performance management.

The PCP open source release provides a unifying abstraction for all of
the interesting performance data in a system, and allows client
applications to easily retrieve and process any subset of that data.",服务
pki-acme,服务,工具, PKI ACME Package," The PKI ACME responder is a service that provides an automatic certificate
management via ACME v2 protocol defined in RFC 8555.",服务
libsss_nss_idmap,服务,库, Library for SID and certificate based lookups, Utility library for SID and certificate based lookups,服务
fence-virt,服务,库, A pluggable fencing framework for virtual machines, Fencing agent for virtual machines.,服务
gnome-online-miners,服务,库, Crawls through your online content," GNOME Online Miners provides a set of crawlers that go through your online
content and index them locally in Tracker. It has miners for Facebook, Flickr,
Google, OneDrive and Nextcloud.",服务
flatpak-selinux,服务,库, SELinux policy module for flatpak, This package contains the SELinux policy module for flatpak.,服务
rsyslog-gssapi,服务,库, GSSAPI authentication and encryption support for rsyslog," The rsyslog-gssapi package contains the rsyslog plugins which support GSSAPI
authentication and secure connections. GSSAPI is commonly used for Kerberos
authentication.",服务
perl-PCP-PMDA,服务,库, Performance Co-Pilot (PCP) Perl bindings and documentation," The PCP::PMDA Perl module contains the language bindings for
building Performance Metric Domain Agents (PMDAs) using Perl.
Each PMDA exports performance data for one specific domain, for
example the operating system kernel, Cisco routers, a database,
an application, etc.",服务
systemtap-exporter,服务,工具, Systemtap-prometheus interoperation mechanism," This package includes files for a systemd service that manages
systemtap sessions and relays prometheus metrics from the sessions
to remote requesters on demand.",服务
libvirt-daemon,服务,库, Server side daemon and supporting files for libvirt library," Server side daemon required to manage the virtualization capabilities
of recent versions of Linux. Requires a hypervisor specific sub-RPM
for specific drivers.",服务
keepalived,服务,库," High Availability monitor built upon LVS, VRRP and service pollers"," Keepalived provides simple and robust facilities for load balancing
and high availability to Linux system and Linux based infrastructures.
The load balancing framework relies on well-known and widely used
Linux Virtual Server (IPVS) kernel module providing Layer4 load
balancing. Keepalived implements a set of checkers to dynamically and
adaptively maintain and manage load-balanced server pool according
their health. High availability is achieved by VRRP protocol. VRRP is
a fundamental brick for router failover. In addition, keepalived
implements a set of hooks to the VRRP finite state machine providing
low-level and high-speed protocol interactions. Keepalived frameworks
can be used independently or all together to provide resilient
infrastructures.",服务
sssd-polkit-rules,服务,库,Rules for polkit integration for SSSD ,"Provides rules for polkit integration with SSSD. This is required
for smartcard support. ",服务
kmod-kvdo,服务,工具,Kernel Modules for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the kernel modules for VDO. ",服务
php-cli,工具,库, Command-line interface for PHP," The php-cli package contains the command-line interface
executing PHP scripts, /usr/bin/php, and the CGI interface.",工具
texlive-lualibs,工具,库, Additional Lua functions for LuaTeX macro programmers," Lualibs is a collection of Lua modules useful for general
programming. The bundle is based on lua modules shipped with
ConTeXt, and are made available in this bundle for use
independent of ConTeXt.",工具
environment-modules,工具,库,Provides dynamic modification of a user's environment ,"The Environment Modules package provides for the dynamic modification of
a user's environment via modulefiles.

Each modulefile contains the information needed to configure the shell
for an application. Once the Modules package is initialized, the
environment can be modified on a per-module basis using the module
command which interprets modulefiles. Typically modulefiles instruct
the module command to alter or set shell environment variables such as
PATH, MANPATH, etc. modulefiles may be shared by many users on a system
and users may have their own collection to supplement or replace the
shared modulefiles.

Modules can be loaded and unloaded dynamically and atomically, in an
clean fashion. All popular shells are supported, including bash, ksh,
zsh, sh, csh, tcsh, as well as some scripting languages such as perl.

Modules are useful in managing different versions of applications.
Modules can also be bundled into metamodules that will load an entire
suite of different applications.

NOTE: You will need to get a new shell after installing this package to
have access to the module alias. ",工具
maven-wagon-provider-api,工具,库, provider-api module for maven-wagon, provider-api module for maven-wagon.,工具
hwloc,工具,库,Portable Hardware Locality - portable abstraction of hierarchical architectures ,"The Portable Hardware Locality (hwloc) software package provides
a portable abstraction (across OS, versions, architectures, ...)
of the hierarchical topology of modern architectures, including
NUMA memory nodes,  shared caches, processor sockets, processor cores
and processing units (logical processors or ""threads""). It also gathers
various system attributes such as cache and memory information. It primarily
aims at helping applications with gathering information about modern
computing hardware so as to exploit it accordingly and efficiently.

hwloc may display the topology in multiple convenient formats.
It also offers a powerful programming interface (C API) to gather information
about the hardware, bind processes, and much more. ",工具
tk,工具,库, The graphical toolkit for the Tcl scripting language," When paired with the Tcl scripting language, Tk provides a fast and powerful
way to create cross-platform GUI applications.",工具
qpdf,工具,库, Command-line tools and library for transforming PDF files," QPDF is a command-line program that does structural, content-preserving
transformations on PDF files. It could have been called something
like pdf-to-pdf. It includes support for merging and splitting PDFs
and to manipulate the list of pages in a PDF file. It is not a PDF viewer
or a program capable of converting PDF into other formats.",工具
texlive-luatexbase,工具,库, Basic resource management for LuaTeX code," The bundle provides basic facilities for LuaTeX macro
programmers, mostly resource allocation and convenience
packages. Provided are: luatexbase-attr: attribute allocation;
luatexbase-cctb: catcode table allocation; luatexbase-compat:
compatibility helpers; luatexbase-loader: Lua module loading;
luatexbase-modutils: Lua module declaration; luatexbase-mcb:
callbacks extension; and luatexbase-regs: allocation of
registers and the like. In addition, the (unadorned) luatexbase
package loads all the above in one fell swoop.",工具
maven-wagon-ftp,工具,库, ftp module for maven-wagon, ftp module for maven-wagon.,工具
bash-completion,工具,库,Programmable completion for Bash ,"bash-completion is a collection of shell functions that take advantage
of the programmable completion feature of bash. ",工具
kf5-rpm-macros,工具,库, RPM macros for KDE Frameworks 5, RPM macros for building KDE Frameworks 5 packages.,工具
nkf,库,工具, A Kanji code conversion filter," Nkf is a Kanji code converter for terminals, hosts, and networks. Nkf
converts input Kanji code to 7-bit JIS, MS-kanji (shifted-JIS) or
EUC.",库
perl-Exporter-Tiny,库,工具, An exporter with the features of Sub::Exporter but only core dependencies," Exporter::Tiny supports many of Sub::Exporter's external-facing features
including renaming imported functions with the -as, -prefix and -suffix
options; explicit destinations with the into option; and alternative
installers with the installer option. But it's written in only about 40%
as many lines of code and with zero non-core dependencies.

Its internal-facing interface is closer to Exporter.pm, with configuration
done through the @EXPORT, @EXPORT_OK and %EXPORT_TAGS package variables.

Exporter::Tiny performs most of its internal duties (including resolution of
tag names to sub names, resolution of sub names to coderefs, and installation
of coderefs into the target package) as method calls, which means they can be
overridden to provide interesting behavior.",库
perl-Sub-Info,库,工具, Tool for inspecting Perl subroutines, This allows to inspect Perl subroutines.,库
guile,库,工具, A GNU implementation of Scheme for application extensibility," GUILE (GNU's Ubiquitous Intelligent Language for Extension) is a library
implementation of the Scheme programming language, written in C.  GUILE
provides a machine-independent execution platform that can be linked in
as a library during the building of extensible programs.

Install the guile package if you'd like to add extensibility to programs
that you are developing.",库
perl-Params-ValidationCompiler,库,工具," Build an optimized subroutine parameter validator once, use it forever"," Create a customized, optimized, non-lobotomized, uncompromised, and thoroughly
specialized parameter checking subroutine.",库
glassfish-legal,库,工具, Legal License for glassfish code, An archive which contains license files for glassfish code.,库
python3-pip-wheel,库,工具, The pip wheel, A Python wheel of pip to use with venv.,库
uid_wrapper,库,工具, A wrapper for privilege separation," Some projects like a file server need privilege separation to be able to switch
to the connection user and do file operations. uid_wrapper convincingly lies
to the application letting it believe it is operating as root and even
switching between UIDs and GIDs as needed.

To use it set the following environment variables:

LD_PRELOAD=libuid_wrapper.so
UID_WRAPPER=1

This package doesn't have a devel package cause this project is for
development/testing.",库
nodejs-full-i18n,库,工具, Non-English locale data for Node.js," Optional data files to provide full-icu support for Node.js. Remove this
package to save space if non-English locales are not needed.",库
libupnp,库,工具, Universal Plug and Play (UPnP) SDK," The Universal Plug and Play (UPnP) SDK for Linux provides
support for building UPnP-compliant control points, devices,
and bridges on Linux.",库
xalan-j2-xsltc,库,工具, XSLT compiler," The XSLT Compiler is a Java-based tool for compiling XSLT stylesheets into
lightweight and portable Java byte codes called translets.",库
nispor,库,工具, API for network status querying, Unified interface for Linux network state querying.,库
protobuf-lite,库,工具, Protocol Buffers LITE_RUNTIME libraries," Protocol Buffers built with optimize_for = LITE_RUNTIME.

The ""optimize_for = LITE_RUNTIME"" option causes the compiler to generate code
which only depends libprotobuf-lite, which is much smaller than libprotobuf but
lacks descriptors, reflection, and some other features.",库
platform-python-setuptools,库,工具, Easily build and distribute Python 3 packages," Setuptools is a collection of enhancements to the Python distutils that allow
you to more easily build and distribute Python packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py.",库
cockpit-podman,服务,库, Cockpit component for Podman containers, The Cockpit user interface for Podman containers.,unknown
cockpit-bridge,服务,工具, Cockpit bridge server-side component," The Cockpit bridge component installed server side and runs commands on the
system on behalf of the web based user interface.",服务
cockpit-pcp,服务,库, Cockpit PCP integration, Cockpit support for reading PCP metrics and loading PCP archives.,服务
dde-dock,服务,库, Deepin desktop-environment - Dock module, Deepin desktop-environment - Dock module.,服务
qemu-kvm,服务,库, QEMU is a machine emulator and virtualizer," qemu-kvm is an open source virtualizer that provides hardware
emulation for the KVM hypervisor. qemu-kvm acts as a virtual
machine monitor together with the KVM kernel modules, and emulates the
hardware for a full system such as a PC and its associated peripherals.",服务
