name,y_true,y_predict
ocaml-libnbd,库,工具
hyphen-et,工具,库
texlive-knuth-local,工具,库
scrub,工具,服务
kf5-kwallet,工具,服务
texlive-mflogo,工具,其它
perl-Authen-SASL,库,服务
dotnet-apphost-pack-5.0,库,服务
texlive-index,工具,库
python3-newt,库,工具
ant-xz,库,工具
sushi,工具,服务
python38-tkinter,工具,库
python2,工具,库
plymouth-scripts,服务,工具
jctools,库,工具
gcc-toolset-10-dwz,工具,库
libguestfs-man-pages-ja,库,工具
tuned-profiles-oracle,服务,工具
dotnet-build-reference-packages,库,工具
junit-manual,库,工具
perl-Unicode-EastAsianWidth,库,其它
flatpak-spawn,工具,服务
utf8proc,库,其它
perl-inc-latest,库,工具
mingw32-zlib,库,服务
libeasyfc-gobject,库,工具
librdmacm,库,服务
perl-Data-UUID,库,工具
libicu,库,工具
apr-util-bdb,工具,服务
hyphen-sr,工具,库
subversion-javahl,工具,服务
sane-backends,工具,服务
python39-libs,工具,库
git-clang-format,库,工具
dirsplit,库,工具
libstemmer,库,工具
lasso,库,工具
lvm2-lockd,服务,工具
go-gir-generator,库,工具
postgresql-jdbc,库,服务
perl-String-CRC32,库,工具
openscap-utils,库,工具
maven-shade-plugin-javadoc,工具,库
perl-HTTP-Negotiate,库,工具
python3-mod_wsgi,库,服务
sbd,库,工具
xmlunit-javadoc,库,工具
perl-homedir,库,工具
eclipse-platform,工具,库
mingw32-termcap,库,工具
texlive-xetex-itrans,工具,其它
mingw64-winpthreads,库,工具
nbdkit-basic-filters,工具,库
perl-IPC-System-Simple,库,工具
libqmi,库,工具
NetworkManager-tui,服务,库
bluez-libs,库,服务
mythes-lv,工具,库
kpatch,工具,服务
perl-DateTime,库,工具
mingw32-freetype,工具,其它
anolis-backgrounds,服务,工具
python39-tkinter,工具,库
pango,库,工具
jackson-annotations,库,工具
linuxptp,库,服务
mvapich2-psm2,库,服务
gnome-common,服务,工具
mod_fcgid,库,服务
firewall-config,服务,工具
perl-DateTime-TimeZone,库,服务
memkind,库,工具
gcc-toolset-11-gdb-gdbserver,工具,库
boost-signals,库,工具
ant-apache-bsf,库,工具
blivet-data,库,工具
qtxdg-tools,库,工具
expat,工具,库
opa-address-resolution,库,服务
libtool-ltdl,库,工具
xdelta,工具,库
OpenIPMI-libs,库,工具
texlive-cm,工具,其它
mod_proxy_html,服务,工具
web-assets-filesystem,工具,服务
perl-prefork,库,工具
go-srpm-macros,库,工具
gcc-toolset-9-elfutils,工具,库
zvbi,其它,库
lucene-sandbox,库,工具
libmaxminddb,库,服务
qt5-qtmultimedia,库,工具
gtksourceview3,工具,库
fuse-common,工具,服务
texlive-collection-latexrecommended,工具,服务
jboss-logging,库,服务
perl-File-MimeInfo,库,工具
kbd-legacy,工具,服务
rsyslog-mmnormalize,服务,库
virt-v2v-bash-completion,工具,服务
freeradius-postgresql,库,服务
iniparser,工具,库
ibus-setup,工具,服务
perl-SelectSaver,库,服务
libgs,工具,库
lrzsz,工具,服务
jansi-native-javadoc,库,工具
qt5-qdbusviewer,库,工具
tex-fonts-hebrew,其它,工具
libselinux-utils,库,工具
libwayland-client,库,服务
perl-ODBM_File,库,工具
ipmievd,工具,服务
gedit-plugin-multiedit,服务,库
clufter-cli,工具,库
qt5-qtimageformats,库,工具
perl-DBD-Pg,库,服务
mojo-parent,库,服务
ibus-table-chinese-cantonese,工具,库
gzip,工具,服务
sblim-indication_helper,库,工具
mariadb-server-utils,服务,工具
texlive-collectbox,工具,服务
libmount,工具,服务
freeradius-sqlite,库,服务
perl-App-cpanminus,库,工具
libxshmfence,库,服务
nodejs-full-i18n,库,工具
glassfish-fastinfoset,库,工具
qt5-designer,库,工具
perl-Test-Pod-Coverage,库,工具
python-srpm-macros,库,工具
ibacm,库,工具
cups-ipptool,工具,服务
python2-setuptools_scm,库,服务
mesa-dri-drivers,库,工具
libvarlink-util,库,工具
perl-ExtUtils-Command,库,工具
rpm-plugin-ima,工具,服务
coreutils-common,工具,库
chrpath,工具,库
icu4j,库,工具
tuned-profiles-cpu-partitioning,服务,工具
xmvn-subst,库,工具
babl-devel-docs,库,工具
ant-jdepend,库,工具
libpst-libs,库,工具
sisu-mojos,库,工具
python3-podman,库,工具
qt5-qtsvg,库,工具
vdo,工具,库
audispd-plugins-zos,工具,服务
rrdtool,工具,服务
dotnet-sdk-3.1-source-built-artifacts,库,工具
helm,服务,工具
texlive-sauerj,工具,库
xmvn-connector-aether,库,服务
libqtermwidget5-data,服务,工具
mingw32-headers,库,服务
mrtg,工具,服务
perl-Pod-Plainer,库,工具
gdk-pixbuf2-modules,库,工具
nscd,库,服务
python3-sphinx_rtd_theme,库,服务
perl-I18N-Langinfo,库,工具
python38-setuptools,工具,库
libnl3,库,服务
freeradius-mysql,库,服务
bash,工具,服务
felix-parent,库,服务
mythes-nn,工具,库
gupnp-dlna,库,工具
perl-FCGI,库,服务
mingw32-openssl,库,服务
pcsc-lite,库,服务
hesiod,库,工具
criu-libs,库,工具
libtasn1-tools,库,工具
cyrus-imapd-vzic,工具,服务
texlive-garuda-c90,工具,其它
libpgtypes,库,服务
nss_wrapper,库,工具
bacula-libs,库,工具
eclipse-swt,工具,库
rrdtool-tcl,工具,服务
sip,工具,库
libipt,库,服务
gimp-libs,库,工具
lpsolve,工具,库
eclipse-emf-xsd,工具,库
fcitx-pinyin,工具,服务
lightdm,库,服务
dotnet-targeting-pack-3.0,库,服务
libpcap,库,工具
quota-warnquota,工具,服务
python3-rrdtool,工具,库
eclipse-pde,工具,库
plexus-containers-container-default,库,服务
efibootmgr,工具,服务
bind-libs,库,服务
polkit-docs,库,工具
libusal,库,工具
tss2,工具,库
gcc-toolset-11-annobin-docs,工具,库
pciutils-libs,工具,服务
texlive-wasy2-ps,工具,其它
libnl3-cli,库,工具
perl-FileCache,库,服务
SDL2-static,库,工具
xmvn-parent-pom,库,服务
openscap-python3,库,工具
ffmpegthumbnailer,工具,服务
qt5-qtlocation,库,服务
antlr-tool,库,工具
python38-libs,工具,库
glusterfs-rdma,库,工具
libguestfs-tools-c,库,工具
perl-perlfaq,库,工具
totem-pl-parser,工具,库
xalan-j2-manual,库,工具
libsecret,库,服务
python39-wcwidth,库,工具
golang-docs,库,工具
dovecot-mysql,库,服务
libzip-tools,工具,库
pacemaker-nagios-plugins-metadata,服务,工具
delve,工具,库
qemu-kvm-block-rbd,工具,服务
perl-DateTime-Format-HTTP,库,服务
gcc-python-plugin,工具,库
freeradius-perl,库,工具
qatzip,库,工具
texlive-tex4ht,工具,库
cronie-noanacron,服务,工具
python2-pymongo,库,工具
ibus-typing-booster,工具,库
dotnet-targeting-pack-3.1,库,服务
varnish,库,服务
trousers,库,服务
fcitx-gtk3,工具,服务
sane-backends-daemon,工具,服务
gcc-toolset-10-systemtap-server,工具,服务
qt5-qtquickcontrols,库,工具
gedit-plugin-translate,服务,工具
stress-ng,工具,服务
x3270-x11,工具,服务
python3-productmd,库,工具
libguestfs-java,库,工具
gnome-font-viewer,服务,其它
gnome-characters,服务,工具
CUnit,库,工具
python39,工具,库
dtkcommon,工具,服务
jdom2-javadoc,库,工具
geolite2-country,工具,服务
php-pecl-apcu,库,工具
pcre2-tools,库,工具
python3-subversion,工具,库
jaf-javadoc,库,工具
f32-backgrounds-extras-gnome,工具,其它
flatpak-libs,库,工具
aspnetcore-targeting-pack-3.1,库,工具
p7zip-plugins,工具,库
texlive-kastrup,工具,服务
libstoragemgmt-megaraid-plugin,库,工具
publicsuffix-list-dafsa,库,服务
system-lsb-submod-multimedia,服务,工具
samba-common-tools,服务,工具
docbook5-schemas,工具,库
xsane-gimp,库,服务
gcc-toolset-11-libgccjit,工具,库
libwayland-server,库,服务
pinentry-gnome3,工具,服务
gtk2-immodules,库,工具
oddjob-mkhomedir,工具,服务
keentune-brain,库,工具
fipscheck,库,工具
httpd-tools,服务,工具
gdb-headless,工具,库
docbook-style-xsl,库,工具
jsr-305,库,工具
python3-sphinx-theme-alabaster,库,服务
sblim-wbemcli,库,服务
python3-wx-siplib,工具,库
socket_wrapper,库,工具
xmvn-tools-pom,库,工具
libproxy-networkmanager,库,服务
tuned-utils,服务,工具
booth,工具,服务
PackageKit-command-not-found,服务,工具
webkit2gtk3-jsc,库,工具
openpgm,库,服务
mod_auth_gssapi,库,服务
system-lsb-cxx,服务,工具
pidgin,工具,库
nspr,库,工具
httpcomponents-client-cache,库,服务
HdrHistogram_c,库,服务
libpfm,库,工具
pinfo,工具,服务
perl-DBI,库,服务
python2-setuptools,工具,库
inkscape-docs,工具,库
openslp,库,工具
python3-botocore,库,工具
redhat-rpm-config,工具,服务
gnome-menus,服务,其它
wireshark,工具,服务
php-common,库,工具
libopenraw-gnome,库,工具
dtc,库,工具
perl-Term-Size-Any,库,工具
kf5-kio-core,工具,库
postfix,工具,服务
mingw64-headers,库,工具
texlive-mathpazo,工具,其它
ibus-gtk3,库,工具
motif-static,工具,库
dhcp-libs,库,服务
samba-test-libs,服务,工具
f32-backgrounds-gnome,工具,其它
deepin-system-monitor,服务,工具
gcc-toolset-9-gdb,工具,库
texlive-cmap,工具,服务
mod_security,库,服务
libcap-ng-utils,库,工具
efi-filesystem,库,工具
ant-apache-resolver,库,工具
pinentry-gtk,工具,库
syslinux-tftpboot,工具,服务
elfutils-libelf,库,工具
lynx,工具,服务
php-xml,库,工具
lightdm-qt5,库,服务
systemtap-exporter,工具,服务
python38-wcwidth,库,工具
qt5-linguist,库,工具
bnd-maven-plugin,库,工具
ant-apache-oro,库,工具
freerdp,工具,服务
brlapi-java,库,工具
qatzip-libs,库,工具
perl-Symbol,库,工具
perl-CGI,库,工具
gedit-plugin-bracketcompletion,服务,库
pcsc-lite-libs,库,工具
ladspa,工具,库
python2-pip,工具,库
rpm-apidocs,工具,库
maven-shared-utils,工具,库
glibc,库,工具
gedit-plugin-drawspaces,服务,库
accel-config-libs,库,工具
brlapi,库,工具
rpm-plugin-systemd-inhibit,工具,服务
mod_security_crs,库,工具
kbd-misc,工具,其它
foomatic,服务,工具
texlive-manfnt-font,工具,其它
geoclue2-demos,库,工具
p11-kit-server,服务,工具
adwaita-icon-theme,工具,服务
nss-softokn-freebl,库,服务
plexus-io,库,服务
jul-to-slf4j,库,工具
vapoursynth-plugins,库,工具
grub2-tools-efi,工具,库
xmvn-mojo,库,工具
perl-XML-Catalog,库,工具
mksh,工具,服务
createrepo_c,工具,库
grub2-efi-x64-cdboot,工具,服务
libdrm,库,服务
pcs,工具,服务
nautilus,工具,服务
passwd,工具,服务
libvmaf,库,工具
dialog,库,工具
xdp-tools,服务,库
perl-Encode,库,工具
nmap-ncat,工具,库
spice-vdagent-win-x86,库,服务
publicsuffix-list,库,服务
perl-Test-Simple,库,工具
doxygen-doxywizard,工具,服务
vmaf,库,工具
redhat-support-lib-python,库,工具
PackageKit-glib,服务,工具
scala-apidoc,工具,库
kf5-frameworkintegration-libs,工具,库
Dragonfly-client,工具,服务
amanda-client,工具,服务
xfsprogs,工具,库
git-instaweb,工具,服务
procmail,工具,服务
iptstate,工具,服务
tokyocabinet,库,服务
lightdm-gtk,库,服务
libpath_utils,库,工具
gcc-toolset-9-systemtap-server,工具,服务
bind-export-libs,库,服务
python3-ipaserver,服务,工具
postgresql-odbc,库,服务
stunnel,库,服务
quota-nld,工具,服务
389-ds-base,工具,服务
alsa-sof-firmware,服务,其它
libtool,库,工具
cockpit-system,库,工具
cockpit-composer,库,工具
gedit-plugin-findinfiles,服务,库
source-highlight,工具,库
gedit-plugin-bookmarks,服务,库
frei0r-plugins-opencv,库,工具
dde-qt5xcb-plugin,服务,工具
resource-agents,服务,工具
maven-common-artifact-filters,工具,库
perl-Mozilla-LDAP,库,服务
docbook-style-dsssl,库,工具
ipa-client-epn,工具,服务
perl-Archive-Zip,库,工具
ibus-table-chinese-wu,工具,库
crun,库,工具
qt-settings,工具,服务
nftables,工具,库
amanda-libs,库,服务
audispd-plugins,工具,库
systemtap-server,工具,服务
libmbim,库,工具
unicode-ucd,库,其它
python3-ptyprocess,库,服务
gnutls-utils,工具,服务
genwqe-zlib,库,工具
perl-Digest-HMAC,库,工具
device-mapper-event-libs,工具,服务
opencryptoki-tpmtok,库,服务
perl-Tie-Memoize,库,工具
perl-DateTime-Format-Strptime,库,工具
gsettings-qt,库,工具
perl-core,库,服务
gitk,工具,服务
perl-Module-Metadata,库,工具
isns-utils,工具,服务
python3-libmount,工具,库
mpv,工具,服务
python3-sss-murmur,服务,库
fonts-tweak-tool,工具,其它
kf5-networkmanager-qt,工具,服务
opus,库,服务
deepin-turbo,服务,库
perl-Sys-Hostname,库,服务
texlive-kerkis,工具,其它
maven-plugin-build-helper-javadoc,工具,库
openjade,库,工具
farstream02,库,服务
rpm-mpi-hooks,工具,服务
texlive-linegoal,工具,库
ttmkfdir,工具,其它
spice-gtk,库,服务
apache-parent,库,工具
qt5-qtserialbus,库,服务
libguestfs-appliance,库,工具
lorax-templates-rhel,服务,工具
swtpm-tools-pkcs11,库,工具
python39-setuptools,工具,库
modello-javadoc,工具,库
libi2c,库,服务
libtimezonemap,库,服务
texlive-mflogo-font,工具,其它
texlive-mfnfss,工具,其它
ibus-table-chinese-array,工具,库
gupnp-av,库,工具
sassist,工具,服务
rpm-build-libs,工具,服务
libburn,库,工具
emacs-terminal,工具,服务
boom-boot-conf,工具,服务
mesa-libgbm,库,服务
geronimo-annotation,库,工具
initial-setup-gui,工具,服务
grub2-efi-ia32-cdboot,工具,服务
gcc-toolset-10-gdb,工具,库
perl-ExtUtils-Miniperl,库,工具
cockpit-machines,库,服务
perl-deprecate,库,工具
python3-ipaclient,库,服务
clufter-lib-ccs,库,工具
javacc,工具,库
dotnet5.0-build-reference-packages,工具,库
mariadb-connector-odbc,库,服务
glassfish-el-javadoc,库,工具
opa-fastfabric,库,工具
python3-lib389,库,服务
libnozzle1,库,服务
f32-backgrounds-base,工具,其它
jetty-http,库,工具
flatpak-session-helper,服务,工具
booth-site,工具,服务
texlive-cm-super,工具,其它
tpm2-tss,工具,服务
lzop,工具,服务
batik-css,库,服务
xorg-x11-server-source,服务,工具
julietaula-montserrat-fonts,库,其它
texlive-bera,工具,其它
rubygem-rss,库,工具
sg3_utils-libs,工具,库
felix-osgi-compendium,库,工具
qt5-qtwebsockets,库,服务
python3-wheel-wheel,库,工具
libpfm-static,库,工具
jackson-jaxrs-providers,库,服务
perl-Fedora-VSP,库,工具
ucx,库,工具
javapackages-tools,库,工具
onboard,工具,其它
gcc-toolset-10-libstdc++-docs,工具,库
lzo-minilzo,库,工具
aide,工具,服务
maven-resolver,工具,库
memstrack,工具,服务
libeasyfc,库,其它
pandoc-common,库,工具
conmon,库,服务
mingw32-pixman,库,服务
perl-diagnostics,库,工具
maven-clean-plugin-javadoc,工具,库
perl-DateTime-TimeZone-Tzfile,库,服务
plexus-sec-dispatcher,库,服务
libibverbs,库,工具
network-manager-applet,工具,服务
gcc-toolset-10-systemtap,工具,服务
acl,工具,服务
uuidd,工具,服务
python3-pki,服务,库
texlive-capt-of,工具,库
dde-qt5wayland-plugin,服务,工具
gcc-toolset-11-gdb,工具,库
nbdkit,工具,库
jansi-native,库,工具
rrdtool-lua,工具,服务
pciutils,工具,服务
velocity-manual,库,工具
hardlink,工具,服务
unbound,工具,库
pcp-export-pcp2zabbix,服务,工具
nerdctl,工具,库
libpaper,库,工具
whois,工具,服务
python39-wheel,库,工具
perl-Module-CoreList-tools,库,工具
libproxy-gnome,库,工具
anaconda-widgets,工具,服务
deepin-gettext-tools,服务,工具
libuuid,工具,库
xorg-x11-xbitmaps,库,服务
libmtp,库,服务
ptscotch-mpich,库,工具
jetty-security,库,工具
logrotate,服务,工具
texlive-sepnum,工具,库
mod_http2,库,服务
libdmx,库,服务
perl-Pod-Usage,库,工具
fontforge,工具,其它
gedit,服务,工具
pki-servlet-engine,服务,工具
jmc,库,工具
libical,库,工具
mod_lookup_identity,库,工具
libmusicbrainz5,库,服务
fontpackages-filesystem,工具,其它
perl-SelfLoader,库,工具
icedax,库,工具
rarian,工具,库
eog,工具,服务
eclipse-equinox-osgi,工具,服务
mod_dav_svn,工具,服务
libgcc,库,工具
woff2,工具,其它
kde-settings-plasma,工具,服务
mpg123-plugins-pulseaudio,库,工具
usbguard-notifier,库,服务
jackson-jaxrs-json-provider,库,工具
protobuf,库,工具
aspnetcore-runtime-6.0,库,服务
custodia,服务,工具
initscripts,服务,工具
texlive-cite,工具,库
libhugetlbfs-utils,库,工具
system-config-printer-udev,库,工具
libpq,库,服务
texlive-uhc,工具,其它
mesa-libxatracker,库,服务
perl-HTTP-Daemon,库,服务
perl-File-Find-Rule,库,工具
libreoffice-help-pt-BR,库,服务
kernel-debug-core,其它,工具
lcms2,工具,服务
python36,工具,库
elfutils-devel-static,库,工具
xz,工具,库
chrome-gnome-shell,工具,服务
xcb-util-renderutil,库,工具
apr-util,工具,库
perl-Time-HiRes,库,服务
gtk-update-icon-cache,库,工具
speexdsp,库,工具
nfs-utils,库,服务
glx-utils,库,工具
texlive-float,工具,库
xkeyboard-config,库,工具
libradosstriper1,库,服务
p11-kit,服务,工具
pcp-import-mrtg2pcp,服务,工具
libmspack,库,工具
nss_hesiod,库,服务
mysql-selinux,库,服务
libatomic-static,库,工具
qemu-kvm-block-gluster,工具,服务
opa-basic-tools,库,工具
zssh,工具,服务
perl-Sub-Info,库,工具
rsyslog-crypto,服务,工具
glib-networking,库,工具
geolite2-city,工具,服务
mingw32-bzip2-static,工具,库
anaconda-tui,工具,服务
xalan-j2-xsltc,库,工具
texlive-ae,工具,其它
mythes-nb,工具,库
isorelax,库,工具
maven-local,库,工具
mc,工具,服务
pcp-export-pcp2elasticsearch,服务,工具
at-spi2-atk,工具,库
bolt,服务,工具
abrt-console-notification,工具,服务
sendmail-cf,工具,服务
pinentry,工具,库
netcf,库,服务
swtpm-tools,库,工具
emacs-common,工具,库
ocaml-ocamlbuild,库,工具
texlive-collection-fontsrecommended,工具,其它
xsane,库,服务
xmvn-resolve,库,服务
edk2-ovmf,库,其它
mingw32-pkg-config,库,工具
usbguard-tools,库,工具
boost-jam,库,工具
dotnet-targeting-pack-6.0,库,服务
gdbm-libs,库,工具
qt5-qtbase,库,工具
atlas,库,工具
qemu-kvm-ui-spice,工具,服务
gedit-plugin-wordcompletion,服务,库
anaconda-gui,工具,服务
perl-Pod-Html,库,工具
bsdtar,库,工具
libsolv-tools,库,工具
libtiff-tools,库,工具
perl-Date-Calc,库,工具
python3-httplib2,库,服务
xz-libs,工具,库
alsa-utils-alsabat,工具,服务
python3-dns,库,工具
perl-Test-Pod,库,工具
OpenIPMI,库,工具
tog-pegasus-libs,服务,库
sgabios,工具,其它
cups-filters-libs,库,工具
prometheus-jmx-exporter-openjdk11,服务,库
elfutils-default-yama-scope,工具,库
radvd,工具,服务
liblangtag-gobject,库,工具
frr,工具,服务
ibus-table-chinese-yong,工具,库
texlive-ifmtarg,工具,库
man-db-cron,工具,服务
gnome-tweaks,服务,其它
perl-ExtUtils-MakeMaker,库,工具
autofs,服务,工具
graphviz,工具,库
srp_daemon,库,工具
kdump-anaconda-addon,工具,服务
udftools,工具,服务
compat-openssl10,库,服务
jackson-module-jaxb-annotations,库,工具
bacula-libs-sql,库,工具
jolokia-jvm-agent,库,工具
ibus-table-chinese-scj,工具,服务
perl-Module-CoreList,库,工具
mecab,工具,库
dotnet-targeting-pack-5.0,库,服务
ibus-table-chinese-wubi-haifeng,工具,库
kscreenlocker,库,服务
dotnet-hostfxr-3.0,库,服务
httpcomponents-core,库,服务
httpcomponents-client,库,服务
gjs,库,工具
pinentry-emacs,工具,服务
curl,工具,库
poppler-data,库,工具
kernel-tools-libs,其它,工具
texlive-charter,工具,其它
gsm,库,工具
pam_cifscreds,工具,服务
perl-File-CheckTree,库,工具
pmreorder,库,工具
lmdb-libs,库,工具
xmlsec1-openssl,库,服务
lld-libs,工具,库
fltk,库,工具
perl-Perl-OSType,库,工具
libknet1-compress-lzo2-plugin,库,工具
rsyslog-gnutls,服务,库
python2-dns,库,工具
lshw-gui,工具,服务
apcu-panel,库,服务
swtpm-libs,库,工具
virt-manager-common,工具,服务
seabios-bin,工具,服务
libdwarf-tools,工具,库
genisoimage,库,工具
re2,工具,库
xorg-x11-server-utils,工具,服务
tcl-brlapi,库,服务
yelp,工具,服务
python3-inotify,库,工具
perl-DateTime-Locale,库,服务
NetworkManager-libreswan-gnome,库,服务
perl-Software-License,库,工具
gpgmepp,库,工具
felix-gogo-shell,工具,服务
system-lsb-core,服务,工具
compiler-rt,工具,库
libdav1d,库,工具
cheese-libs,库,工具
openhpi-libs,库,工具
system-lsb-desktop,服务,工具
ant-apache-regexp,库,工具
pcp-export-pcp2spark,服务,工具
sqlite-libs,库,服务
plexus-compiler-pom,库,工具
breeze-icon-theme-rcc,工具,服务
paps-libs,库,工具
perl-Term-Cap,库,工具
texlive-lm-math,工具,其它
slf4j-sources,库,工具
libguestfs-tools,库,工具
audit-libs,库,工具
python3-lit,库,工具
f32-backgrounds,工具,服务
mozvoikko,工具,库
maven-assembly-plugin-javadoc,工具,库
spice-vdagent-win-x64,库,服务
texlive-updmap-map,工具,其它
gpac-static,库,工具
texlive-ptext,工具,其它
httpcomponents-project,库,工具
spausedd,服务,工具
maven-dependency-plugin-javadoc,工具,库
systemd-container,其它,工具
keybinder3,工具,库
perl-Test-Differences,库,工具
mesa-libOSMesa,库,工具
cdparanoia-libs,库,工具
dbus-daemon,其它,服务
lucene-analysis,库,工具
rsyslog-mmfields,服务,库
python3-pyqt5-sip,工具,库
pygobject2,库,工具
irssi,工具,服务
bsf,库,工具
perl-Net-SSLeay,库,服务
texlive-mparhack,工具,库
mtdev,库,服务
ffmpeg,库,服务
glusterfs,服务,工具
python3-pip-wheel,库,工具
python3-bind,库,工具
pcp-import-collectl2pcp,服务,工具
bash-completion,工具,服务
filesystem,服务,其它
libvirt-gconfig,库,工具
perl-HTTP-Message,库,服务
pcp-import-iostat2pcp,服务,工具
felix-gogo-command,工具,服务
fcitx-data,工具,服务
libitm,库,工具
rpm-ostree-libs,工具,服务
mingw64-cairo,工具,服务
WALinuxAgent,工具,服务
xorg-x11-server-Xdmx,服务,工具
udisks2-qt5,库,工具
system-config-printer-libs,库,工具
mozilla-filesystem,库,工具
usbutils,工具,服务
media-player-info,库,服务
urlview,工具,服务
systemd-libs,其它,服务
drpm,库,工具
perl-WWW-RobotRules,库,服务
tpm2-abrmd,工具,服务
perl-Net-Server,库,工具
brltty,工具,服务
python3-psycopg2,库,工具
guava20-javadoc,库,工具
gedit-plugins-data,服务,库
maven-hawtjni-plugin,库,工具
pigz,工具,库
satyr,库,工具
dlm-lib,库,工具
nss-softokn,库,工具
fcitx-gtk2,工具,服务
ibus-libpinyin,工具,服务
opencv-core,库,工具
texlive-fancybox,工具,库
alsa-firmware,服务,其它
vulkan-headers,库,服务
glade-libs,库,工具
batik-util,库,服务
deepin-compressor,服务,库
ntfs-3g-libs,服务,工具
python3-pluggy,库,服务
shim-ia32,其它,服务
xterm-resize,工具,服务
redhat-lsb-submod-security,工具,服务
evemu,工具,服务
icu,库,工具
daxio,库,工具
subversion,工具,库
lz4,工具,服务
clang-resource-filesystem,库,服务
gdb-gdbserver,工具,库
gnu-efi,库,工具
spec-version-maven-plugin-javadoc,库,工具
kf5-kwallet-libs,工具,库
esc,工具,服务
texlive-norasi-c90,工具,其它
sgml-common,工具,库
python3-javapackages,库,工具
felix-gogo-runtime,库,服务
perl-Env,库,工具
bind-libs-lite,库,工具
libguestfs-xfs,库,工具
python3-protobuf,库,工具
ibus-devel-docs,库,工具
libfdt,库,服务
meson,工具,库
jsch-javadoc,工具,库
elfutils-libs,库,工具
pki-base-java,服务,工具
perl-generators,库,工具
nydus-snapshotter,服务,库
gssntlmssp,库,服务
hyphen-zu,工具,库
gdisk,工具,服务
jakarta-commons-httpclient,库,工具
libfdisk,工具,库
deepin-editor,服务,工具
mingw64-bzip2,工具,库
lame-libs,库,服务
dbus-c++-glib,库,工具
tracker-miners,工具,服务
nm-connection-editor,工具,服务
uom-se-javadoc,库,工具
slf4j-manual,库,工具
python2-pytest-mock,库,工具
rasdaemon,服务,工具
libhbalinux,库,服务
perl-HTTP-Cookies,库,服务
numactl,工具,库
kubernetes-node,服务,工具
felix-osgi-foundation,库,工具
xml-common,工具,库
efi-srpm-macros,库,工具
qemu-kvm-block-curl,工具,服务
python3-cpio,库,服务
python3-bcc,库,工具
texlive-algorithms,工具,库
sshpass,工具,服务
perl-IO-Compress-Lzma,库,工具
deepin-anything-dkms,服务,库
f32-backgrounds-extras-xfce,工具,其它
dbus-libs,库,工具
totem,工具,服务
gnome-getting-started-docs,服务,工具
grub2-efi-ia32,工具,服务
perl-Class-Accessor,库,工具
kf5-kglobalaccel-libs,工具,库
libatomic,库,工具
thunderbird,工具,服务
hwloc-plugins,库,工具
perl-Text-Tabs+Wrap,库,工具
libgweather,库,服务
docker-client,工具,服务
pg_repack,库,工具
cracklib,库,工具
perl-CPAN-DistnameInfo,库,工具
perltidy,库,工具
paps,库,其它
plexus-ant-factory,库,工具
perl-File-Temp,库,工具
texlive-l3experimental,工具,库
texlive-ucharclasses,工具,其它
gedit-plugin-commander,服务,库
texlive-filecontents,工具,库
dnssec-trigger-panel,工具,服务
cups-filters,库,工具
aspell,工具,库
kmod-libs,库,工具
python3-kdcproxy,库,服务
perl-srpm-macros,库,工具
texlive-wadalab,工具,其它
cloud-utils-growpart,工具,服务
libpciaccess,库,服务
perl-TimeDate,库,工具
openldap,服务,库
yum-utils,工具,库
boost-examples,库,工具
lucene-analyzers-smartcn,库,服务
libev-source,库,工具
ctags-etags,工具,库
mingw64-glib2,库,工具
freeradius-krb5,库,工具
cockpit-session-recording,库,服务
jetty-continuation,库,工具
theora-tools,库,工具
libXres,库,服务
bind9.16-dnssec-utils,库,服务
shared-mime-info,库,工具
perl-Tie-IxHash,库,工具
perl-Sys-CPU,库,服务
mariadb-connector-c-config,库,服务
postgres-decoderbufs,库,服务
zenity,工具,服务
perl-Canary-Stability,库,工具
perl-Module-Runtime,库,工具
libwacom-data,库,服务
perl-CPAN-Meta-Requirements,库,工具
grilo,库,工具
perl-Encode-Locale,库,工具
dnf-plugins-core,工具,库
glassfish-master-pom,库,工具
cockpit-packagekit,库,服务
xmlunit,库,工具
texlive-adjustbox,工具,服务
perl-Pod-Markdown,库,工具
booth-core,工具,服务
libmcpp,库,工具
fence-agents-all,服务,工具
net-snmp-libs,库,工具
mousetweaks,工具,服务
avahi-ui,工具,库
sisu-inject,库,服务
texlive-ltabptch,工具,库
ldb-tools,库,工具
libvirt-daemon-kvm,服务,工具
usbguard-dbus,库,服务
libxudp,库,服务
librados2,库,服务
tuned-utils-systemtap,服务,工具
galera,库,服务
OpenIPMI-lanserv,库,工具
authselect-libs,库,工具
php-pecl-rrd,库,工具
avahi-libs,库,工具
wsmancli,工具,服务
opencryptoki-icsftok,库,服务
samba-winbind-clients,服务,工具
ipa-client-samba,工具,服务
perl-PCP-LogSummary,服务,工具
varnish-modules,库,服务
jmc-core,库,工具
cheese,工具,服务
sane-backends-drivers-cameras,工具,服务
malaga,工具,库
clufter-lib-pcs,库,工具
opencl-headers,库,服务
texlive-lm,工具,其它
libcephfs2,库,服务
gpm-libs,库,工具
deepin-boot-maker,服务,工具
python2-tkinter,工具,库
python3-pcp,服务,库
perl-Time-Local,库,工具
hyphen-af,工具,库
gcc-toolset-11-systemtap-server,工具,服务
perl-HTTP-Date,库,服务
perl-I18N-Collate,库,工具
mpitests-mvapich2,库,工具
ghc-srpm-macros,库,服务
lua-libs,库,工具
ansible-core,工具,服务
ncurses-term,库,工具
felix-utils,库,工具
sblim-gather,库,工具
mingw32-icu,库,工具
qemu-guest-agent,工具,服务
